time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-150;177;-150;177;-57.8738;118.972;-157;351.667;231.674;2.27861;-57.8738;118.972;123.127;2.13685;-157;351.667;354.347;2.09327;
2;-103;172;-103;172;-46.5611;120.078;-125.667;355;199.969;2.11556;-46.5611;120.078;118.429;2.05111;-125.667;355;342.813;2.00911;
3;-53;176;-53;176;-34.9602;121.375;-99;358.667;183.055;1.86812;-34.9602;121.375;114.736;1.95608;-99;358.667;335.8;1.9325;
4;-9;182;-9;182;-21.8902;122.795;-78.3333;361.667;181.279;1.62393;-21.8902;122.795;111.857;1.84278;-78.3333;361.667;331.919;1.87103;
5;27;187;27;187;3.26687;124.102;-3;364.333;187.883;1.42997;3.26687;124.102;109.161;1.61563;-3;364.333;320.553;1.64207;
6;53;191;53;191;22.7578;124.831;56.3333;366.667;197.108;1.30186;22.7578;124.831;110.747;1.4386;56.3333;366.667;324.134;1.45794;
7;76;185;76;185;35.7046;123.626;97;364;198.861;1.18206;35.7046;123.626;112.016;1.32235;97;364;328.596;1.33373;
8;75;179;69;168;42.2111;120.135;119.333;355;192.934;1.17507;42.8526;112.665;103.596;1.22931;119.333;355;325.964;1.26058;
9;69;168;58;155;42.8526;112.665;124.667;334;180.476;1.18225;36.0245;97.8214;87.3356;1.24607;124.667;334;307.809;1.22325;
10;58;155;43;124;36.0245;97.8214;107.333;290.667;164.362;1.21423;23.6616;79.5018;66.2896;1.33476;107.333;290.667;261.168;1.22914;
11;43;124;1;61;23.6616;79.5018;73;240;130.116;1.2391;10.2666;60.2593;45.2582;1.52423;73;240;202.51;1.30512;
12;1;61;-27;33;10.2666;60.2593;36.6667;187.667;60.0244;1.5646;-7.10994;40.2155;29.4357;2.11619;36.6667;187.667;144.059;1.45365;
13;-27;33;-34;22;-7.10994;40.2155;-13.3333;130.667;42.2941;2.28264;-24.7547;22.3444;33.7131;2.92351;-13.3333;130.667;92.2395;1.93855;
14;-34;22;-81;-3;-24.7547;22.3444;-64.6667;76.3333;40.5101;2.59596;-40.0349;8.94432;48.58;-3.01557;-64.6667;76.3333;90.2598;2.78227;
15;-81;-3;-96;-8;-40.0349;8.94432;-110.667;32.3333;81.7247;-3.09291;-51.1394;1.49189;60.8295;-2.91681;-110.667;32.3333;131.07;-3.04791;
16;-96;-8;-66;5;-51.1394;1.49189;-143.667;8.66667;97.044;-3.04896;-64.2883;-5.43332;75.2882;-2.86605;-143.667;8.66667;167.397;-2.92528;
17;-95;-8;-20;18;-58.84;-2.93797;-167.333;-5.66667;96.0483;-3.048;-52.9493;-0.8712;63.1492;-2.88672;-167.333;-5.66667;193.793;-2.87924;
18;-98;-10;22;19;-64.2883;-5.43332;-188;-15.3333;99.2369;-3.03075;-38.524;2.77145;48.2716;-2.8844;-188;-15.3333;216.297;-2.86086;
19;-98;-10;44;16;-64.9851;-5.49784;-191.333;-16;99.2369;-3.03075;-20.9423;6.01943;30.4711;-2.8407;-156.333;-3;182.478;-2.87772;
20;-96;-7;59;11;-61.6669;-3.99545;-181.333;-11.6667;96.9566;-3.05923;-2.14051;8.10408;12.4236;-2.54828;-116.333;6.66667;141.346;-2.86993;
21;-91;-5;88;-11;-52.9493;-0.8712;-156.333;-3;91.8226;-3.07646;17.958;7.05019;12.6493;-0.684712;-69;15.3333;93.5242;-2.82338;
22;-66;5;104;-31;-38.524;2.77145;-116.333;6.66667;66.7493;3.08128;36.2544;2.26579;30.8666;-0.427045;-17.3333;21.3333;43.8419;-2.58232;
23;-20;18;117;-54;-20.9423;6.01943;-69;15.3333;26.7451;2.45164;51.125;-6.49254;48.0634;-0.464768;42.3333;19.3333;33.8317;-0.843049;
24;22;19;129;-77;-2.14051;8.10408;-17.3333;21.3333;27.9572;0.700596;63.1855;-18.0364;64.2071;-0.54137;99;7.33333;87.5013;-0.439887;
25;44;16;127;-91;17.958;7.05019;42.3333;19.3333;45.9003;0.333447;72.5214;-30.7408;78.9887;-0.618379;144.667;-16.6667;139.059;-0.456202;
26;59;11;116;-106;36.2544;2.26579;99;7.33333;59.2264;0.170055;78.3723;-43.9551;91.7138;-0.698883;180.333;-48.6667;185.632;-0.52637;
27;88;-11;84;-128;51.125;-6.49254;144.667;-16.6667;88.1891;-0.136228;77.4995;-57.0018;99.9974;-0.804579;208;-84.3333;228.103;-0.600699;
28;104;-31;48;-139;63.1855;-18.0364;180.333;-48.6667;108.205;-0.3;70.2527;-69.0007;104.499;-0.934532;227;-123.333;266.683;-0.681157;
29;117;-54;12;-146;72.5214;-30.7408;208;-84.3333;128.705;-0.441343;57.0065;-79.2881;106.234;-1.09302;225.667;-162.333;291.871;-0.788039;
30;129;-77;-13;-150;78.3723;-43.9551;227;-123.333;150.199;-0.545863;39.6705;-87.5513;107.331;-1.27282;207;-198.333;306.671;-0.914316;
31;127;-91;-27;-151;77.4995;-57.0018;225.667;-162.333;156.3;-0.629157;21.4243;-94.0281;109.882;-1.44979;172;-229;313.066;-1.06321;
32;116;-106;0;0;70.2527;-69.0007;207;-198.333;157.336;-0.747659;4.96972;-98.4056;113.501;-1.59891;124.667;-253.333;315.835;-1.23244;
33;84;-128;0;0;57.0065;-79.2881;172;-229;153.577;-0.996948;-6.74466;-100.549;116.556;-1.69902;73.3333;-273.333;322.399;-1.40407;
34;48;-139;0;0;39.6705;-87.5513;124.667;-253.333;147.776;-1.24447;-17.4264;-102.174;119.984;-1.78569;24.3333;-288;332.625;-1.55725;
35;12;-146;0;0;21.4243;-94.0281;73.3333;-273.333;147.416;-1.49358;0;0;0;0;-12.3333;-295.333;341.446;-1.66513;
36;-13;-150;0;0;4.96972;-98.4056;24.3333;-288;151.591;-1.66082;0;0;0;0;-37;-299.333;348.591;-1.73455;
37;-27;-151;0;0;-6.74466;-100.549;-12.3333;-295.333;154.468;-1.75062;0;0;0;0;-50;-301.333;352.905;-1.76998;
38;-31;-150;0;0;-13.9744;-101.638;-37;-299.333;154.254;-1.7773;0;0;0;0;0;0;0;0;
39;-26;-150;0;0;-17.4264;-102.174;-50;-301.333;153.307;-1.74537;0;0;0;0;0;0;0;0;
40;-26;-151;0;0;-18.5848;-102.3;-55;-301.667;154.292;-1.74425;0;0;0;0;0;0;0;0;
41;-27;-152;0;0;-18.8468;-102.246;-56;-301.333;155.452;-1.74947;0;0;0;0;0;0;0;0;
42;-28;-151;0;0;-18.5279;-102.326;-54.3333;-301.667;154.65;-1.75698;0;0;0;0;0;0;0;0;
43;-30;-150;0;0;-18.8811;-102.487;-55.3333;-302.333;154.052;-1.77095;0;0;0;0;0;0;0;0;
