time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -99; 148;-99;148;54;3;178.193;2.16412;
2; -45; 151;-72;149.5;40;2;157.492;1.86475;
3; -5; 153;-49.6667;150.667;35;4;152.841;1.60765;
4; 30; 157;-29.75;152.25;16;2;159.465;1.38557;
5; 46; 159;-14.6;153.6;6;-1;165.093;1.29241;
6; 52; 158;-3.5;154.333;-2;0;165.89;1.25597;
7; 50; 158;4.14286;154.857;0;0;165.282;1.26747;
8; 50; 158;9.875;155.25;-3;0;165.282;1.26747;
9; 47; 158;14;155.556;-3;-3;164.411;1.28489;
10; 44; 155;17;155.5;-5;-14;160.699;1.29754;
11; 39; 141;19;154.182;-24;-45;145.873;1.30464;
12; 15; 96;18.6667;149.333;-23;-25;96.8091;1.42183;
13; -8; 71;16.6154;143.308;-21;-19;71.2615;1.69222;
14; -29; 52;13.3571;136.786;-13;-21;59.6216;2.09093;
15; -42; 31;9.66667;129.733;-12;-12;52.5567;2.51692;
16; -54; 19;5.6875;122.813;0;-3;57.7553;2.8112;
17; -54; 16;2.17647;116.529;-3;3;56.8529;2.86113;
18; -57; 19;-1.11111;111.111;0;2;60.6009;2.82726;
19; -57; 21;-4.05263;106.368;4;4;61.2488;2.7962;
20; -53; 25;-6.5;102.3;11;6;59.0615;2.70943;
21; -42; 31;-8.19048;98.9048;23;5;52.5567;2.51692;
22; -19; 36;-8.68182;96.0455;49;2;40.774;2.07313;
23; 30; 38;-7;93.5217;32;-5;47.8181;0.909464;
24; 62; 33;-4.125;91;24;-8;69.5542;0.490046;
25; 86; 25;-0.52;88.36;22;-13;88.8801;0.282041;
26; 108; 12;3.65385;85.4231;15;-21;108.008;0.108881;
27; 123; -9;8.07407;81.9259;3;-40;122.719;-0.0755548;
28; 126; -49;12.2857;77.25;-32;-85;134.7;-0.374412;
29; 94; -134;15.1034;69.9655;-11;-30;163.537;-0.963155;
30; 83; -164;17.3667;62.1667;-33;-24;183.758;-1.106;
31; 50; -188;18.4194;54.0968;-52;-32;194.629;-1.31434;
32; -2; -220;17.7813;45.5313;-34;-13;220.279;-1.58274;
33; -36; -233;16.1515;37.0909;-26;-7;236.122;-1.72656;
34; -62; -240;13.8529;28.9412;-30;-4;248.292;-1.8258;
35; -92; -244;10.8286;21.1429;-14;-1;261.238;-1.93327;
36; -106; -245;7.58333;13.75;-15;2;267.44;-1.98091;
37; -121; -243;4.10811;6.81081;-7;1;271.976;-2.03444;
38; -128; -242;0.631579;0.263158;-33;-20;274.295;-2.0589;
