time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -125; 128;-125;128;13;-3;179.059;2.34691;
2; -112; 125;-118.5;126.5;35;-1;167.964;2.30417;
3; -77; 124;-104.667;125.667;58;6;146.008;2.12979;
4; -19; 130;-83.25;126.75;44;8;131.231;1.71942;
5; 25; 138;-61.6;129;35;7;139.957;1.39435;
6; 60; 145;-41.3333;131.667;12;-3;156.559;1.18048;
7; 72; 142;-25.1429;133.143;3;-3;158.822;1.10334;
8; 75; 139;-12.625;133.875;0;-1;157.548;1.07776;
9; 75; 138;-2.88889;134.333;0;0;156.667;1.07474;
10; 75; 138;4.9;134.7;0;-3;156.667;1.07474;
11; 75; 135;11.2727;134.727;-18;-31;154.036;1.06547;
12; 57; 104;15.0833;132.167;-6;-26;118.199;1.07176;
13; 51; 78;17.8462;128;-40;-40;92.7761;0.994348;
14; 11; 38;17.3571;121.571;-40;-30;39.2338;1.29808;
15; -29; 8;14.2667;114;-29;-16;30.4443;2.88305;
16; -58; -8;9.75;106.375;-20;-14;59.0072;-3.0019;
17; -78; -22;4.58824;98.8235;-6;-3;81.5181;-2.86557;
18; -84; -25;-0.333333;91.9444;-1;-1;88.1175;-2.85137;
19; -85; -26;-4.78947;85.7368;0;0;89.3644;-2.84385;
20; -85; -26;-8.8;80.15;5;0;89.3644;-2.84385;
21; -80; -26;-12.1905;75.0952;5;1;84.5971;-2.82651;
22; -75; -25;-15.0455;70.5455;22;2;79.5356;-2.81898;
23; -53; -23;-16.6957;66.4783;40;1;58.2582;-2.73171;
24; -13; -22;-16.5417;62.7917;33;-2;25.9613;-2.11461;
25; 20; -24;-15.08;59.32;34;-6;31.1338;-0.891175;
26; 54; -30;-12.4231;55.8846;39;-14;61.5021;-0.513586;
27; 93; -44;-8.51852;52.1852;15;-12;102.586;-0.44562;
28; 108; -56;-4.35714;48.3214;5;-21;121.372;-0.481574;
29; 113; -77;-0.310345;44;-6;-24;136.506;-0.601237;
30; 107; -101;3.26667;39.1667;-18;-25;146.974;-0.759649;
31; 89; -126;6.03226;33.8387;-51;-39;154.191;-0.958922;
32; 38; -165;7.03125;27.625;-34;-12;169.434;-1.34721;
33; 4; -177;6.93939;21.4242;-29;-7;177.252;-1.55067;
34; -25; -184;6;15.3824;-25;3;185.963;-1.70799;
35; -50; -181;4.4;9.77143;-14;4;188.103;-1.84223;
36; -64; -177;2.5;4.58333;-10;20;188.566;-1.91952;
37; -74; -157;0.432432;0.216216;2.21101e-259;1.67026e-023;173.946;-2.01297;
