time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -128; 156;-128;156;9;-3;201.669;2.26329;
2; -119; 153;-123.5;154.5;65;-3;193.679;2.23741;
3; -54; 150;-100.333;153;48;-1;158.946;1.9225;
4; -6; 149;-76.75;152;36;-2;148.37;1.61635;
5; 30; 147;-55.4;151;30;1;149.112;1.3734;
6; 60; 148;-36.1667;150.5;11;-1;158.69;1.1882;
7; 71; 147;-20.8571;150;1;0;162.214;1.12295;
8; 72; 147;-9.25;149.625;0;-3;162.649;1.1174;
9; 72; 144;-0.222222;149;0;1;159.958;1.10919;
10; 72; 145;7;148.6;-1;-1;160.854;1.11196;
11; 71; 144;12.8182;148.182;-6;-19;159.515;1.1148;
12; 65; 125;17.1667;146.25;-19;-37;139.846;1.09349;
13; 46; 88;19.3846;141.769;-50;-55;98.2528;1.09226;
14; -4; 33;17.7143;134;-31;-18;32.5655;1.71739;
15; -35; 15;14.2;126.067;-50;-32;38.4792;2.76317;
16; -85; -17;8;117.125;-20;-11;87.5813;-2.93712;
17; -105; -28;1.35294;108.588;0;0;109.604;-2.87586;
18; -105; -28;-4.55556;101;1;-1;109.604;-2.87586;
19; -104; -29;-9.78947;94.1579;3;1;108.908;-2.86459;
20; -101; -28;-14.35;88.05;9;4;105.749;-2.86593;
21; -92; -24;-18.0476;82.7143;58;11;96.0107;-2.8805;
22; -34; -13;-18.7727;78.3636;40;1;37.3902;-2.76404;
23; 6; -12;-17.6957;74.4348;40;-1;13.8173;-1.18157;
24; 46; -13;-15.0417;70.7917;30;-7;47.2963;-0.295726;
25; 76; -20;-11.4;67.16;28;-21;78.0609;-0.269501;
26; 104; -41;-6.96154;63;10;-25;111.378;-0.384562;
27; 114; -66;-2.48148;58.2222;0;-26;131.469;-0.532839;
28; 114; -92;1.67857;52.8571;-6;-21;146.4;-0.686418;
29; 108; -113;5.34483;47.1379;-18;-22;156.358;-0.814981;
30; 90; -135;8.16667;41.0667;-34;-28;162.486;-0.989345;
31; 56; -163;9.70968;34.4839;-27;-10;172.849;-1.24549;
32; 29; -173;10.3125;28;-36;-2;176.064;-1.40969;
33; -7; -175;9.78788;21.8485;-41;-1;175.955;-1.61489;
34; -48; -176;8.08824;16.0294;-27;2;183.384;-1.83991;
35; -75; -174;5.71429;10.6;-8;0;190.495;-1.97979;
36; -83; -174;3.25;5.47222;-6;6;193.816;-2.01767;
37; -89; -168;0.756757;0.783784;1.59077e-023;1.67091e-023;191.165;-2.05955;
