time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;104;259;104;259;30.8417;153.897;78;447.667;278.238;1.18796;30.8417;153.897;156.387;1.38141;78;447.667;451.553;1.40672;
2;66;234;66;234;19.923;149.014;48;434.333;242.243;1.29513;19.923;149.014;149.857;1.44688;48;434.333;434.365;1.46989;
3;11;211;11;211;10.454;143.334;27.3333;421;210.381;1.51879;10.454;143.334;143.314;1.50758;27.3333;421;419.458;1.51572;
4;-24;194;-24;194;-1.6452;134.034;7.66667;401.333;194.591;1.69478;-1.6452;134.034;133.762;1.59357;7.66667;401.333;399.17;1.56222;
5;-51;171;-51;171;-24.1827;116.435;-59.6667;349.333;177.596;1.86244;-24.1827;116.435;118.914;1.78763;-59.6667;349.333;352.99;1.75286;
6;-83;135;-83;135;-42.6298;97.1242;-116.667;293.333;157.739;2.12539;-42.6298;97.1242;106.36;1.99761;-116.667;293.333;315.263;1.96441;
7;-98;103;-98;103;-56.0804;75.4997;-158;231.333;141.564;2.33605;-56.0804;75.4997;94.6472;2.22347;-158;231.333;280.777;2.18688;
8;-105;66;-105;66;-65.8092;51.2357;-188.667;161;123.597;2.58689;-65.8092;51.2357;84.3262;2.49313;-188.667;161;249.878;2.45281;
9;-113;25;-113;25;-71.5638;25.3818;-208;85.3333;115.604;2.93161;-71.5638;25.3818;77.1526;2.81057;-208;85.3333;227.953;2.76818;
10;-116;-17;-116;-17;-72.979;-1.57953;-213.333;6.66667;117.437;-2.98855;-72.979;-1.57953;74.403;-3.11625;-213.333;6.66667;217.624;3.12096;
11;-109;-56;-109;-56;-71.8386;-28.148;-211.333;-71;123.016;-2.66071;-71.8386;-28.148;78.572;-2.77103;-211.333;-71;227.659;-2.81435;
12;-99;-101;-99;-101;-67.9022;-53.1274;-201.333;-144.667;142.12;-2.34207;-67.9022;-53.1274;87.5098;-2.48477;-201.333;-144.667;252.637;-2.52133;
13;-92;-130;-92;-130;-59.7705;-75.1401;-178.333;-210.333;160.036;-2.18374;-59.7705;-75.1401;97.1287;-2.25208;-178.333;-210.333;280.171;-2.28058;
14;-75;-155;-75;-155;-47.9057;-92.5079;-144.333;-263;173.033;-2.01952;-47.9057;-92.5079;105.098;-2.05912;-144.333;-263;303.965;-2.08151;
15;-44;-172;-44;-172;-33.2311;-105.008;-103;-302.667;178.43;-1.82034;-33.2311;-105.008;110.862;-1.88849;-103;-302.667;323.159;-1.90907;
16;-14;-175;-14;-175;-16.2312;-111.695;-55.3333;-324.667;176.465;-1.65058;-16.2312;-111.695;113.381;-1.72694;-55.3333;-324.667;332.23;-1.7511;
17;15;-175;15;-175;1.63596;-113.402;-4;-332.333;176.536;-1.48609;1.63596;-113.402;113.708;-1.56872;-4;-332.333;334.613;-1.59544;
18;44;-167;44;-167;19.4422;-109.925;49;-324.333;173.556;-1.31486;19.4422;-109.925;111.698;-1.40856;49;-324.333;329.564;-1.43457;
19;62;-153;62;-153;38.0184;-100.059;105;-296.667;165.898;-1.1882;38.0184;-100.059;106.837;-1.22095;105;-296.667;315.372;-1.24561;
20;84;-131;84;-131;54.8384;-87.3206;154.667;-262;156.345;-1.00408;54.8384;-87.3206;102.636;-1.02317;154.667;-262;304.001;-1.05318;
21;124;-89;124;-89;69.4164;-72.3314;197.333;-220.333;153.11;-0.627573;69.4164;-72.3314;99.511;-0.818242;197.333;-220.333;294.609;-0.856075;
22;135;-71;135;-71;80.7118;-56.1983;230.333;-174;152.898;-0.489597;80.7118;-56.1983;97.3812;-0.619024;230.333;-174;286.627;-0.661954;
23;143;-50;143;-50;88.2348;-40.317;254.333;-126.667;151.729;-0.342123;88.2348;-40.317;95.8671;-0.437576;254.333;-126.667;281.328;-0.475729;
24;143;-28;143;-28;88.4603;-22.5152;258.333;-71.6667;145.828;-0.199521;88.4603;-22.5152;90.0016;-0.256366;258.333;-71.6667;264.602;-0.282833;
25;134;-11;134;-11;80.0695;-5.90225;236;-23.6667;134.463;-0.08864;80.0695;-5.90225;78.914;-0.0787548;236;-23.6667;233.192;-0.111057;
26;96;34;96;34;63.9798;9.75035;192.333;21;101.484;0.332205;63.9798;9.75035;63.2882;0.149784;192.333;21;189.028;0.0997388;
27;57;55;57;55;41.1702;22.5817;129.667;58;78.5373;0.759837;41.1702;22.5817;45.5836;0.510571;129.667;58;137.284;0.41875;
28;4;63;4;63;15.618;31.6662;58.6667;86;62.2214;1.5075;15.618;31.6662;34.4325;1.14514;58.6667;86;99.9397;0.994943;
29;-45;61;-45;61;-9.20557;36.1525;-13.3333;103.667;75.1161;2.21421;-9.20557;36.1525;37.3824;1.85846;-13.3333;103.667;103;1.74229;
30;-70;56;-70;56;-19.8352;38.2567;-44;113.333;89.133;2.47522;-19.8352;38.2567;43.4877;2.08095;-44;113.333;121.174;1.98029;
31;-82;42;0;0;-37.7765;37.7464;-102.667;113;91.7798;2.67732;0;0;0;0;0;0;0;0;
