time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-63;158;-63;158;-38.2574;105.254;-109.667;309;169.694;1.95243;-38.2574;105.254;104.747;1.85413;-109.667;309;297.483;1.8629;
2;-63;158;-53;154;-34.9763;103.792;-100;304.667;169.694;1.95243;-29.3397;99.4662;96.9457;1.78243;-100;304.667;290.66;1.83535;
3;-53;154;-34;145;-29.3397;99.4662;-84.3333;292;162.444;1.90445;-11.9284;80.0054;75.3797;1.60999;-84.3333;292;274.591;1.79232;
4;-34;145;-6;116;-22.3487;92.5047;-68.6667;274;148.478;1.80322;-2.89529;63.6901;59.3189;1.46812;-68.6667;274;253.842;1.74768;
5;-6;116;13;91;-11.9284;80.0054;-40.6667;239.333;115.652;1.62443;2.46905;46.1883;43.0536;1.30175;-40.6667;239.333;215.859;1.64808;
6;13;91;21;54;-2.89529;63.6901;-15.3333;194;91.3866;1.43027;1.39877;28.8998;26.3446;1.16606;-15.3333;194;170.102;1.51982;
7;21;54;13;22;2.46905;46.1883;1.66667;145;57.3878;1.19991;-7.82213;14.0974;9.48416;1.44893;1.66667;145;123.576;1.36157;
8;13;22;-2;7;1.39877;28.8998;1.66667;94.3333;25.0095;1.03351;-22.5617;2.48611;13.7632;-2.98124;1.66667;94.3333;74.7584;1.22034;
9;-2;7;-34;-7;-7.82213;14.0974;-22;50;6.84869;1.89782;-39.7738;-4.8217;32.2321;-2.84224;-22;50;25.9581;1.49367;
10;-34;-7;-77;-17;-22.5617;2.48611;-61.3333;13.3333;35.0158;-2.92531;-55.9623;-9.0076;48.9413;-2.85806;-61.3333;13.3333;38.8601;-2.86035;
11;-77;-17;-105;-19;-39.7738;-4.8217;-108.667;-10.3333;79.1618;-2.9185;-69.1687;-11.3324;62.2879;-2.88154;-108.667;-10.3333;91.4079;-2.75514;
12;-105;-19;-121;-17;-55.9623;-9.0076;-154.667;-24;106.995;-2.95818;-81.8179;-11.8622;74.6983;-2.91824;-154.667;-24;139.245;-2.78875;
13;-121;-17;-100;-22;-69.1687;-11.3324;-195.333;-32.3333;122.459;-2.99808;-65.0284;-15.2268;59.4845;-2.80029;-195.333;-32.3333;180.394;-2.82331;
14;-125;-19;-74;-30;-77.9309;-12.134;-225;-35.6667;126.712;-2.98697;-53.9347;-19.0359;50.8329;-2.65613;-225;-35.6667;209.703;-2.85248;
15;-124;-18;-57;-37;-81.8179;-11.8622;-239.333;-35;125.572;-2.99361;-39.0893;-23.8897;41.5126;-2.38244;-239.333;-35;223.301;-2.87365;
16;-123;-17;-27;-46;-82.5788;-11.297;-243.333;-33.3333;124.439;-3.00038;-18.2267;-29.474;35.3884;-1.8353;-215.667;-37.6667;201.379;-2.82975;
17;-120;-15;9;-55;-81.4669;-10.9407;-240.667;-32.6667;121.197;-3.01323;5.09034;-33.8999;41.0673;-1.22122;-193.667;-44.3333;182.955;-2.75811;
18;-117;-14;69;-64;-78.6159;-11.2402;-232.333;-33.6667;118.095;-3.01838;27.7668;-36.6097;55.273;-0.843658;-162.667;-54.6667;159.486;-2.62491;
19;-113;-15;100;-60;-72.9027;-12.6862;-215.667;-37.6667;114.258;-3.00539;49.9388;-37.607;72.5213;-0.622598;-120.667;-68.3333;133.761;-2.37847;
20;-100;-22;116;-54;-65.0284;-15.2268;-193.667;-44.3333;102.698;-2.92057;68.9652;-37.1483;88.4567;-0.492588;-60;-84.6667;114.588;-1.89038;
21;-74;-30;137;-49;-53.9347;-19.0359;-162.667;-54.6667;80.2294;-2.75143;83.9142;-35.351;101.149;-0.406936;6.66667;-97.3333;125.264;-1.32347;
22;-57;-37;147;-47;-39.0893;-23.8897;-120.667;-68.3333;68.4044;-2.56112;98.8116;-31.7819;113.788;-0.326224;70;-105.333;159.981;-0.942744;
23;-27;-46;0;0;-18.2267;-29.474;-60;-84.6667;53.8834;-2.09994;0;0;0;0;134.667;-109.333;207.327;-0.699296;
24;9;-55;0;0;5.09034;-33.8999;6.66667;-97.3333;56.2074;-1.41359;0;0;0;0;192.667;-109.667;254.643;-0.553168;
25;69;-64;0;0;27.7668;-36.6097;70;-105.333;94.3161;-0.753262;0;0;0;0;241;-105.667;295.075;-0.45542;
26;100;-60;0;0;49.9388;-37.607;134.667;-109.333;116.713;-0.54508;0;0;0;0;269.667;-99.6667;318.69;-0.398917;
27;116;-54;0;0;68.9652;-37.1483;192.667;-109.667;127.99;-0.439985;0;0;0;0;287.667;-94.6667;333.536;-0.364135;
28;137;-49;0;0;83.9142;-35.351;241;-105.667;145.485;-0.347278;0;0;0;0;300;-91.6667;344.067;-0.343219;
29;147;-47;0;0;93.0768;-33.3109;269.667;-99.6667;154.298;-0.313026;0;0;0;0;0;0;0;0;
30;154;-43;0;0;98.8116;-31.7819;287.667;-94.6667;159.837;-0.275722;0;0;0;0;0;0;0;0;
31;155;-46;0;0;102.351;-30.9356;300;-91.6667;161.637;-0.291897;0;0;0;0;0;0;0;0;
32;154;-45;0;0;103.664;-30.4863;305;-90;160.393;-0.28772;0;0;0;0;0;0;0;0;
33;153;-45;0;0;103.95;-30.0186;306.667;-88.3333;159.435;-0.2895;0;0;0;0;0;0;0;0;
34;152;-44;0;0;103.879;-30.0889;306.667;-89;158.192;-0.285246;0;0;0;0;0;0;0;0;
35;152;-42;0;0;103.459;-29.8681;305.333;-88.3333;157.641;-0.273072;0;0;0;0;0;0;0;0;
