time;row_1;row_2;row_3;row_4;
1;-52.8662;29.3509;47.6281;3.11697;
2;-47.2551;34.5527;42.4835;2.99098;
3;-40.03;42.1094;37.4639;2.76059;
4;-32.7326;50.621;35.4799;2.45676;
5;-19.6243;66.1403;40.5914;1.93271;
6;-6.20856;82.0466;53.8767;1.58854;
7;5.04413;92.4991;65.1397;1.41206;
8;12.0903;92.3101;66.4353;1.30669;
9;16.6844;81.7191;57.8605;1.18193;
10;18.7118;59.7195;39.6123;0.921066;
11;18.5803;27.2435;23.8512;-0.0392041;
12;16.2746;-13.076;46.5333;-1.08985;
13;12.341;-54.1674;84.2043;-1.36031;
14;11.4774;-69.6948;99.2927;-1.4015;
15;8.72492;-98.6985;127.644;-1.46107;
