time;row_1;row_2;row_3;row_4;
1;-79;200.8;267.462;1.96656;
2;-43.4;202.8;257.785;1.83577;
3;-20;197.4;247.353;1.75008;
4;-15.8;189.4;238.747;1.73875;
5;-24.8;174;225.359;1.78956;
6;-45.4;155.6;213.235;1.90284;
7;-33.6;139.8;194.544;1.87197;
8;-23.8;121.6;174.301;1.84924;
9;-18;102.8;154.632;1.8466;
10;-23;84;138.261;1.91849;
11;-29.6;64.8;123.12;2.0222;
12;-37.6;45.2;110.106;2.16573;
13;-36.4;30;97.1365;2.24328;
14;-29.2;15;81.0023;2.28911;
15;-12;4;61.6657;2.19637;
16;13.6;-6.4;40.959;1.83027;
17;48;-17.6;37.1032;0.871206;
18;81.6;-32.2;59.1211;0.235381;
19;110.8;-54.4;87.0981;-0.096733;
20;131.6;-80;112.744;-0.306451;
21;146;-109.4;137.399;-0.479706;
22;153;-140.4;159.77;-0.632204;
23;149;-170.4;176.284;-0.783478;
24;138.8;-197.6;190.106;-0.923164;
25;123.2;-223.4;203.209;-1.06142;
26;103.4;-246;215.156;-1.19337;
27;78.4;-262.4;223.118;-1.325;
28;49;-275;230.361;-1.46253;
29;16.8;-280.4;234.526;-1.60197;
30;10;-286;240.426;-1.62951;
31;-6.8;-289;244.97;-1.69731;
32;-26.8;-290.6;249.854;-1.77599;
33;-52.4;-283.6;249.626;-1.8823;
