time;row_1;row_2;row_3;row_4;
1;-41.6;309;279.435;1.90521;
2;-8.8;309.4;270.841;1.79008;
3;8.4;306.2;264.466;1.7292;
4;12;298;255.81;1.72035;
5;4;283.2;242.579;1.76207;
6;-15.2;263.2;227.723;1.8617;
7;2.4;240;200.709;1.81083;
8;7.4;217;177.181;1.81428;
9;-3.2;190.8;155.2;1.92147;
10;-21.4;166.4;140.86;2.10332;
11;-40.4;143.6;133.814;2.3137;
12;-54.2;121.8;129.511;2.50725;
13;-57.8;103.6;122.778;2.64445;
14;-51.8;89.6;111.23;2.72946;
15;-35.6;81;92.9516;2.74442;
16;-7.6;73.8;64.4825;2.67938;
17;28.8;65.8;29.7513;2.36954;
18;70;54.8;22.1478;0.456091;
19;114.8;40;64.8803;-0.0778398;
20;156.4;19.2;109.381;-0.238541;
21;190;-9;149.961;-0.368691;
22;206.4;-43.8;179.772;-0.516925;
23;207.8;-81.8;202.371;-0.677435;
24;196.4;-122;222.043;-0.851562;
25;174.4;-163.2;242.513;-1.03272;
26;144.4;-201;263.491;-1.20486;
27;109;-235.8;286.952;-1.36412;
28;108.8;-246.4;297.295;-1.3721;
29;94.4;-267.8;315.964;-1.43018;
30;53.8;-293.6;338.665;-1.55992;
31;1.6;-315.6;363.894;-1.70452;
