time;row_1;row_2;row_3;row_4;
1;-34.4;205.8;228.388;1.94299;
2;-14.4;209.2;225.16;1.85464;
3;-2;207.8;220.644;1.80245;
4;0.2;200;212.547;1.8008;
5;-7.8;186.2;201.232;1.85517;
6;-23.6;166.8;188.176;1.9649;
7;-15;148;167.516;1.96059;
8;-16.6;127.6;149.54;2.02237;
9;-21.4;109;135.471;2.11429;
10;-30.2;90.8;125.592;2.24962;
11;-39.4;72.6;118.668;2.4069;
12;-45.2;53.8;111.801;2.56714;
13;-45.2;39.4;104.677;2.68288;
14;-39.8;29.8;95.7866;2.74783;
15;-27;24.6;81.9712;2.7465;
16;-5.6;21.4;61.2165;2.66009;
17;22.2;19.2;37.1989;2.36202;
18;56.8;14.8;23.2246;1.21253;
19;91.4;4.4;44.225;0.259546;
20;123.6;-10.4;75.0231;-0.0460021;
21;151.6;-29.4;105.363;-0.214719;
22;172.4;-55;132.745;-0.370382;
23;184.8;-84.2;156.533;-0.516115;
24;186.4;-116.4;175.934;-0.671434;
25;180;-149;193.467;-0.824539;
26;165.8;-180.4;209.303;-0.976789;
27;144.2;-210;224.406;-1.13099;
28;115.4;-235.6;238.192;-1.28678;
29;116.6;-242.4;245.057;-1.28986;
30;109;-260.4;260.535;-1.33706;
31;75.8;-282.6;276.983;-1.47264;
32;28.4;-297.8;291.555;-1.64033;
