time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.4828;   -0.1249;    0.5738;   -0.2626;   -0.0434;   -0.3269;   -0.2599;    0.1020;   -0.0089;   -0.0697;   -0.1134;    0.0445;
   2;    1.8172;   -0.2870;    0.6251;   -0.3197;    0.0439;   -0.3147;   -0.2472;    0.1253;   -0.1237;   -0.1466;   -0.1286;    0.0702;
   3;    1.7450;   -0.2889;    0.6634;   -0.3051;   -0.0474;   -0.2053;   -0.2397;   -0.0295;   -0.0359;   -0.1383;   -0.1873;    0.1117;
   4;    1.7208;   -0.3295;    0.5397;   -0.2821;    0.0657;   -0.2198;   -0.2294;   -0.0423;   -0.0448;   -0.1476;   -0.2575;    0.1185;
   5;    1.8279;   -0.4467;    0.5060;   -0.3108;    0.1634;   -0.0848;   -0.3015;    0.0013;   -0.1499;   -0.1978;   -0.1463;    0.0006;
   6;    1.8534;   -0.5654;    0.6623;   -0.2927;    0.0562;   -0.0042;   -0.3316;   -0.0546;   -0.1150;   -0.2347;   -0.1225;    0.0425;
   7;    1.8194;   -0.6128;    0.5537;   -0.2869;    0.1667;    0.0663;   -0.3511;   -0.0815;   -0.1001;   -0.2939;   -0.1550;    0.1137;
   8;    1.6433;   -0.5700;    0.5205;   -0.2833;    0.2688;    0.1587;   -0.3378;   -0.0945;   -0.1610;   -0.3294;   -0.1083;    0.1233;
   9;    1.4491;   -0.5088;    0.5522;   -0.2653;    0.2191;    0.2374;   -0.3106;   -0.1742;   -0.1922;   -0.3210;   -0.0271;    0.1517;
  10;    1.3896;   -0.6161;    0.6317;   -0.1883;    0.2250;    0.2367;   -0.3878;   -0.1636;   -0.1442;   -0.3107;    0.0060;    0.1069;
  11;    1.3970;   -0.7054;    0.8517;   -0.2367;    0.2275;    0.2464;   -0.4296;   -0.1106;   -0.1427;   -0.3502;    0.0459;    0.1059;
  12;    1.3115;   -0.7204;    0.7788;   -0.0997;    0.2903;    0.1772;   -0.3876;   -0.0867;   -0.2042;   -0.3765;    0.0956;    0.1117;
  13;    1.2432;   -0.6968;    0.7187;    0.0914;    0.2718;    0.1290;   -0.3609;   -0.1257;   -0.1958;   -0.3232;    0.0901;    0.0500;
  14;    1.1591;   -0.7329;    0.6632;    0.2180;    0.2543;    0.0708;   -0.2942;   -0.2068;   -0.2131;   -0.2242;    0.0430;    0.0165;
