time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.0281;   -0.0113;    0.5655;   -0.5552;    0.1607;   -0.5026;   -0.2470;    0.4382;    0.0384;   -0.0359;   -0.0376;    0.0003;
   2;    1.1675;   -0.2260;    0.3535;   -0.5821;    0.2604;   -0.4248;   -0.1909;    0.4719;    0.0495;   -0.0475;   -0.0807;   -0.0376;
   3;    1.5129;   -0.3054;    0.4345;   -0.5781;    0.1239;   -0.3564;   -0.2863;    0.4453;    0.0327;   -0.1589;   -0.1198;   -0.0948;
   4;    1.6709;   -0.1246;    0.5635;   -0.6021;    0.0863;   -0.3497;   -0.3502;    0.3846;    0.0014;   -0.2374;   -0.0802;   -0.0211;
   5;    1.8728;   -0.1471;    0.4313;   -0.5068;    0.0610;   -0.3002;   -0.3139;    0.2863;   -0.0091;   -0.2519;   -0.0953;    0.0011;
   6;    1.5426;   -0.0652;    0.4215;   -0.4213;    0.0132;   -0.2419;   -0.2614;    0.2115;    0.0080;   -0.2496;   -0.0814;    0.0136;
   7;    1.6531;   -0.1474;    0.4555;   -0.5491;    0.1183;   -0.1495;   -0.2420;    0.2231;   -0.0855;   -0.2924;   -0.1103;   -0.0101;
   8;    1.6303;   -0.0428;    0.3103;   -0.4693;    0.1591;   -0.1209;   -0.2178;    0.2499;   -0.0922;   -0.3214;   -0.1400;   -0.0798;
   9;    1.5062;   -0.0281;    0.2601;   -0.3779;    0.1282;   -0.0892;   -0.1959;    0.2536;   -0.1363;   -0.4086;   -0.1077;   -0.0428;
  10;    1.6651;   -0.3462;    0.3988;   -0.3450;    0.1231;   -0.0527;   -0.1799;    0.2316;   -0.1946;   -0.4363;   -0.1233;   -0.0178;
  11;    1.7430;   -0.3908;    0.4286;   -0.2390;    0.0690;   -0.1160;   -0.0890;    0.1812;   -0.2351;   -0.3873;   -0.1558;    0.0052;
  12;    1.6687;   -0.4649;    0.4341;   -0.1308;    0.1288;   -0.1166;   -0.1658;    0.1496;   -0.2715;   -0.4114;   -0.0772;    0.0376;
  13;    1.5932;   -0.5379;    0.4815;   -0.0357;    0.2029;   -0.0841;   -0.2505;    0.1020;   -0.2963;   -0.4196;    0.0181;    0.0678;
  14;    1.6987;   -0.6691;    0.5734;   -0.0645;    0.2621;   -0.0680;   -0.2601;    0.0585;   -0.3528;   -0.3732;    0.0515;    0.0730;
  15;    1.5519;   -0.6458;    0.5054;    0.0067;    0.2823;   -0.0262;   -0.2891;    0.0210;   -0.3232;   -0.3648;    0.1048;    0.0639;
  16;    1.4026;   -0.5968;    0.5084;    0.0279;    0.3189;    0.0026;   -0.2978;   -0.0185;   -0.3157;   -0.3434;    0.1407;    0.0605;
  17;    1.3983;   -0.5844;    0.5351;    0.0376;    0.3653;   -0.0092;   -0.2384;   -0.0642;   -0.3422;   -0.3005;    0.1277;    0.0885;
