time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.4347;   -0.0762;    0.5013;   -0.4456;   -0.1968;   -0.4378;    0.0844;    0.2776;   -0.2367;   -0.1467;    0.0409;    0.0549;
   2;    1.5261;   -0.1142;    0.4860;   -0.4363;   -0.1559;   -0.3828;    0.0883;    0.2747;   -0.2333;   -0.2260;    0.0104;    0.1014;
   3;    1.4887;   -0.2173;    0.4593;   -0.3814;   -0.0842;   -0.3234;    0.0309;    0.2903;   -0.2194;   -0.2806;   -0.0224;    0.1213;
   4;    1.5838;   -0.2330;    0.4752;   -0.4150;   -0.0165;   -0.2745;    0.0005;    0.3125;   -0.2687;   -0.3430;   -0.0216;    0.1139;
   5;    1.4008;   -0.2134;    0.4634;   -0.3806;    0.0425;   -0.2333;   -0.0273;    0.3383;   -0.3048;   -0.3626;   -0.0107;    0.0705;
   6;    1.3051;   -0.1468;    0.3848;   -0.3160;    0.0773;   -0.2015;   -0.0496;    0.3260;   -0.3157;   -0.3740;   -0.0134;    0.0533;
   7;    1.4155;   -0.2316;    0.3954;   -0.2503;    0.1094;   -0.1662;   -0.0586;    0.2553;   -0.3141;   -0.3536;   -0.0478;    0.0591;
   8;    1.5410;   -0.3927;    0.5193;   -0.2402;    0.1571;   -0.1392;   -0.0984;    0.1751;   -0.2530;   -0.3347;   -0.1326;    0.1001;
   9;    1.5344;   -0.5278;    0.5842;   -0.1719;    0.2048;   -0.0625;   -0.1266;    0.0942;   -0.2934;   -0.3033;   -0.1264;    0.0700;
  10;    1.4796;   -0.5211;    0.6252;   -0.0973;    0.1639;   -0.0267;   -0.0882;    0.0022;   -0.3401;   -0.2907;   -0.0595;    0.0796;
  11;    1.3726;   -0.5443;    0.5830;    0.0006;    0.3027;   -0.0309;   -0.2322;   -0.0334;   -0.3323;   -0.2989;    0.0655;    0.0829;
  12;    1.2472;   -0.5703;    0.5213;    0.0600;    0.4572;   -0.0248;   -0.3406;   -0.0236;   -0.2996;   -0.2849;    0.0973;    0.0509;
  13;    1.2707;   -0.6069;    0.6223;    0.1408;    0.5421;   -0.0115;   -0.3744;   -0.0194;   -0.2307;   -0.2597;    0.0628;    0.0329;
  14;    1.2757;   -0.6627;    0.6978;    0.1809;    0.4867;    0.0403;   -0.3019;   -0.0703;   -0.2656;   -0.1892;    0.0638;   -0.0335;
  15;    1.1948;   -0.6447;    0.7568;    0.1770;    0.4410;    0.0177;   -0.2738;   -0.0494;   -0.3057;   -0.1777;    0.0869;   -0.1038;
  16;    0.9718;   -0.5973;    0.7433;    0.2619;    0.4522;    0.0447;   -0.2869;   -0.0177;   -0.3327;   -0.1997;    0.1431;   -0.1408;
  17;    1.0183;   -0.6055;    0.7366;    0.2528;    0.4512;    0.0461;   -0.2608;   -0.0191;   -0.3892;   -0.1998;    0.1940;   -0.1563;
