time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;97;116;97;116;61.6937;84.3161;180.667;250;150.62;0.871253;61.6937;84.3161;109.38;0.989715;180.667;250;324.287;0.948825;
2;92;124;89;127;60.6415;85.2834;177.667;252.667;153.784;0.929657;44.2442;93.0678;108.857;1.16879;168.667;259.333;325.236;0.995549;
3;89;127;62;147;57.4746;87.7436;168.667;259.333;154.451;0.956845;28.8975;94.3017;105.009;1.30834;132.333;272.667;318.897;1.11417;
4;83;132;14;147;53.722;89.5952;160;262.333;155.277;1.007;10.0559;93.7516;101.212;1.48767;88.3333;276;305.249;1.24877;
5;62;147;-40;134;44.2442;93.0678;132.333;272.667;158.837;1.16994;-10.7318;91.1516;99.0399;1.69617;36;275.333;292.264;1.41872;
6;57;141;-68;125;28.8975;94.3017;88.3333;276;151.378;1.18488;-31.5726;85.5128;98.4024;1.91521;-22;269.667;283.557;1.61922;
7;14;147;-91;115;10.0559;93.7516;36;275.333;146.912;1.4755;-51.7557;79.1794;101.481;2.12502;-80.6667;253.667;276.856;1.83535;
8;-40;134;-114;99;-10.7318;91.1516;-22;269.667;139.125;1.86258;-68.0835;71.2705;104.913;2.29789;-142.333;236.667;283.873;2.06263;
9;-68;125;-128;90;-31.5726;85.5128;-80.6667;253.667;141.646;2.0717;-80.8657;63.1441;108.374;2.43629;-193.667;213.333;293.001;2.25587;
10;-91;115;-140;77;-51.7557;79.1794;-142.333;236.667;146.071;2.24353;-92.2625;54.6275;112.39;2.56004;-232.667;189.667;302.74;2.40565;
11;-114;99;-157;63;-68.0835;71.2705;-193.667;213.333;150.508;2.43038;-102.33;45.862;116.698;2.67042;-267.333;164.667;314.444;2.53898;
12;-128;90;-172;50;-80.8657;63.1441;-232.667;189.667;156.057;2.53281;-110.874;36.8164;120.796;2.76941;-297.667;138.667;326.986;2.65735;
13;-140;77;-182;37;-92.2625;54.6275;-267.333;164.667;159.433;2.64296;-117.962;27.6032;124.55;2.85914;-322.667;112.333;338.66;2.76072;
14;-157;63;-189;20;-102.33;45.862;-297.667;138.667;168.908;2.76418;-123.584;18.8517;127.899;2.93718;-343.667;85.3333;349.667;2.85486;
15;-172;50;-191;9;-110.874;36.8164;-322.667;112.333;178.93;2.86278;-128.881;1.94871;130.847;3.0723;-361.333;59.6667;360.571;2.93709;
16;-182;37;-192;-13;-117.962;27.6032;-343.667;85.3333;185.594;2.94504;-127.388;-16.4966;129.382;-3.06899;-373;34.3333;367.855;3.01103;
17;-189;20;-190;-25;-123.584;18.8517;-361.333;59.6667;189.998;3.04013;-123.691;-26.6182;126.852;-2.9872;-379;9.33333;371.431;3.07992;
18;-191;9;-185;-45;-127.15;10.3011;-373;34.3333;191.198;3.09846;-117.536;-37.118;122.907;-2.89495;-380;-18;371.751;-3.12964;
19;-193;0;-176;-62;-128.881;1.94871;-379;9.33333;193.022;-3.13768;-109.382;-47.6079;118.189;-2.79186;-375.667;-45.3333;368.763;-3.05532;
20;-192;-13;-160;-78;-128.993;-7.09385;-380;-18;192.512;-3.07008;-99.8515;-57.9181;113.509;-2.67751;-365.333;-74.3333;362.193;-2.973;
21;-190;-25;-141;-91;-127.388;-16.4966;-375.667;-45.3333;191.758;-3.00687;-87.496;-69.0004;108.525;-2.53475;-348;-104.667;351.729;-2.87957;
