time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-6;178;-6;178;-7.0986;121.809;-22.3333;359.333;177.69;1.60944;-7.0986;121.809;134.257;1.6453;-22.3333;359.333;380.213;1.64537;
2;-9;180;-21;180;-8.43657;121.823;-26.3333;359.333;179.829;1.62568;-18.2028;119.35;133.109;1.72996;-35.3333;356.667;378.751;1.68013;
3;-11;180;-35;174;-10.1249;121.649;-30.6667;358.667;179.949;1.63678;-36.0534;111.449;129.52;1.87623;-52.3333;352;376.37;1.72639;
4;-21;180;-57;164;-12.3646;121.023;-35.3333;356.667;180.884;1.69197;-48.1275;104.383;127.146;1.98372;-75.3333;343.333;372.151;1.7911;
5;-24;178;-78;154;-18.2028;119.35;-52.3333;352;179.29;1.70993;-61.159;95.7631;125.428;2.10677;-103;330;366.409;1.87283;
6;-35;174;-94;140;-26.2727;116.244;-75.3333;343.333;177.225;1.77458;-73.8454;86.3063;124.772;2.23323;-137;310;359.486;1.97988;
7;-57;164;-123;120;-36.0534;111.449;-103;330;173.492;1.91085;-84.8553;76.6045;124.757;2.35092;-174.333;285.667;354.742;2.10404;
8;-78;154;-136;105;-48.1275;104.383;-137;310;172.626;2.04526;-94.6161;66.2045;125.045;2.46515;-211.667;258.667;353.458;2.2342;
9;-94;140;-147;93;-61.159;95.7631;-174.333;285.667;168.748;2.16781;-103.468;54.0648;125.25;2.58526;-244.333;230.667;354.131;2.35587;
10;-123;120;-155;80;-73.8454;86.3063;-211.667;258.667;172.153;2.37389;-109.674;41.0665;124.482;2.70052;-274;199.667;355.77;2.47674;
11;-136;105;-167;61;-84.8553;76.6045;-244.333;230.667;172.234;2.48923;-115.13;25.6881;123.919;2.83192;-302;163;358.168;2.6059;
12;-147;93;-178;30;-94.6161;66.2045;-274;199.667;174.445;2.5823;-119.318;7.7608;123.812;2.98068;-320.333;125.333;357.155;2.72306;
13;-155;80;-178;7;-103.468;54.0648;-302;163;174.996;2.66964;-122.281;-13.8754;125.189;-3.12722;-336.667;81.3333;357.279;2.85454;
14;-167;61;-185;-27;-109.674;41.0665;-320.333;125.333;178.455;2.79537;-123.604;-36.8559;128.902;-2.94815;-349.333;30;358.803;3.00228;
15;-178;30;-185;-61;-115.13;25.6881;-336.667;81.3333;181.291;2.97782;-123.2;-60.3857;135.032;-2.77572;-359;-33;365.231;-3.10551;
16;-178;7;-184;-109;-119.318;7.7608;-349.333;30;178.986;3.10495;-121.207;-83.9281;143.401;-2.61678;-363.667;-99.6667;378.184;-2.92887;
17;-185;-27;-181;-139;-122.281;-13.8754;-359;-33;187.88;-2.99501;-117.351;-105.816;152.467;-2.47943;-362.667;-167.333;397.076;-2.76098;
18;-185;-61;-175;-173;-123.604;-36.8559;-363.667;-99.6667;195.758;-2.82233;-110.787;-125.114;160.315;-2.35903;-357.667;-236.333;423.232;-2.60459;
19;-184;-109;-163;-200;-123.2;-60.3857;-362.667;-167.333;214.832;-2.60707;-101.173;-140.428;165.24;-2.25209;-347;-301.333;451.5;-2.46838;
20;-181;-139;-153;-222;-121.207;-83.9281;-357.667;-236.333;229.171;-2.48747;-89.7548;-152.385;168.138;-2.15439;-328.333;-360;476.964;-2.34752;
21;-175;-173;-129;-237;-117.351;-105.816;-347;-301.333;247.004;-2.36313;-76.5249;-160.712;168.523;-2.06152;-301;-406;493.333;-2.24245;
22;-163;-200;-102;-247;-110.787;-125.114;-328.333;-360;258.9;-2.25613;-60.9919;-165.567;166.255;-1.96521;-269;-443;504.678;-2.14705;
23;-153;-222;-85;-250;-101.173;-140.428;-301;-406;270.472;-2.17594;-44.8969;-167.768;162.862;-1.86863;-231.333;-469.333;508.314;-2.05657;
24;-129;-237;-62;-252;-89.7548;-152.385;-269;-443;270.636;-2.07128;-28.1613;-167.83;158.82;-1.7676;-186.333;-485.333;503.676;-1.96259;
25;-102;-247;-28;-248;-76.5249;-160.712;-231.333;-469.333;267.972;-1.96478;-11.7934;-166.142;154.764;-1.66584;-139;-493.333;495.212;-1.86794;
26;-85;-250;-11;-246;-60.9919;-165.567;-186.333;-485.333;264.753;-1.90109;5.1138;-163.122;151.062;-1.5561;-89.6667;-494.667;484.383;-1.76959;
27;-62;-252;19;-241;-44.8969;-167.768;-139;-493.333;260.152;-1.81486;22.0397;-158.403;147.574;-1.4407;-42.3333;-490.333;472.986;-1.67315;
28;-28;-248;40;-234;-28.1613;-167.83;-89.6667;-494.667;250.114;-1.68646;40.7211;-148.547;141.616;-1.30041;7.66667;-482;462.18;-1.56718;
29;-11;-246;65;-225;-11.7934;-166.142;-42.3333;-490.333;246.728;-1.61891;61.0596;-134.281;135.341;-1.12656;58.3333;-468.333;451.554;-1.45462;
30;19;-241;90;-211;5.1138;-163.122;7.66667;-482;242.122;-1.49583;81.3721;-116.625;130.726;-0.926891;113.333;-439.333;433.025;-1.3203;
31;40;-234;137;-161;22.0397;-158.403;58.3333;-468.333;237.686;-1.40539;100.721;-96.7889;129.407;-0.71368;173;-399;414.326;-1.15592;
