time;row_1;row_2;row_3;row_4;
1;25.2;455.2;160.367;1.15981;
2;15.2;471.2;171.745;1.25053;
3;0.4;484.6;180.73;1.35177;
4;-20.2;492.4;185.156;1.4698;
5;-44.2;494.6;186.489;1.59939;
6;-68.4;487.4;181.629;1.73411;
7;-107.6;488.4;192.874;1.93516;
8;-152.8;478.4;204.823;2.16065;
9;-197.8;457.6;218.136;2.38706;
10;-238;426.8;231.78;2.60438;
11;-269.4;388.2;244.022;2.80752;
12;-289.6;345.8;253.537;2.99269;
13;-288.8;302.4;249.998;-3.11844;
14;-272.2;264;237.478;-2.95443;
15;-241.2;233.6;215.641;-2.78841;
16;-194.8;217;180.637;-2.61243;
17;-137;217;133.959;-2.39286;
18;-72.8;229.2;85.9671;-1.97654;
19;-9.6;252.8;62.6453;-1.08466;
20;50;284.4;91.9973;-0.261539;
21;101.4;315;140.434;0.0485296;
22;140.2;334;180.92;0.143163;
23;158.2;341;199.782;0.164989;
24;161.2;329;201.148;0.103654;
25;154.6;297.8;193.747;-0.0536392;
26;137;253.2;184.265;-0.303032;
27;114;199.6;187.51;-0.617626;
28;91.6;138.2;214.284;-0.916176;
29;88.8;136;214.354;-0.932788;
30;69.4;95;239.105;-1.10088;
31;37.4;17.6;300.43;-1.31412;
32;16;-65.4;377.595;-1.42497;
