time;open;close;diff;volume;
   1;   50.4334;   51.8786;    1.4866;1532608.5714;
   2;   49.7243;   50.1357;    0.3640;975605.7143;
   3;   49.4966;   49.3214;   -0.2815;670431.4286;
   4;   50.1709;   49.5317;   -0.4840;693780.0000;
   5;   50.2877;   50.2231;   -0.0536;715460.0000;
   6;   49.6763;   50.3306;    0.5135;541117.1429;
   7;   48.9691;   49.4637;    0.5080;374217.1429;
   8;   48.5806;   48.6569;    0.1133;317791.4286;
   9;   48.5494;   48.4126;   -0.1301;323534.2857;
  10;   48.7680;   48.6554;   -0.0694;360234.2857;
  11;   48.7506;   48.8537;    0.0309;489925.7143;
  12;   48.8263;   48.7866;   -0.0697;443500.0000;
  13;   49.1603;   48.9120;   -0.1540;386631.4286;
  14;   49.0929;   49.2131;    0.1503;394517.1429;
  15;   48.5286;   49.1374;    0.4836;470214.2857;
  16;   48.1071;   48.5174;    0.4183;373400.0000;
  17;   47.9389;   48.1174;    0.3099;327508.5714;
  18;   47.4231;   47.8977;    0.3353;344391.4286;
  19;   47.0377;   47.3649;    0.3828;306660.0000;
  20;   46.6066;   46.9966;    0.4308;233602.8571;
  21;   45.9497;   46.6169;    0.6548;257242.8571;
  22;   45.2737;   45.9609;    0.5730;255431.4286;
  23;   45.1069;   45.2291;    0.2632;281402.8571;
  24;   45.0669;   45.0437;   -0.1425;300180.0000;
  25;   45.3894;   45.0009;   -0.2398;252560.0000;
  26;   45.7077;   45.4863;   -0.3671;230528.5714;
  27;   46.3223;   45.8180;   -0.4280;350868.5714;
  28;   46.9723;   46.4526;   -0.5617;348097.1429;
  29;   47.4537;   47.0140;   -0.3525;372391.4286;
  30;   47.4451;   47.4983;    0.0050;340794.2857;
  31;   47.1751;   47.4340;    0.1698;412642.8571;
  32;   47.1366;   47.1751;    0.1421;283822.8571;
  33;   46.8549;   47.1477;    0.3581;508037.1429;
  34;   46.1274;   46.8420;    0.5740;520665.7143;
  35;   45.7017;   45.9374;    0.2118;485371.4286;
  36;   46.0491;   45.4774;   -0.5460;339542.8571;
  37;   46.7906;   45.9334;   -0.6402;507020.0000;
  38;   46.9037;   46.8334;   -0.3734;514965.7143;
  39;   47.0411;   46.8489;    0.0570;405591.4286;
  40;   46.6871;   47.0191;    0.1818;305311.4286;
  41;   46.5086;   46.6580;    0.1507;374200.0000;
  42;   47.0626;   46.7220;   -0.3455;448805.7143;
  43;   48.0894;   47.3363;   -0.7115;394385.7143;
  44;   48.9437;   48.2977;   -0.5903;484765.7143;
  45;   49.0906;   49.0277;   -0.1076;676131.4286;
  46;   48.8989;   49.2017;    0.2578;754488.5714;
  47;   48.7049;   48.9846;    0.2838;706962.8571;
  48;   48.4620;   48.6834;    0.2842;691571.4286;
  49;   48.0274;   48.4620;    0.4244;637668.5714;
  50;   47.5231;   48.0163;    0.3943;481505.7143;
  51;   47.4777;   47.5677;    0.1950;379314.2857;
  52;   47.4691;   47.5409;    0.0295;367940.0000;
  53;   47.4537;   47.5137;    0.0765;390088.5714;
  54;   47.2737;   47.4426;    0.1536;340628.5714;
  55;   46.9537;   47.2737;    0.4158;351168.5714;
  56;   46.3406;   46.9537;    0.4479;363645.7143;
  57;   46.3103;   46.3406;    0.0700;466662.8571;
  58;   46.8286;   46.3103;   -0.4718;448891.4286;
  59;   47.4143;   46.8286;   -0.5419;564260.0000;
  60;   47.6817;   47.4143;   -0.3405;412228.5714;
  61;   47.8517;   47.6817;   -0.1446;527268.5714;
  62;   47.8989;   47.8517;   -0.0303;643148.5714;
  63;   47.8477;   47.8989;   -0.0446;700731.4286;
  64;   47.9691;   47.8477;    0.0392;432780.0000;
  65;   47.6631;   47.9691;    0.2190;346245.7143;
  66;   47.3120;   47.6417;    0.2768;349214.2857;
  67;   47.4366;   47.3977;   -0.0226;465271.4286;
  68;   47.7291;   47.5580;   -0.0243;507462.8571;
  69;   47.4434;   47.8149;    0.2153;558885.7143;
  70;   47.1080;   47.4220;    0.3006;547334.2857;
  71;   46.9477;   47.1509;    0.3892;766242.8571;
  72;   46.0346;   46.7763;    0.5898;731140.0000;
  73;   45.3303;   45.7917;    0.4027;540671.4286;
  74;   45.4920;   45.1589;   -0.2933;255202.8571;
  75;   46.1874;   45.5349;   -0.4662;417991.4286;
