time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -130; -99;-130;-99;9;29;164.192;-2.48929;
2; -121; -70;-125.5;-84.5;38;60;140.54;-2.61473;
3; -83; -10;-111.333;-59.6667;32;48;84.1602;-3.01451;
4; -51; 38;-96.25;-35.25;26;52;63.5934;2.51417;
5; -25; 90;-82;-10.2;24;44;92.8964;1.84866;
6; -1; 134;-68.5;13.8333;12;35;133.342;1.58191;
7; 11; 169;-57.1429;36;7;20;168.662;1.50839;
8; 18; 189;-47.75;55.125;3;12;189.146;1.47804;
9; 21; 201;-40.1111;71.3333;0;7;201.381;1.46873;
10; 21; 208;-34;85;0;-1;208.346;1.47215;
11; 21; 207;-29;96.0909;0;0;207.351;1.47168;
12; 21; 207;-24.8333;105.333;0;-1;207.351;1.47168;
13; 21; 206;-21.3077;113.077;1;-18;206.356;1.4712;
14; 22; 188;-18.2143;118.429;-4;-37;188.565;1.45643;
15; 18; 151;-15.8;120.6;-2;-60;151.351;1.45479;
16; 16; 91;-13.8125;118.75;3;-72;91.6566;1.40067;
17; 19; 19;-11.8824;112.882;-2;-99;26.0585;0.780373;
18; 17; -80;-10.2778;102.167;3;-86;82.3406;-1.36881;
19; 20; -166;-8.68421;88.0526;-3;-31;167.806;-1.45422;
20; 17; -197;-7.4;73.8;2;-11;198.356;-1.48742;
21; 19; -208;-6.14286;60.381;5;-2;209.487;-1.48228;
22; 24; -210;-4.77273;48.0909;0;0;211.975;-1.45962;
23; 24; -210;-3.52174;36.8696;-2;-3;211.975;-1.45962;
24; 22; -213;-2.45833;26.4583;1;3;214.748;-1.47042;
25; 23; -210;-1.44;17;1;3;211.867;-1.46431;
26; 24; -207;-0.461538;8.38462;1;7;208.994;-1.45803;
27; 25; -200;0.481481;0.666667;4.59329e-072;1.59012e-023;202.159;-1.44921;
