time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -102; -70;-102;-70;4;18;124.75;-2.53726;
2; -98; -52;-100;-61;13;25;111.935;-2.64951;
3; -85; -27;-95;-49.6667;21;31;90.0785;-2.82686;
4; -64; 4;-87.25;-36.25;22;40;64.7289;3.09344;
5; -42; 44;-78.2;-20.2;27;65;60.6489;2.35081;
6; -15; 109;-67.6667;1.33333;19;48;109.243;1.71459;
7; 4; 157;-57.4286;23.5714;17;34;156.151;1.54937;
8; 21; 191;-47.625;44.5;7;17;191.201;1.46418;
9; 28; 208;-39.2222;62.6667;3;9;208.913;1.43952;
10; 31; 217;-32.2;78.1;0;2;218.236;1.43129;
11; 31; 219;-26.4545;90.9091;0;-2;220.216;1.43255;
12; 31; 217;-21.6667;101.417;0;-9;218.236;1.43129;
13; 31; 208;-17.6154;109.615;-2;-21;209.327;1.42531;
14; 29; 187;-14.2857;115.143;-3;-43;188.262;1.41965;
15; 26; 144;-11.6;117.067;-1;-75;145.342;1.39551;
16; 25; 69;-9.3125;114.063;-7;-125;72.3356;1.22752;
17; 18; -56;-7.70588;104.059;-1;-36;59.4706;-1.27482;
18; 17; -92;-6.33333;93.1667;-1;-85;94.312;-1.3966;
19; 16; -177;-5.15789;78.9474;2;-18;178.545;-1.48474;
20; 18; -195;-4;65.25;-4;-14;196.651;-1.48247;
21; 14; -209;-3.14286;52.1905;1;-5;210.309;-1.50729;
22; 15; -214;-2.31818;40.0909;0;-3;215.363;-1.50413;
23; 15; -217;-1.56522;28.913;0;0;218.356;-1.50505;
24; 15; -217;-0.875;18.6667;4;2;218.356;-1.50505;
25; 19; -215;-0.08;9.32;0;5;216.663;-1.48602;
26; 19; -210;0.653846;0.884615;0;0;211.681;-1.48402;
