time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -102; -74;-102;-74;11;18;127.009;-2.51526;
2; -91; -56;-96.5;-65;20;26;107.853;-2.59076;
3; -71; -30;-88;-53.3333;29;59;78.0821;-2.74099;
4; -42; 29;-76.5;-32.75;31;74;51.5317;2.5544;
5; -11; 103;-63.4;-5.6;23;79;103.238;1.68632;
6; 12; 182;-50.8333;25.6667;23;62;181.889;1.50973;
7; 35; 244;-38.5714;56.8571;3;4;245.926;1.43169;
8; 38; 248;-29;80.75;-1;-3;250.315;1.42203;
9; 37; 245;-21.6667;99;-3;-14;247.2;1.42424;
10; 34; 231;-16.1;112.2;-5;-47;232.914;1.4282;
11; 29; 184;-12;118.727;-3;-86;185.688;1.41888;
12; 26; 98;-8.83333;117;-5;-146;100.727;1.31896;
13; 21; -48;-6.53846;104.308;-10;-75;52.4539;-1.17755;
14; 11; -123;-5.28571;88.0714;4;-70;123.862;-1.48916;
15; 15; -193;-3.93333;69.3333;1;-17;193.963;-1.49804;
16; 16; -210;-2.6875;51.875;0;-1;210.991;-1.49917;
17; 16; -211;-1.58824;36.4118;0;2;211.988;-1.49951;
18; 16; -209;-0.611111;22.7778;-1;4;209.994;-1.49883;
19; 15; -205;0.210526;10.7895;-1;9;205.933;-1.50227;
20; 14; -196;0.9;0.45;5.68632e-310;8.4817e-308;196.886;-1.50421;
