time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -97; 16;-97;16;29;32;98.9346;2.98521;
2; -68; 48;-82.5;32;29;36;83.4929;2.53774;
3; -39; 84;-68;49.3333;24;33;92.3869;2.0153;
4; -15; 117;-54.75;66.25;16;44;117.467;1.70509;
5; 1; 161;-43.6;85.2;15;55;160.409;1.5691;
6; 16; 216;-33.6667;107;5;11;215.95;1.50001;
7; 21; 227;-25.8571;124.143;0;0;227.315;1.48149;
8; 21; 227;-20;137;0;-1;227.315;1.48149;
9; 21; 226;-15.4444;146.889;0;-5;226.319;1.4811;
10; 21; 221;-11.8;154.3;1;-25;221.339;1.47908;
11; 22; 196;-8.72727;158.091;-3;-94;196.564;1.46236;
12; 19; 102;-6.41667;153.417;-11;-104;103.042;1.39252;
13; 8; -2;-5.30769;141.462;-9;-107;7.72045;-0.342232;
14; -1; -109;-5;123.571;0;-76;109.605;-1.58656;
15; -1; -185;-4.73333;103;8;-27;185.599;-1.5801;
16; 7; -212;-4;83.3125;4;-12;212.683;-1.5413;
17; 11; -224;-3.11765;65.2353;2;-3;224.826;-1.52509;
18; 13; -227;-2.22222;49;1;0;227.922;-1.51692;
19; 14; -227;-1.36842;34.4737;0;1;227.978;-1.51254;
20; 14; -226;-0.6;21.45;0;6;226.979;-1.51229;
21; 14; -220;0.0952381;9.95238;0;24;220.99;-1.5107;
22; 14; -196;0.727273;0.590909;1.00004e-047;6.2301e-038;197.038;-1.50338;
