time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -121; 3;-121;3;10;21;121.976;3.12451;
2; -111; 24;-116;13.5;20;27;114.313;2.93826;
3; -91; 51;-107.667;26;25;30;104.712;2.64288;
4; -66; 81;-97.25;39.75;37;51;104.388;2.26717;
5; -29; 132;-83.6;58.2;23;41;134.463;1.79548;
6; -6; 173;-70.6667;77.3333;16;44;172.224;1.61121;
7; 10; 217;-59.1429;97.2857;7;22;216.272;1.52898;
8; 17; 239;-49.625;115;-2;3;238.623;1.50352;
9; 15; 242;-42.4444;129.111;-1;0;241.492;1.51262;
10; 14; 242;-36.8;140.4;-1;-15;241.436;1.51675;
11; 13; 227;-32.2727;148.273;2;-43;226.404;1.51758;
12; 15; 184;-28.3333;151.25;-1;-42;183.621;1.49425;
13; 14; 142;-25.0769;150.538;10;-95;141.685;1.47862;
14; 24; 47;-21.5714;143.143;1;-76;51.5227;1.10715;
15; 25; -29;-18.4667;131.667;2;-74;38.3798;-0.893851;
16; 27; -103;-15.625;117;8;-67;107.13;-1.32525;
17; 35; -170;-12.6471;100.118;-3;-50;174.274;-1.3742;
18; 32; -220;-10.1667;82.3333;1;-22;223.087;-1.4312;
19; 33; -242;-7.89474;65.2632;2;-5;245.021;-1.43965;
20; 35; -247;-5.75;49.65;0;-1;250.243;-1.43434;
21; 35; -248;-3.80952;35.4762;-2;1;251.234;-1.43488;
22; 33; -247;-2.13636;22.6364;0;-1;249.979;-1.44227;
23; 33; -248;-0.608696;10.8696;4;20;250.97;-1.44278;
24; 37; -228;0.958333;0.916667;88.3567;-3.0267;231.737;-1.41463;
