time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -97; -48;-97;-48;20;36;109.08;-2.684;
2; -77; -12;-87;-30;30;73;78.8057;-2.98628;
3; -47; 61;-73.6667;0.333333;16;56;77.3828;2.23756;
4; -31; 117;-63;29.5;13;43;121.076;1.83705;
5; -18; 160;-54;55.6;7;24;160.918;1.68825;
6; -11; 184;-46.8333;77;3;12;184.192;1.63521;
7; -8; 196;-41.2857;94;0;2;196.01;1.616;
8; -8; 198;-37.125;107;0;-11;198.008;1.61554;
9; -8; 187;-33.8889;115.889;3;-16;187.019;1.61817;
10; -5; 171;-31;121.4;4;-43;170.91;1.60507;
11; -1; 128;-28.2727;122;4;-57;127.823;1.58533;
12; 3; 71;-25.6667;117.75;6;-83;70.8419;1.54054;
13; 9; -12;-23;107.769;10;-85;14.6599;-0.981893;
14; 19; -97;-20;93.1429;8;-50;98.8694;-1.38625;
15; 27; -147;-16.8667;77.1333;10;-34;149.494;-1.39502;
16; 37; -181;-13.5;61;6;-15;184.76;-1.37391;
17; 43; -196;-10.1765;45.8824;6;-4;200.666;-1.35921;
18; 49; -200;-6.88889;32.2222;1;7;205.898;-1.33479;
19; 50; -193;-3.89474;20.3684;-2;0;199.343;-1.3217;
20; 48; -193;-1.3;9.7;-4;3;198.859;-1.33145;
21; 44; -190;0.857143;0.190476;-24.6667;83.619;195.022;-1.34773;
