time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -120; -71;-120;-71;10;24;140.124;-2.6063;
2; -110; -47;-115;-59;24;39;120.289;-2.73587;
3; -86; -8;-105.333;-42;42;84;86.938;-3.04394;
4; -44; 76;-90;-12.5;29;62;87.6711;2.10348;
5; -15; 138;-75;17.6;24;52;138.397;1.6832;
6; 9; 190;-61;46.3333;14;33;189.713;1.5261;
7; 23; 223;-49;71.5714;6;9;223.656;1.47013;
8; 29; 232;-39.25;91.625;-2;-1;233.268;1.44842;
9; 27; 231;-31.8889;107.111;-4;-14;232.039;1.45645;
10; 23; 217;-26.4;118.1;-1;-28;217.687;1.46736;
11; 22; 189;-22;124.545;1;-65;189.743;1.45737;
12; 23; 124;-18.25;124.5;0;-87;125.552;1.39081;
13; 23; 37;-15.0769;117.769;-1;-129;42.8855;1.01914;
14; 22; -92;-12.4286;102.786;-6;-63;94.9372;-1.34261;
15; 16; -155;-10.5333;85.6;4;-42;156.245;-1.47158;
16; 20; -197;-8.625;67.9375;3;-18;198.434;-1.47249;
17; 23; -215;-6.76471;51.2941;10;-2;216.645;-1.46686;
18; 33; -217;-4.55556;36.3889;-1;0;219.888;-1.42256;
19; 32; -217;-2.63158;23.0526;-1;2;219.742;-1.42706;
20; 31; -215;-0.95;11.15;-1;2;217.621;-1.43029;
21; 30; -213;0.52381;0.47619;-27;3;215.502;-1.43359;
