time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -135; -162;-135;-162;0;1;211.797;-2.26557;
2; -135; -161;-135;-161.5;0;2;211.03;-2.2686;
3; -135; -159;-135;-160.667;2;8;209.501;-2.27474;
4; -133; -151;-134.5;-158.25;20;36;202.142;-2.29281;
5; -113; -115;-130.2;-149.6;9;44;162.145;-2.347;
6; -104; -71;-125.833;-136.5;9;66;126.812;-2.54064;
7; -95; -5;-121.429;-117.714;13;56;95.7645;-3.08201;
8; -82; 51;-116.5;-96.625;15;48;96.7041;2.59461;
9; -67; 99;-111;-74.8889;11;33;119.295;2.17319;
10; -56; 132;-105.5;-54.2;9;27;142.975;1.97777;
11; -47; 159;-100.182;-34.8182;4;19;165.298;1.86286;
12; -43; 178;-95.4167;-17.0833;3;16;182.578;1.8119;
13; -40; 194;-91.1538;-0.846154;1;10;197.514;1.7778;
14; -39; 204;-87.4286;13.7857;-1;6;207.117;1.76315;
15; -40; 210;-84.2667;26.8667;0;4;213.198;1.76237;
16; -40; 214;-81.5;38.5625;-1;-5;217.126;1.75887;
17; -41; 209;-79.1176;48.5882;1;0;212.41;1.76789;
18; -40; 209;-76.9444;57.5;2;-1;212.216;1.76327;
19; -38; 208;-74.8947;65.4211;5;-6;210.859;1.75487;
20; -33; 202;-72.8;72.25;15;-18;204.081;1.73616;
21; -18; 184;-70.1905;77.5714;25;-32;184.238;1.6719;
22; 7; 152;-66.6818;80.9545;34;-73;151.433;1.52849;
23; 41; 79;-62;80.8696;18;-43;88.1082;1.09439;
24; 59; 36;-56.9583;79;15;-52;68.2429;0.543612;
25; 74; -16;-51.72;75.2;18;-47;75.2817;-0.223731;
26; 92; -63;-46.1923;69.8846;7;-45;111.414;-0.608659;
27; 99; -108;-40.8148;63.2963;4;-29;146.628;-0.835077;
28; 103; -137;-35.6786;56.1429;4;-18;171.607;-0.931359;
29; 107; -155;-30.7586;48.8621;4;-14;188.588;-0.971306;
30; 111; -169;-26.0333;41.6;3;-6;202.456;-0.994013;
31; 114; -175;-21.5161;34.6129;2;-1;209.123;-0.997634;
32; 116; -176;-17.2188;28.0313;-2;2;211.05;-0.992241;
33; 114; -174;-13.2424;21.9091;0;-1;208.283;-0.99503;
34; 114; -175;-9.5;16.1176;0;0;209.123;-0.997634;
35; 114; -175;-5.97143;10.6571;1;0;209.123;-0.997634;
36; 115; -175;-2.61111;5.5;1;3;209.666;-0.993627;
37; 116; -172;0.594595;0.702703;1.91905e-023;2.00243e-023;207.713;-0.981711;
