time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -115; -97;-115;-97;1;15;151.178;-2.44262;
2; -114; -82;-114.5;-89.5;12;34;141.178;-2.51947;
3; -102; -48;-110.333;-75.6667;29;45;113.504;-2.7023;
4; -73; -3;-101;-57.5;34;58;73.7999;-3.09723;
5; -39; 55;-88.6;-35;28;65;67.6264;2.1987;
6; -11; 120;-75.6667;-9.16667;36;75;120.3;1.66843;
7; 25; 195;-61.2857;20;12;27;196.234;1.44679;
8; 37; 222;-49;45.25;1;7;224.675;1.40864;
9; 38; 229;-39.3333;65.6667;0;0;231.744;1.40926;
10; 38; 229;-31.6;82;0;-1;231.744;1.40926;
11; 38; 228;-25.2727;95.2727;0;-12;230.757;1.40856;
12; 38; 216;-20;105.333;-10;-63;218.924;1.39971;
13; 28; 153;-16.3077;109;-6;-85;155.143;1.39409;
14; 22; 68;-13.5714;106.071;-5;-104;70.9895;1.26646;
15; 17; -36;-11.5333;96.6;0;-120;39.7557;-1.14909;
16; 17; -156;-9.75;80.8125;9;-43;157.118;-1.46704;
17; 26; -199;-7.64706;64.3529;1;-17;200.869;-1.44464;
18; 27; -216;-5.72222;48.7778;2;-5;217.863;-1.44991;
19; 29; -221;-3.89474;34.5789;1;0;223.072;-1.44371;
20; 30; -221;-2.2;21.8;-1;1;223.201;-1.43927;
21; 29; -220;-0.714286;10.2857;2;10;222.08;-1.44314;
22; 31; -210;0.727273;0.272727;-5.18182;101.045;212.441;-1.42781;
