time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -68; -9;-68;-9;4;13;68.8653;-2.99733;
2; -64; 4;-66;-2.5;9;19;64.2249;3.09331;
3; -55; 23;-62.3333;6;33;69;59.4132;2.76046;
4; -22; 92;-52.25;27.5;19;48;93.7541;1.80931;
5; -3; 140;-42.4;50;21;49;139.136;1.59344;
6; 18; 189;-32.3333;73.1667;16;45;188.945;1.47618;
7; 34; 234;-22.8571;96.1429;9;20;235.545;1.42659;
8; 43; 254;-14.625;115.875;0;0;256.702;1.40309;
9; 43; 254;-8.22222;131.222;-4;-20;256.702;1.40309;
10; 39; 234;-3.5;141.5;-10;-58;236.315;1.40565;
11; 29; 176;-0.545455;144.636;-7;-98;177.461;1.4075;
12; 22; 78;1.33333;139.083;-8;-125;80.1363;1.29464;
13; 14; -47;2.30769;124.769;-10;-132;49.8621;-1.28933;
14; 4; -179;2.42857;103.071;-10;-47;179.941;-1.5494;
15; -6; -226;1.86667;81.1333;0;-14;226.983;-1.59789;
16; -6; -240;1.375;61.0625;0;-4;240.978;-1.59632;
17; -6; -244;0.941176;43.1176;0;0;244.977;-1.5959;
18; -6; -244;0.555556;27.1667;3;4;244.977;-1.5959;
19; -3; -240;0.368421;13.1053;-1;9;240.921;-1.58387;
20; -4; -231;0.15;0.9;5.68632e-310;8.4817e-308;231.937;-1.58869;
