time;row;
     1;    3.2734;
     2;    1.4041;
     3;    0.8814;
     4;    0.6316;
     5;    0.4828;
     6;    0.3822;
     7;    0.3083;
     8;    0.2507;
     9;    0.2037;
    10;    0.1637;
    11;    0.1286;
    12;    0.0970;
    13;    0.0678;
    14;    0.0401;
    15;    0.0133;
    16;   -0.0133;
    17;   -0.0401;
    18;   -0.0678;
    19;   -0.0970;
    20;   -0.1286;
    21;   -0.1637;
    22;   -0.2037;
    23;   -0.2507;
    24;   -0.3083;
    25;   -0.3822;
    26;   -0.4828;
    27;   -0.6316;
    28;   -0.8814;
    29;   -1.4041;
    30;   -3.2734;
