time;row_1;row_2;row_3;row_4;
1;89.8;333.4;338.927;1.31846;
2;61.8;315;314.925;1.39003;
3;32.4;297;293.06;1.47778;
4;5.6;279.2;273.994;1.56927;
5;-19;258.8;254.744;1.66586;
6;-37.4;237;235.672;1.75247;
7;-88;184;201.618;2.05123;
8;-132.6;127.4;184.16;2.41608;
9;-167.6;73;185.605;2.76768;
10;-188.8;17.4;194.364;3.07882;
11;-195.2;-36.4;204.655;-2.93686;
12;-185.4;-86.4;211.454;-2.69353;
13;-157.8;-129.2;211.253;-2.45198;
14;-121.6;-164.8;212.074;-2.21157;
15;-77.4;-190.6;212.508;-1.96991;
16;-29.6;-207;215.038;-1.73325;
17;20.2;-213.2;218.922;-1.50214;
18;67.6;-205.4;219.662;-1.28266;
19;111.8;-189;221.549;-1.06872;
20;148.4;-163.2;221.071;-0.866048;
21;175.2;-131.4;218.101;-0.676857;
22;191;-98.2;212.654;-0.507812;
23;189.6;-68.2;198.492;-0.378816;
24;168.6;-44.6;170.841;-0.295834;
25;135.2;-26.6;133.853;-0.239917;
26;92.8;-15.2;89.9643;-0.22882;
27;48.2;-9.4;45.4314;-0.327319;
28;47.4;-0.6;42.6168;-0.136673;
29;41;12;36.4579;0.187435;
30;3.6;11.4;6.39206;1.82067;
31;-69.2;-4.8;75.0507;-3.00787;
