time;row_1;row_2;row_3;row_4;
1;-107;420;429.434;1.83585;
2;-129.8;389.2;406.795;1.90984;
3;-145.6;361.4;386.587;1.97234;
4;-155.4;330.4;362.5;2.03068;
5;-160.4;296;334.477;2.08976;
6;-160;264.6;307.39;2.13931;
7;-189.4;183.6;263.971;2.40136;
8;-209.4;101.6;235.377;2.72131;
9;-220.4;26.2;226.834;3.05049;
10;-216.2;-47;227.84;-2.9088;
11;-202;-114.8;239.877;-2.61595;
12;-175.2;-172.2;253.475;-2.36437;
13;-140.6;-221;269.581;-2.14353;
14;-99.8;-259.2;284.931;-1.94931;
15;-55.6;-284.2;296.133;-1.77859;
16;-7;-294.4;300.223;-1.61242;
17;44.8;-289.8;297.966;-1.4385;
18;97.8;-268.6;289.285;-1.24603;
19;150;-240.6;285.444;-1.03996;
20;193.6;-207.8;284.442;-0.848225;
21;231.4;-167.4;284.517;-0.653435;
22;258.4;-124.4;284.345;-0.474687;
23;272.4;-80;280.285;-0.310221;
24;271.8;-37;269.686;-0.158485;
25;252.8;3.8;247.313;-0.00712671;
26;218.6;36.6;215.355;0.144626;
27;172;61;175.493;0.321401;
28;118.8;78.8;134.915;0.573817;
29;118.2;88.2;139.756;0.632669;
30;107.4;104.2;141.825;0.7691;
31;61.2;117;124.585;1.10724;
32;-19.6;123.8;120.871;1.77993;
