time;row;
     1;  11.58568;
     2;  10.80234;
     3;  11.37209;
     4;  19.35798;
     5;  20.77214;
     6;  18.84830;
     7;  10.75713;
     8;  14.85553;
     9;  21.92833;
    10;  23.16763;
    11;  20.90965;
    12;  13.66901;
    13;  12.15279;
    14;  16.36884;
    15;  17.32006;
    16;  14.40789;
    17;  12.67752;
    18;  12.34458;
    19;  16.74935;
    20;  17.60222;
    21;  14.31741;
    22;  10.67993;
    23;  12.65549;
    24;  15.59034;
    25;  16.01649;
    26;  12.52614;
    27;  11.74788;
    28;  12.27294;
    29;  15.86723;
    30;  16.43179;
    31;  12.34793;
    32;   9.63734;
    33;  12.61681;
    34;  15.03854;
    35;  15.38078;
    36;   7.63887;
    37;  10.68346;
    38;  12.38007;
    39;  14.78600;
    40;  15.04392;
    41;   3.04147;
    42;  10.08062;
    43;  13.34436;
    44;  15.33172;
    45;  14.97097;
    46;  10.38382;
    47;  10.34546;
    48;  13.43919;
    49;  16.18816;
    50;  15.61362;
    51;  11.57151;
    52;  10.48914;
    53;  15.06442;
    54;  17.74052;
    55;  17.00934;
    56;  12.89001;
    57;  12.27901;
    58;  17.20328;
    59;  19.74877;
    60;  18.98931;
    61;  13.31021;
    62;  12.28813;
    63;  16.41976;
    64;  18.35470;
    65;  17.10470;
    66;  13.09129;
    67;  11.99926;
    68;  15.28910;
    69;  16.98914;
    70;  15.69172;
    71;  13.33245;
    72;  11.79857;
    73;  16.00033;
    74;  17.23783;
    75;  15.58249;
    76;  13.55920;
    77;   9.45936;
    78;  15.51053;
    79;  17.07347;
    80;  15.59794;
    81;  13.38880;
    82;  13.47467;
    83;  17.24767;
    84;  18.37273;
    85;  16.60116;
    86;  13.81986;
    87;  15.42983;
    88;  19.04756;
    89;  20.17943;
    90;  18.20193;
    91;  15.36423;
    92;  16.18411;
    93;  18.82483;
    94;  19.33134;
    95;  16.35753;
    96;  14.17943;
    97;  15.47602;
    98;  18.67728;
    99;  19.23349;
   100;  16.04306;
   101;  13.35576;
   102;  16.83266;
   103;  19.76925;
   104;  20.03575;
   105;  16.01298;
   106;  13.63198;
   107;  17.10206;
   108;  19.72259;
   109;  19.57050;
   110;  16.24106;
   111;  10.54248;
   112;  12.74588;
   113;  14.40548;
   114;  13.64594;
   115;  12.05017;
   116;   8.36710;
   117;  12.70762;
   118;  14.52563;
   119;  14.17181;
   120;  12.71310;
   121;  10.05747;
   122;   9.94809;
   123;  12.90972;
   124;  12.37323;
   125;  11.87908;
   126;  10.11897;
   127;  12.44138;
   128;  11.89160;
   129;  12.51268;
   130;  11.40328;
   131;  10.32998;
   132;  12.38854;
   133;  11.63733;
   134;  11.63734;
   135;  10.54868;
   136;   6.40336;
   137;  12.38771;
   138;  12.66849;
   139;  10.52378;
   140;  11.64216;
   141;  11.09528;
   142;  13.71345;
   143;  14.71078;
   144;  11.43353;
   145;  12.54634;
   146;  12.66007;
   147;  16.10696;
   148;  17.22180;
   149;  14.74965;
   150;  13.22578;
   151;  10.91530;
   152;  14.31134;
   153;  15.22371;
   154;  11.75385;
   155;  13.09275;
   156;  12.65165;
   157;  13.31520;
   158;  14.69343;
   159;   9.19531;
   160;  11.81270;
   161;  13.51335;
   162;  15.12046;
   163;  15.62419;
   164;  14.69638;
   165;  14.77458;
   166;  12.39458;
   167;  14.84998;
   168;  15.52425;
   169;  11.33592;
   170;  11.12369;
   171;  12.30840;
   172;  12.48469;
   173;  13.10021;
   174;  11.79281;
   175;  10.82483;
   176;  11.13296;
   177;  11.81561;
   178;  12.57578;
   179;   9.79342;
   180;   9.48964;
   181;  12.45365;
   182;  12.62039;
   183;  12.56737;
   184;  10.55076;
   185;  10.87974;
   186;  11.96074;
   187;  13.56778;
   188;  13.30048;
   189;   8.77612;
   190;   9.92006;
   191;   8.16091;
   192;   9.79375;
   193;   9.40991;
   194;   8.57873;
   195;   7.96230;
   196;  10.55560;
   197;  10.24201;
   198;   9.49853;
   199;   8.03171;
   200;   9.21842;
   201;  10.39433;
   202;   9.51190;
   203;   9.52647;
   204;   7.87654;
   205;   8.34052;
   206;  11.34306;
   207;  11.65354;
   208;  10.74674;
   209;  10.38368;
   210;  12.29112;
   211;  13.50273;
   212;  13.62399;
   213;  12.37472;
   214;  12.38783;
   215;  12.39453;
   216;  14.06607;
   217;  14.04867;
   218;  12.48705;
   219;  13.07249;
   220;  12.99821;
   221;  14.16891;
   222;  14.57482;
   223;  14.00447;
   224;  13.21999;
   225;  10.41154;
   226;  13.64208;
   227;  13.97508;
   228;  10.12049;
   229;  11.58722;
   230;  12.55288;
   231;  13.64028;
   232;  14.12660;
   233;  12.23587;
   234;  12.53837;
   235;  11.46229;
   236;  12.27678;
   237;  12.87316;
   238;  11.22623;
   239;   9.38158;
   240;   9.93895;
   241;  12.24860;
   242;  13.05954;
   243;  10.92261;
   244;  11.78817;
   245;   8.53068;
   246;  11.84764;
   247;  12.68180;
   248;  10.63201;
   249;   9.45262;
   250;  10.76441;
   251;  10.12306;
   252;  11.98590;
   253;  10.14832;
   254;  11.13835;
   255;  11.93796;
   256;  11.92382;
