time;row_1;row_2;row_3;row_4;
1;-54.9246;95.3798;102.033;2.06435;
2;-61.8528;78.5669;91.5951;2.21854;
3;-68.3709;66.5706;86.8567;2.36221;
4;-75.0239;51.4401;82.414;2.55066;
5;-83.4775;23.1716;78.8911;2.91599;
6;-86.1228;2.04104;79.6136;-3.09782;
7;-80.5529;-8.7813;75.3381;-2.95054;
8;-68.7502;-15.8443;65.7349;-2.8105;
9;-48.7938;-18.2737;48.4551;-2.62819;
10;-26.4175;-18.7836;31.3718;-2.25513;
11;-5.31042;-18.8719;24.4297;-1.51858;
12;22.6525;0.602277;29.6494;-0.166786;
13;47.5082;20.8667;56.2273;0.276366;
14;66.7726;33.9236;78.6633;0.369363;
15;75.9095;34.2755;87.3615;0.335354;
16;76.682;24.4463;85.3903;0.223447;
17;70.7981;5.97975;77.3849;0.00588318;
18;56.1619;-27.8273;71.0604;-0.488548;
19;42.5031;-57.4694;79.8619;-0.908831;
20;35.3708;-70.7714;87.0712;-1.06802;
21;26.9437;-84.6272;96.1848;-1.21473;
