TrialID,ObsNum,IsAlert,P1,P2,P3,P4,P5,P6,P7,P8,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
8,0,0,33.621,9.767,1104,54.348,0.11287,668,89.82,0,26.923,236.11,0,34,0.015245,393,13,5,0,100,0,119.13,0.28,240,5.9938,0,2399,0,28.9,0,4,16.061
8,1,0,33.995,16.933,1104,54.348,0.11287,668,89.82,0,26.923,236.11,0,34,0.015245,393,13,5,0,100,0,119.13,0.28,240,5.9938,0,2399,0,28.9,0,4,16.095
8,2,0,34.431,11.897,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.25,0.175,240,5.9938,0,2396,0,28.9,0,4,16.1
8,3,0,34.91,14.422,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.25,0.175,240,5.9938,0,2396,0,28.9,0,4,16.122
8,4,0,35.462,7.9367,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.33,0.385,240,5.9938,0,2402,0,28.4,0,4,16.171
8,5,0,36.028,10.487,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.33,0.385,240,5.9938,0,2402,0,28.4,0,4,16.224
8,6,0,36.635,12.149,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.55,0.385,1008,5.9938,0,2403,0,28.4,0,4,16.265
8,7,0,37.266,19.246,1104,54.348,0.11287,664,90.361,0,26.923,236.11,0,22,0.01493,388,13,3,0,100,0,119.55,0.385,1008,5.9938,0,2403,0,28.4,0,4,16.331
8,8,0,37.925,7.237,1000,60,0.11935,664,90.361,0,26.923,236.11,0,10,0.015119,388,13,3,0,100,0,119.53,0.385,496,5.9938,0,2400,0,28,0,4,16.373
8,9,0,38.527,14.991,1000,60,0.11935,664,90.361,0,26.923,236.11,0,10,0.015119,388,13,3,0,100,0,119.53,0.385,496,5.9938,0,2400,0,28,0,4,16.431
8,10,0,39.101,10.32,1000,60,0.11935,664,90.361,0,26.923,236.11,0,10,0.015119,388,13,3,0,100,0,119.74,0.07,1023,4.5062,0,2394,0,27.6,0,4,16.491
8,11,0,39.734,8.8387,1000,60,0.11935,664,90.361,0,26.923,236.11,0,10,0.015119,388,13,3,0,100,0,119.74,0.07,1023,4.5062,0,2394,0,27.6,0,4,16.543
8,12,0,40.329,12.122,1000,60,0.11935,664,90.361,0,26.923,236.11,0,-2,0.015182,390,13,5,0,100,0,119.81,0.07,511,3.0187,0,2392,0,26.7,0,4,16.602
8,13,0,40.882,10.878,1000,60,0.11935,664,90.361,0,26.923,236.11,0,-2,0.015182,390,13,5,0,100,0,119.81,0.07,511,3.0187,0,2392,0,26.7,0,4,16.669
8,14,0,41.343,18.214,1000,60,0.11935,668,89.82,0,26.923,236.11,0,-2,0.015182,390,13,5,0,100,0,119.85,0.07,496,3.0187,0,2408,0,23.2,0,4,16.698
8,15,0,41.752,10.063,1000,60,0.11935,668,89.82,0,26.923,236.11,0,-2,0.015182,390,13,5,0,100,0,119.85,0.07,496,3.0187,0,2408,0,23.2,0,4,16.717
8,16,0,42.057,16.305,1000,60,0.11935,668,89.82,0,28.679,236.23,0,-2,0.015182,390,13,5,0,100,0,119.94,0.175,240,3.0187,0,2368,0,20.6,0,4,16.765
8,17,0,42.302,7.6894,1000,60,0.11935,668,89.82,0,28.679,236.23,0,-2,0.015182,390,13,5,0,100,0,119.94,0.175,240,3.0187,0,2368,0,20.6,0,4,16.769
8,18,0,42.483,9.824,992,60.484,0.13622,668,89.82,0,28.679,236.23,0,-12,0.015245,392,13,5,0,100,0,119.92,0.07,255,3.0187,0,2360,0,20.2,0,4,16.797
8,19,0,42.59,12.776,992,60.484,0.13622,668,89.82,0,28.679,236.23,0,-12,0.015245,392,13,5,0,100,0,119.92,0.07,255,3.0187,0,2360,0,20.2,0,4,16.788
8,20,0,42.705,9.9297,992,60.484,0.13622,668,89.82,0,28.679,236.23,0,-12,0.015245,392,13,5,0,100,0,119.96,0,511,3.0187,0,2355,0,20.2,0,4,16.838
8,21,0,42.675,17.698,992,60.484,0.13622,668,89.82,0,28.679,236.23,0,-12,0.015245,392,13,5,0,100,0,119.77,0,511,3.0187,0,2367,0,20.2,0,4,16.834
8,22,0,42.57,11.61,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-12,0.015245,392,13,5,0,100,0,119.86,0,511,3.0187,0,2383,0,19.7,0,4,16.824
8,23,0,42.405,14.908,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-12,0.015245,392,13,5,0,100,0,119.8,0,496,3.0187,0,2390,0,19.7,0,4,16.817
8,24,0,42.231,7.8358,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-12,0.015245,392,13,5,0,100,0,119.84,0,496,3.0187,0,2391,0,19.3,0,4,16.806
8,25,0,41.984,10.217,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-12,0.015245,392,13,5,0,100,0,119.71,0.07,496,3.0187,0,2387,0,19.3,0,4,16.775
8,26,0,41.738,13,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-20,0.015497,393,13,5,0,100,0,119.75,0,511,3.0187,0,2385,0,19.3,0,4,16.789
8,27,0,41.449,13.032,992,60.484,0.13622,676,88.757,0,28.947,236.34,0,-20,0.015497,393,13,5,0,100,0,119.69,0.175,511,3.0187,0,2385,0,19.3,0,4,16.758
8,28,0,41.176,14.167,1140,52.632,0.10508,684,87.719,0,28.947,236.34,0,-20,0.015497,393,13,5,0,100,0,119.86,0.07,511,3.0187,0,2380,0,19.3,0,4,16.752
8,29,0,40.862,13.387,1140,52.632,0.10508,684,87.719,0,28.947,236.34,0,-20,0.015497,393,13,5,0,100,0,119.79,0,511,3.0187,0,2383,0,19.3,0,4,16.728
8,30,0,40.521,14.298,1140,52.632,0.10508,684,87.719,0,28.947,236.34,0,-24,0.015812,396,13,8,0,100,0,119.86,-0.07,511,3.0187,0,2392,0,19.3,0,4,16.707
8,31,0,40.222,8.4953,1140,52.632,0.10508,684,87.719,0,28.947,236.34,0,-24,0.015812,396,13,8,0,100,0,119.82,0.175,511,3.0187,0,2393,0,19.3,0,4,16.72
