TrialID,ObsNum,IsAlert,P1,P2,P3,P4,P5,P6,P7,P8,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
49,0,0,32.68,8.2441,816,73.529,0.080434,632,94.937,0,0,0,0,38,0.015623,383,8,5,0,100,0,105.87,0,752,3.0187,0,2072,0,21.3,0,4,9.9246
49,1,0,32.539,10.6,816,73.529,0.080434,632,94.937,0,0,0,0,38,0.015623,383,8,5,0,100,0,105.86,0.07,752,3.0187,0,2077,0,22.1,0,4,9.9266
49,2,0,32.405,10.245,816,73.529,0.080434,632,94.937,0,0,0,0,38,0.015623,383,8,5,0,100,0,105.61,0.28,752,3.0187,0,2077,0,24.5,0,4,9.913
49,3,0,32.249,23.081,816,73.529,0.080434,632,94.937,0,0,0,0,38,0.015623,383,8,5,0,100,0,106.02,0,767,3.0187,0,2077,0,24.5,0,4,9.9185
49,4,0,32.188,4.8768,816,73.529,0.080434,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.25,-0.07,752,3.0187,0,2096,0,24.5,0,4,9.9052
49,5,0,32.133,12.643,816,73.529,0.080434,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.25,-0.07,752,3.0187,0,2113,0,24.5,0,4,9.9092
49,6,0,32.033,13.016,816,73.529,0.080434,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.24,0,752,3.0187,0,2081,0,24.5,0,4,9.9022
49,7,0,31.897,8.2463,816,73.529,0.080434,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.15,0.07,752,3.0187,0,2077,0,24.1,0,4,9.8875
49,8,0,31.76,10.794,1500,40,0.071353,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.36,0,752,3.0187,0,2079,0,21.9,0,4,9.8836
49,9,0,31.654,10.191,1500,40,0.071353,648,92.593,0,30.665,173.63,0,36,0.016001,382,8,6,0,100,0,106.39,-0.175,752,3.0187,0,2088,0,17.8,0,4,9.8835
49,10,0,31.6,23.322,1500,40,0.071353,700,85.714,0,30.665,173.63,0,40,0.016379,384,9,0,0,100,0,106.11,0.07,752,3.0187,0,2077,0,16,0,4,9.8554
49,11,0,31.501,5.4995,1500,40,0.071353,700,85.714,0,30.665,173.63,0,40,0.016379,384,9,0,0,100,0,106.13,-0.07,752,3.0187,0,2069,0,16,0,4,9.8437
49,12,0,31.421,13.191,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016379,384,9,0,0,100,0,106.18,-0.28,752,3.0187,0,2064,0,15.2,0,4,9.849
49,13,0,31.365,13.93,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016379,384,9,0,0,100,0,106.34,-0.175,752,3.0187,0,2069,0,13.4,0,4,9.8416
49,14,0,31.275,7.5692,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016253,387,8,9,0,100,0,106.31,-0.07,752,3.0187,0,2084,0,13.4,0,4,9.8356
49,15,0,31.195,10.116,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016253,387,8,9,0,100,0,106.18,-0.07,752,3.0187,0,2092,0,13.4,0,4,9.8298
49,16,0,31.128,11.708,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016253,387,8,9,0,100,0,106.14,0,752,3.0187,0,2090,0,13.4,0,4,9.8304
49,17,0,31.045,9.9743,1500,40,0.071353,700,85.714,0,0,0,0,40,0.016253,387,8,9,0,100,0,105.9,0.07,752,3.0187,0,2081,0,13.4,0,4,9.8186
49,18,0,31.017,20.438,1500,40,0.071353,760,78.947,0,0,0,0,40,0.016253,387,8,9,0,100,0,105.81,0,767,3.0187,0,2074,0,10.8,0,4,9.82
49,19,0,30.997,8.0297,1500,40,0.071353,760,78.947,0,0,0,0,40,0.016253,387,8,9,0,100,0,105.83,-0.07,767,3.0187,0,2083,0,9.1,0,4,9.8085
49,20,0,31.005,17.274,1008,59.524,0.094705,760,78.947,0,0,0,0,50,0.016001,386,8,4,0,100,0,105.75,-0.07,752,3.0187,0,2066,0,8.6,0,4,9.8072
49,21,0,31.008,8.5136,1008,59.524,0.094705,760,78.947,0,0,0,0,50,0.016001,386,8,4,0,100,0,105.87,-0.07,752,3.0187,0,2058,0,8.6,0,4,9.8162
49,22,0,30.915,8.9449,1008,59.524,0.094705,760,78.947,0,0,0,0,50,0.016001,386,8,4,0,100,0,105.59,0,752,3.0187,0,2062,0,8.6,0,4,9.8035
49,23,0,30.85,10.49,1008,59.524,0.094705,760,78.947,0,0,0,0,50,0.016001,386,8,4,0,100,0,105.53,0.07,752,3.0187,0,2074,0,8.2,0,4,9.8115
49,24,0,30.853,11.351,1008,59.524,0.094705,760,78.947,0,0,0,0,44,0.015875,385,8,6,0,100,0,105.51,0,752,3.0187,0,2087,0,8.2,0,4,9.8045
49,25,0,30.881,11.779,1008,59.524,0.094705,760,78.947,0,0,0,0,44,0.015875,385,8,6,0,100,0,105.45,0,752,3.0187,0,2076,0,8.2,0,4,9.7957
49,26,0,30.91,17.699,1008,59.524,0.094705,780,76.923,0,29.513,169.74,0,44,0.015875,385,8,6,0,100,0,105.42,0.07,752,3.0187,0,2073,0,8.2,0,4,9.7945
49,27,0,30.953,9.2339,1008,59.524,0.094705,780,76.923,0,29.513,169.74,0,44,0.015875,385,8,6,0,100,0,105.38,0.28,752,3.0187,0,2081,0,8.2,0,4,9.7992
49,28,0,30.982,17.055,1008,59.524,0.094705,780,76.923,0,29.513,169.74,0,44,0.015875,385,8,6,0,100,0,105.24,0.07,752,3.0187,0,2090,0,8.2,0,4,9.7963
49,29,0,31.006,7.002,1008,59.524,0.094705,780,76.923,0,29.513,169.74,0,44,0.015875,385,8,6,0,100,0,105.18,0.175,752,3.0187,0,2082,0,8.2,0,4,9.7779
49,30,0,31.004,9.6437,516,116.28,0.077839,780,76.923,0,29.513,169.74,0,46,0.015623,384,8,8,0,100,0,105.11,-0.07,752,3.0187,0,2078,0,8.2,0,4,9.7905
49,31,0,31.004,10.443,516,116.28,0.077839,780,76.923,0,29.513,169.74,0,46,0.015623,384,8,8,0,100,0,105.06,0,752,3.0187,0,2079,0,12.1,0,4,9.7852
49,32,0,31.002,11.283,516,116.28,0.077839,780,76.923,0,29.513,169.74,0,46,0.015623,384,8,8,0,100,0,104.94,0,752,3.0187,0,2079,0,16.5,0,4,9.7936
49,33,0,30.983,18.411,516,116.28,0.077839,780,76.923,0,29.513,169.74,0,46,0.015623,384,8,8,0,100,0,104.71,0.175,752,3.0187,0,2119,0,16.9,0,4,9.7995
49,34,0,30.954,11.043,516,116.28,0.077839,788,76.142,0,30.24,172.52,0,42,0.015686,383,9,2,0,100,0,104.91,0,752,3.0187,0,2151,0,16.9,0,4,9.7846
49,35,0,31.004,10.543,516,116.28,0.077839,788,76.142,0,30.24,172.52,0,42,0.015686,383,9,2,0,100,0,105.03,0.07,752,3.0187,0,2095,0,16.9,0,4,9.7976
49,36,0,31.064,16.611,516,116.28,0.077839,788,76.142,0,30.24,172.52,0,42,0.015686,383,9,2,0,100,0,104.8,0,752,3.0187,0,2080,0,16.5,0,4,9.8017
49,37,0,30.979,6.8983,516,116.28,0.077839,788,76.142,0,30.24,172.52,0,42,0.015686,383,9,2,0,100,0,104.8,0,752,3.0187,0,2080,0,16.5,0,4,9.7845
