time;row_1;row_2;row_3;
   1;   -0.1755;    0.1101;    0.7080;
   2;   -0.2378;    0.1422;    0.9189;
   3;   -0.2892;    0.1656;    1.0685;
   4;   -0.3260;    0.1802;    1.1559;
   5;   -0.3522;    0.1891;    1.2033;
   6;   -0.3751;    0.1951;    1.2268;
   7;   -0.4000;    0.1987;    1.2280;
   8;   -0.4294;    0.1989;    1.2054;
   9;   -0.4631;    0.1939;    1.1648;
  10;   -0.5005;    0.1827;    1.1132;
  11;   -0.5413;    0.1646;    1.0537;
  12;   -0.5855;    0.1385;    0.9887;
  13;   -0.6334;    0.1031;    0.9226;
  14;   -0.6852;    0.0568;    0.8567;
  15;   -0.7407;   -0.0023;    0.7866;
  16;   -0.7998;   -0.0763;    0.7091;
  17;   -0.8618;   -0.1673;    0.6243;
  18;   -0.9254;   -0.2758;    0.5312;
  19;   -0.9880;   -0.4001;    0.4295;
  20;   -1.0455;   -0.5371;    0.3301;
  21;   -1.0930;   -0.6828;    0.2519;
  22;   -1.1251;   -0.8326;    0.2046;
  23;   -1.1371;   -0.9809;    0.1806;
  24;   -1.1251;   -1.1208;    0.1646;
  25;   -1.0868;   -1.2443;    0.1470;
  26;   -1.0212;   -1.3426;    0.1262;
  27;   -0.9268;   -1.4063;    0.1056;
  28;   -0.8016;   -1.4271;    0.0888;
  29;   -0.6441;   -1.3990;    0.0761;
  30;   -0.4557;   -1.3202;    0.0650;
  31;   -0.2431;   -1.1935;    0.0552;
  32;   -0.0165;   -1.0244;    0.0482;
  33;    0.2144;   -0.8187;    0.0412;
  34;    0.4426;   -0.5817;    0.0265;
  35;    0.6632;   -0.3188;    0.0014;
  36;    0.8708;   -0.0373;   -0.0245;
  37;    1.0587;    0.2544;   -0.0342;
  38;    1.2210;    0.5473;   -0.0188;
  39;    1.3559;    0.8346;    0.0144;
  40;    1.4655;    1.1116;    0.0488;
  41;    1.5538;    1.3750;    0.0700;
  42;    1.6241;    1.6229;    0.0735;
  43;    1.6794;    1.8541;    0.0653;
  44;    1.7231;    2.0696;    0.0575;
  45;    1.7590;    2.2723;    0.0604;
  46;    1.7900;    2.4668;    0.0797;
  47;    1.8171;    2.6567;    0.1152;
  48;    1.8399;    2.8415;    0.1561;
  49;    1.8572;    3.0146;    0.1806;
  50;    1.8665;    3.1635;    0.1718;
  51;    1.8631;    3.2715;    0.1357;
  52;    1.8393;    3.3207;    0.0951;
  53;    1.7861;    3.2951;    0.0663;
  54;    1.6961;    3.1840;    0.0482;
  55;    1.5658;    2.9850;    0.0335;
  56;    1.3958;    2.7050;    0.0198;
  57;    1.1893;    2.3599;    0.0093;
  58;    0.9511;    1.9699;    0.0035;
  59;    0.6869;    1.5549;    0.0010;
  60;    0.4037;    1.1297;    0.0002;
  61;    0.1103;    0.7044;    0.0000;
  62;   -0.1826;    0.2859;    0.0000;
  63;   -0.4643;   -0.1203;    0.0000;
  64;   -0.7258;   -0.5096;    0.0000;
  65;   -0.9613;   -0.8789;    0.0000;
  66;   -1.1675;   -1.2282;    0.0000;
  67;   -1.3431;   -1.5588;    0.0000;
  68;   -1.4868;   -1.8705;    0.0000;
  69;   -1.5980;   -2.1591;    0.0000;
  70;   -1.6768;   -2.4173;    0.0000;
  71;   -1.7247;   -2.6378;    0.0000;
  72;   -1.7454;   -2.8171;    0.0000;
  73;   -1.7434;   -2.9559;    0.0000;
  74;   -1.7236;   -3.0566;    0.0000;
  75;   -1.6899;   -3.1209;    0.0000;
  76;   -1.6447;   -3.1485;    0.0000;
  77;   -1.5871;   -3.1378;    0.0000;
  78;   -1.5128;   -3.0865;    0.0000;
  79;   -1.4147;   -2.9921;    0.0000;
  80;   -1.2856;   -2.8528;    0.0000;
  81;   -1.1210;   -2.6680;    0.0000;
  82;   -0.9213;   -2.4396;   -0.0000;
  83;   -0.6923;   -2.1724;   -0.0000;
  84;   -0.4435;   -1.8736;   -0.0000;
  85;   -0.1864;   -1.5521;   -0.0000;
  86;    0.0678;   -1.2175;   -0.0000;
  87;    0.3094;   -0.8797;   -0.0000;
  88;    0.5312;   -0.5482;   -0.0000;
  89;    0.7284;   -0.2306;   -0.0000;
  90;    0.8995;    0.0679;   -0.0002;
  91;    1.0461;    0.3448;   -0.0014;
  92;    1.1715;    0.5988;   -0.0070;
  93;    1.2778;    0.8287;   -0.0288;
  94;    1.3641;    1.0318;   -0.0966;
  95;    1.4261;    1.2027;   -0.2637;
  96;    1.4586;    1.3343;   -0.5910;
  97;    1.4594;    1.4200;   -1.0945;
  98;    1.4315;    1.4570;   -1.6884;
  99;    1.3840;    1.4499;   -2.1933;
 100;    1.3298;    1.4121;   -2.4424;
 101;    1.2815;    1.3627;   -2.4035;
 102;    1.2466;    1.3185;   -2.1908;
 103;    1.2260;    1.2884;   -1.9597;
 104;    1.2162;    1.2724;   -1.8009;
 105;    1.2123;    1.2656;   -1.7219;
 106;    1.2111;    1.2633;   -1.6924;
 107;    1.2108;    1.2627;   -1.6839;
 108;    1.2108;    1.2626;   -1.6820;
 109;    1.2108;    1.2626;   -1.6817;
 110;    1.2108;    1.2626;   -1.6816;
 111;    1.2108;    1.2626;   -1.6816;
 112;    1.2108;    1.2626;   -1.6816;
 113;    1.2106;    1.2624;   -1.6814;
 114;    1.2099;    1.2617;   -1.6804;
 115;    1.2066;    1.2582;   -1.6757;
 116;    1.1942;    1.2453;   -1.6586;
 117;    1.1585;    1.2080;   -1.6090;
 118;    1.0771;    1.1231;   -1.4959;
 119;    0.9306;    0.9704;   -1.2925;
 120;    0.7224;    0.7533;   -1.0034;
