time;row_1;row_2;row_3;
   1;    0.0630;    0.3166;    0.6570;
   2;    0.0622;    0.3907;    0.8445;
   3;    0.0405;    0.4246;    0.9636;
   4;   -0.0038;    0.4170;    1.0019;
   5;   -0.0691;    0.3780;    0.9786;
   6;   -0.1527;    0.3196;    0.9250;
   7;   -0.2520;    0.2506;    0.8643;
   8;   -0.3636;    0.1768;    0.8071;
   9;   -0.4835;    0.1014;    0.7619;
  10;   -0.6078;    0.0260;    0.7368;
  11;   -0.7328;   -0.0495;    0.7287;
  12;   -0.8548;   -0.1255;    0.7200;
  13;   -0.9699;   -0.2020;    0.6946;
  14;   -1.0740;   -0.2791;    0.6499;
  15;   -1.1634;   -0.3575;    0.5934;
  16;   -1.2349;   -0.4389;    0.5352;
  17;   -1.2865;   -0.5245;    0.4859;
  18;   -1.3172;   -0.6145;    0.4533;
  19;   -1.3272;   -0.7073;    0.4353;
  20;   -1.3174;   -0.8011;    0.4214;
  21;   -1.2894;   -0.8939;    0.4030;
  22;   -1.2450;   -0.9828;    0.3795;
  23;   -1.1849;   -1.0641;    0.3539;
  24;   -1.1092;   -1.1330;    0.3245;
  25;   -1.0176;   -1.1843;    0.2863;
  26;   -0.9095;   -1.2131;    0.2390;
  27;   -0.7844;   -1.2158;    0.1887;
  28;   -0.6430;   -1.1915;    0.1425;
  29;   -0.4877;   -1.1426;    0.1046;
  30;   -0.3226;   -1.0740;    0.0765;
  31;   -0.1536;   -0.9910;    0.0565;
  32;    0.0130;   -0.8974;    0.0407;
  33;    0.1704;   -0.7958;    0.0274;
  34;    0.3126;   -0.6885;    0.0186;
  35;    0.4360;   -0.5771;    0.0158;
  36;    0.5399;   -0.4615;    0.0173;
  37;    0.6263;   -0.3384;    0.0207;
  38;    0.6987;   -0.2019;    0.0235;
  39;    0.7620;   -0.0457;    0.0230;
  40;    0.8216;    0.1342;    0.0186;
  41;    0.8827;    0.3382;    0.0162;
  42;    0.9493;    0.5632;    0.0271;
  43;    1.0229;    0.8039;    0.0617;
  44;    1.1028;    1.0541;    0.1214;
  45;    1.1866;    1.3077;    0.1920;
  46;    1.2716;    1.5595;    0.2483;
  47;    1.3572;    1.8061;    0.2670;
  48;    1.4453;    2.0462;    0.2429;
  49;    1.5393;    2.2821;    0.1964;
  50;    1.6431;    2.5192;    0.1618;
  51;    1.7603;    2.7638;    0.1612;
  52;    1.8933;    3.0195;    0.1861;
  53;    2.0426;    3.2845;    0.2045;
  54;    2.2056;    3.5503;    0.1857;
  55;    2.3757;    3.8032;    0.1197;
  56;    2.5409;    4.0258;    0.0210;
  57;    2.6847;    4.1982;   -0.0802;
  58;    2.7870;    4.2984;   -0.1538;
  59;    2.8272;    4.3051;   -0.1840;
  60;    2.7878;    4.2020;   -0.1721;
  61;    2.6572;    3.9830;   -0.1304;
  62;    2.4319;    3.6545;   -0.0754;
  63;    2.1168;    3.2333;   -0.0235;
  64;    1.7235;    2.7410;    0.0112;
  65;    1.2681;    2.1996;    0.0235;
  66;    0.7697;    1.6280;    0.0206;
  67;    0.2495;    1.0411;    0.0174;
  68;   -0.2699;    0.4513;    0.0275;
  69;   -0.7670;   -0.1308;    0.0587;
  70;   -1.2236;   -0.6948;    0.1116;
  71;   -1.6264;   -1.2309;    0.1769;
  72;   -1.9660;   -1.7302;    0.2364;
  73;   -2.2351;   -2.1846;    0.2719;
  74;   -2.4287;   -2.5860;    0.2786;
  75;   -2.5451;   -2.9267;    0.2690;
  76;   -2.5890;   -3.2002;    0.2613;
  77;   -2.5704;   -3.4047;    0.2633;
  78;   -2.5022;   -3.5438;    0.2672;
  79;   -2.3976;   -3.6250;    0.2565;
  80;   -2.2677;   -3.6575;    0.2195;
  81;   -2.1212;   -3.6487;    0.1605;
  82;   -1.9640;   -3.6035;    0.0963;
  83;   -1.7989;   -3.5244;    0.0424;
  84;   -1.6256;   -3.4131;    0.0008;
  85;   -1.4409;   -3.2718;   -0.0382;
  86;   -1.2398;   -3.1029;   -0.0849;
  87;   -1.0165;   -2.9087;   -0.1395;
  88;   -0.7672;   -2.6909;   -0.1908;
  89;   -0.4908;   -2.4506;   -0.2246;
  90;   -0.1901;   -2.1879;   -0.2335;
  91;    0.1293;   -1.9012;   -0.2195;
  92;    0.4599;   -1.5872;   -0.1879;
  93;    0.7929;   -1.2421;   -0.1435;
  94;    1.1181;   -0.8647;   -0.0921;
  95;    1.4249;   -0.4596;   -0.0434;
  96;    1.7033;   -0.0368;   -0.0095;
  97;    1.9446;    0.3899;   -0.0068;
  98;    2.1423;    0.8061;   -0.0620;
  99;    2.2912;    1.1972;   -0.2091;
 100;    2.3876;    1.5490;   -0.4732;
 101;    2.4295;    1.8483;   -0.8560;
 102;    2.4176;    2.0837;   -1.3337;
 103;    2.3574;    2.2456;   -1.8509;
 104;    2.2619;    2.3292;   -2.3134;
 105;    2.1516;    2.3379;   -2.6138;
 106;    2.0497;    2.2887;   -2.6954;
 107;    1.9730;    2.2107;   -2.5971;
 108;    1.9260;    2.1345;   -2.4237;
 109;    1.9027;    2.0794;   -2.2704;
 110;    1.8934;    2.0485;   -2.1762;
 111;    1.8904;    2.0349;   -2.1329;
 112;    1.8897;    2.0303;   -2.1177;
 113;    1.8895;    2.0290;   -2.1135;
 114;    1.8895;    2.0287;   -2.1126;
 115;    1.8895;    2.0287;   -2.1124;
 116;    1.8895;    2.0287;   -2.1124;
 117;    1.8895;    2.0287;   -2.1124;
 118;    1.8895;    2.0286;   -2.1124;
 119;    1.8893;    2.0284;   -2.1121;
 120;    1.8882;    2.0272;   -2.1109;
 121;    1.8829;    2.0216;   -2.1050;
 122;    1.8636;    2.0009;   -2.0834;
 123;    1.8079;    1.9410;   -2.0211;
 124;    1.6808;    1.8046;   -1.8791;
 125;    1.4523;    1.5593;   -1.6236;
 126;    1.1274;    1.2104;   -1.2604;
