time;row_1;row_2;row_3;
   1;    0.1469;    0.0389;    0.0678;
   2;    0.1807;    0.0633;    0.1338;
   3;    0.1965;    0.0926;    0.2434;
   4;    0.1980;    0.1250;    0.4000;
   5;    0.1953;    0.1588;    0.5837;
   6;    0.1964;    0.1918;    0.7548;
   7;    0.2003;    0.2216;    0.8751;
   8;    0.1973;    0.2455;    0.9283;
   9;    0.1762;    0.2616;    0.9201;
  10;    0.1304;    0.2690;    0.8679;
  11;    0.0595;    0.2683;    0.7945;
  12;   -0.0331;    0.2613;    0.7255;
  13;   -0.1425;    0.2498;    0.6799;
  14;   -0.2635;    0.2355;    0.6602;
  15;   -0.3913;    0.2191;    0.6545;
  16;   -0.5220;    0.2000;    0.6480;
  17;   -0.6521;    0.1764;    0.6306;
  18;   -0.7788;    0.1455;    0.5954;
  19;   -0.8987;    0.1043;    0.5380;
  20;   -1.0083;    0.0490;    0.4598;
  21;   -1.1044;   -0.0242;    0.3723;
  22;   -1.1853;   -0.1182;    0.2934;
  23;   -1.2516;   -0.2337;    0.2396;
  24;   -1.3054;   -0.3686;    0.2170;
  25;   -1.3485;   -0.5188;    0.2176;
  26;   -1.3813;   -0.6797;    0.2216;
  27;   -1.4022;   -0.8451;    0.2099;
  28;   -1.4089;   -1.0073;    0.1768;
  29;   -1.3991;   -1.1574;    0.1306;
  30;   -1.3717;   -1.2870;    0.0831;
  31;   -1.3259;   -1.3886;    0.0416;
  32;   -1.2613;   -1.4569;    0.0109;
  33;   -1.1775;   -1.4888;   -0.0045;
  34;   -1.0745;   -1.4837;   -0.0040;
  35;   -0.9533;   -1.4437;    0.0047;
  36;   -0.8163;   -1.3719;    0.0097;
  37;   -0.6665;   -1.2722;    0.0059;
  38;   -0.5067;   -1.1488;    0.0015;
  39;   -0.3391;   -1.0069;    0.0091;
  40;   -0.1640;   -0.8508;    0.0289;
  41;    0.0195;   -0.6835;    0.0465;
  42;    0.2130;   -0.5047;    0.0488;
  43;    0.4188;   -0.3119;    0.0381;
  44;    0.6396;   -0.1024;    0.0289;
  45;    0.8781;    0.1253;    0.0354;
  46;    1.1361;    0.3701;    0.0612;
  47;    1.4127;    0.6289;    0.1002;
  48;    1.7024;    0.8971;    0.1411;
  49;    1.9951;    1.1680;    0.1741;
  50;    2.2776;    1.4335;    0.1934;
  51;    2.5365;    1.6852;    0.1978;
  52;    2.7601;    1.9163;    0.1895;
  53;    2.9397;    2.1231;    0.1740;
  54;    3.0700;    2.3058;    0.1612;
  55;    3.1497;    2.4679;    0.1644;
  56;    3.1810;    2.6142;    0.1919;
  57;    3.1695;    2.7487;    0.2360;
  58;    3.1224;    2.8726;    0.2714;
  59;    3.0457;    2.9834;    0.2701;
  60;    2.9420;    3.0755;    0.2220;
  61;    2.8097;    3.1393;    0.1442;
  62;    2.6436;    3.1619;    0.0712;
  63;    2.4380;    3.1283;    0.0334;
  64;    2.1887;    3.0251;    0.0401;
  65;    1.8954;    2.8439;    0.0817;
  66;    1.5614;    2.5834;    0.1429;
  67;    1.1925;    2.2495;    0.2076;
  68;    0.7953;    1.8523;    0.2563;
  69;    0.3775;    1.4047;    0.2711;
  70;   -0.0505;    0.9216;    0.2472;
  71;   -0.4747;    0.4199;    0.1978;
  72;   -0.8791;   -0.0817;    0.1494;
  73;   -1.2500;   -0.5647;    0.1316;
  74;   -1.5779;   -1.0143;    0.1594;
  75;   -1.8563;   -1.4214;    0.2169;
  76;   -2.0803;   -1.7824;    0.2642;
  77;   -2.2462;   -2.0977;    0.2675;
  78;   -2.3533;   -2.3696;    0.2227;
  79;   -2.4061;   -2.6012;    0.1530;
  80;   -2.4130;   -2.7958;    0.0869;
  81;   -2.3842;   -2.9569;    0.0407;
  82;   -2.3285;   -3.0869;    0.0156;
  83;   -2.2520;   -3.1853;    0.0049;
  84;   -2.1570;   -3.2480;    0.0012;
  85;   -2.0416;   -3.2671;    0.0002;
  86;   -1.8991;   -3.2328;    0.0000;
  87;   -1.7198;   -3.1368;    0.0000;
  88;   -1.4935;   -2.9750;    0.0000;
  89;   -1.2138;   -2.7496;    0.0000;
  90;   -0.8809;   -2.4682;    0.0000;
  91;   -0.5025;   -2.1414;   -0.0000;
  92;   -0.0914;   -1.7799;   -0.0000;
  93;    0.3373;   -1.3936;   -0.0000;
  94;    0.7674;   -0.9921;   -0.0000;
  95;    1.1831;   -0.5855;   -0.0000;
  96;    1.5689;   -0.1843;   -0.0001;
  97;    1.9108;    0.2011;   -0.0009;
  98;    2.1973;    0.5610;   -0.0047;
  99;    2.4191;    0.8852;   -0.0192;
 100;    2.5686;    1.1622;   -0.0639;
 101;    2.6391;    1.3806;   -0.1756;
 102;    2.6258;    1.5306;   -0.4045;
 103;    2.5287;    1.6078;   -0.7925;
 104;    2.3569;    1.6150;   -1.3396;
 105;    2.1333;    1.5643;   -1.9765;
 106;    1.8962;    1.4778;   -2.5695;
 107;    1.6911;    1.3834;   -2.9733;
 108;    1.5530;    1.3058;   -3.1111;
 109;    1.4889;    1.2570;   -3.0225;
 110;    1.4783;    1.2344;   -2.8288;
 111;    1.4907;    1.2277;   -2.6473;
 112;    1.5048;    1.2273;   -2.5315;
 113;    1.5131;    1.2281;   -2.4767;
 114;    1.5164;    1.2286;   -2.4568;
 115;    1.5175;    1.2288;   -2.4512;
 116;    1.5177;    1.2289;   -2.4500;
 117;    1.5177;    1.2289;   -2.4498;
 118;    1.5177;    1.2289;   -2.4497;
 119;    1.5177;    1.2289;   -2.4497;
 120;    1.5177;    1.2289;   -2.4497;
 121;    1.5176;    1.2287;   -2.4495;
 122;    1.5167;    1.2280;   -2.4480;
 123;    1.5124;    1.2246;   -2.4412;
 124;    1.4969;    1.2120;   -2.4162;
 125;    1.4522;    1.1758;   -2.3439;
 126;    1.3501;    1.0932;   -2.1792;
 127;    1.1666;    0.9445;   -1.8829;
 128;    0.9056;    0.7332;   -1.4617;
