time;row_1;row_2;row_3;
   1;   -0.0300;    0.1237;    0.6602;
   2;   -0.0556;    0.1560;    0.8346;
   3;   -0.0906;    0.1752;    0.9360;
   4;   -0.1340;    0.1809;    0.9669;
   5;   -0.1845;    0.1771;    0.9561;
   6;   -0.2411;    0.1681;    0.9300;
   7;   -0.3019;    0.1563;    0.8994;
   8;   -0.3640;    0.1420;    0.8676;
   9;   -0.4245;    0.1244;    0.8378;
  10;   -0.4814;    0.1027;    0.8078;
  11;   -0.5344;    0.0765;    0.7664;
  12;   -0.5844;    0.0447;    0.7041;
  13;   -0.6327;    0.0049;    0.6255;
  14;   -0.6815;   -0.0459;    0.5466;
  15;   -0.7336;   -0.1098;    0.4796;
  16;   -0.7924;   -0.1876;    0.4241;
  17;   -0.8600;   -0.2794;    0.3720;
  18;   -0.9364;   -0.3858;    0.3173;
  19;   -1.0186;   -0.5066;    0.2617;
  20;   -1.1015;   -0.6401;    0.2140;
  21;   -1.1791;   -0.7829;    0.1826;
  22;   -1.2445;   -0.9307;    0.1657;
  23;   -1.2901;   -1.0774;    0.1516;
  24;   -1.3070;   -1.2144;    0.1312;
  25;   -1.2863;   -1.3309;    0.1068;
  26;   -1.2209;   -1.4161;    0.0869;
  27;   -1.1085;   -1.4612;    0.0757;
  28;   -0.9523;   -1.4615;    0.0695;
  29;   -0.7600;   -1.4161;    0.0601;
  30;   -0.5420;   -1.3274;    0.0421;
  31;   -0.3088;   -1.2003;    0.0192;
  32;   -0.0699;   -1.0417;    0.0042;
  33;    0.1674;   -0.8586;    0.0112;
  34;    0.3985;   -0.6566;    0.0448;
  35;    0.6210;   -0.4390;    0.0980;
  36;    0.8340;   -0.2070;    0.1556;
  37;    1.0367;    0.0388;    0.2028;
  38;    1.2278;    0.2964;    0.2298;
  39;    1.4052;    0.5621;    0.2340;
  40;    1.5658;    0.8302;    0.2238;
  41;    1.7062;    1.0940;    0.2165;
  42;    1.8224;    1.3463;    0.2244;
  43;    1.9115;    1.5806;    0.2407;
  44;    1.9728;    1.7924;    0.2469;
  45;    2.0091;    1.9802;    0.2332;
  46;    2.0261;    2.1458;    0.2039;
  47;    2.0298;    2.2929;    0.1669;
  48;    2.0234;    2.4246;    0.1303;
  49;    2.0057;    2.5397;    0.1057;
  50;    1.9715;    2.6311;    0.1038;
  51;    1.9129;    2.6868;    0.1235;
  52;    1.8225;    2.6937;    0.1521;
  53;    1.6954;    2.6419;    0.1774;
  54;    1.5307;    2.5267;    0.1948;
  55;    1.3322;    2.3490;    0.2058;
  56;    1.1074;    2.1151;    0.2179;
  57;    0.8663;    1.8367;    0.2414;
  58;    0.6197;    1.5296;    0.2780;
  59;    0.3772;    1.2107;    0.3116;
  60;    0.1460;    0.8928;    0.3200;
  61;   -0.0698;    0.5824;    0.2950;
  62;   -0.2683;    0.2809;    0.2463;
  63;   -0.4490;   -0.0125;    0.1892;
  64;   -0.6124;   -0.2979;    0.1390;
  65;   -0.7593;   -0.5751;    0.1136;
  66;   -0.8903;   -0.8451;    0.1254;
  67;   -1.0047;   -1.1090;    0.1660;
  68;   -1.1008;   -1.3657;    0.2081;
  69;   -1.1775;   -1.6103;    0.2266;
  70;   -1.2360;   -1.8360;    0.2129;
  71;   -1.2797;   -2.0370;    0.1734;
  72;   -1.3132;   -2.2098;    0.1217;
  73;   -1.3397;   -2.3522;    0.0728;
  74;   -1.3602;   -2.4616;    0.0365;
  75;   -1.3730;   -2.5348;    0.0152;
  76;   -1.3737;   -2.5694;    0.0052;
  77;   -1.3553;   -2.5643;    0.0015;
  78;   -1.3084;   -2.5190;    0.0003;
  79;   -1.2233;   -2.4328;    0.0001;
  80;   -1.0931;   -2.3056;    0.0000;
  81;   -0.9162;   -2.1389;    0.0000;
  82;   -0.6972;   -1.9378;   -0.0000;
  83;   -0.4458;   -1.7093;   -0.0000;
  84;   -0.1738;   -1.4605;   -0.0001;
  85;    0.1061;   -1.1972;   -0.0007;
  86;    0.3819;   -0.9249;   -0.0035;
  87;    0.6426;   -0.6505;   -0.0146;
  88;    0.8786;   -0.3824;   -0.0498;
  89;    1.0817;   -0.1287;   -0.1396;
  90;    1.2461;    0.1035;   -0.3263;
  91;    1.3686;    0.3085;   -0.6453;
  92;    1.4479;    0.4816;   -1.0980;
  93;    1.4844;    0.6187;   -1.6357;
  94;    1.4816;    0.7166;   -2.1701;
  95;    1.4474;    0.7743;   -2.6014;
  96;    1.3945;    0.7943;   -2.8549;
  97;    1.3378;    0.7845;   -2.9130;
  98;    1.2898;    0.7582;   -2.8258;
  99;    1.2567;    0.7296;   -2.6816;
 100;    1.2378;    0.7079;   -2.5554;
 101;    1.2291;    0.6955;   -2.4775;
 102;    1.2258;    0.6900;   -2.4413;
 103;    1.2247;    0.6881;   -2.4283;
 104;    1.2245;    0.6876;   -2.4247;
 105;    1.2244;    0.6875;   -2.4239;
 106;    1.2244;    0.6875;   -2.4238;
 107;    1.2244;    0.6875;   -2.4238;
 108;    1.2244;    0.6875;   -2.4238;
 109;    1.2244;    0.6874;   -2.4238;
 110;    1.2243;    0.6874;   -2.4235;
 111;    1.2236;    0.6870;   -2.4221;
 112;    1.2201;    0.6851;   -2.4153;
 113;    1.2076;    0.6780;   -2.3906;
 114;    1.1715;    0.6578;   -2.3191;
 115;    1.0892;    0.6115;   -2.1561;
 116;    0.9411;    0.5284;   -1.8630;
 117;    0.7306;    0.4102;   -1.4462;
