time;row_1;row_2;row_3;row_4;
1;-102.017;133.033;146.903;2.28905;
2;-86.9474;133.2;137.589;2.20568;
3;-69.7745;132.653;127.679;2.09974;
4;-48.8342;132.139;118.022;1.94817;
5;-14.0258;131.91;109.832;1.64992;
6;10.7864;131.461;110.227;1.42392;
7;26.3058;127.68;109.914;1.2787;
8;32.6042;117.327;102.212;1.19041;
9;31.523;100.265;86.1329;1.12848;
10;25.184;73.9543;59.8968;1.03597;
11;17.8638;39.075;28.5654;0.622403;
12;14.1917;-2.13347;31.3789;-0.898729;
13;11.042;-44.82;69.2096;-1.33175;
14;8.72929;-82.1642;105.529;-1.43703;
15;7.80729;-110.899;133.968;-1.47246;
16;-9.69011;-111.621;134.113;-1.6032;
17;-25.1815;-100.231;124.246;-1.73114;
18;-33.5363;-80.7066;106.912;-1.83764;
19;-32.0471;-57.9909;84.73;-1.8914;
20;-21.5771;-37.7542;62.3267;-1.83427;
21;-3.62565;-22.8185;45.2728;-1.53281;
22;28.0624;-21.6337;55.2894;-0.922001;
23;42.9562;-21.1015;65.0174;-0.733411;
24;61.9221;-20.7057;79.9051;-0.570119;
