time;row_1;row_2;row_3;row_4;
     1;   -1.7236;   -1.1461;    1.1940;   -0.5623;
     2;   -1.7086;   -1.1561;    1.1972;   -0.5596;
     3;   -1.7241;   -1.1742;    1.2122;   -0.5646;
     4;   -1.7042;   -1.1653;    1.2110;   -0.5469;
     5;   -1.6863;   -1.1805;    1.2006;   -0.5553;
     6;   -1.6877;   -1.1851;    1.2141;   -0.5567;
     7;   -1.6740;   -1.1807;    1.2082;   -0.5571;
     8;   -1.6781;   -1.1725;    1.2112;   -0.5377;
     9;   -1.6966;   -1.1698;    1.1978;   -0.5222;
    10;   -1.7144;   -1.1509;    1.1815;   -0.5275;
    11;   -1.7291;   -1.1372;    1.1890;   -0.5131;
    12;   -1.7367;   -1.1555;    1.1789;   -0.5008;
    13;   -1.7566;   -1.1570;    1.1919;   -0.5065;
    14;   -1.7743;   -1.1743;    1.1784;   -0.4870;
    15;   -1.7732;   -1.1732;    1.1650;   -0.4931;
    16;   -1.7550;   -1.1747;    1.1569;   -0.4801;
    17;   -1.7440;   -1.1690;    1.1447;   -0.4791;
    18;   -1.7565;   -1.1670;    1.1531;   -0.4697;
    19;   -1.7554;   -1.1559;    1.1507;   -0.4837;
    20;   -1.7725;   -1.1464;    1.1644;   -0.4818;
    21;   -1.7914;   -1.1334;    1.1712;   -0.4648;
    22;   -1.8061;   -1.1237;    1.1902;   -0.4489;
    23;   -1.8076;   -1.1298;    1.2029;   -0.4320;
    24;   -1.8109;   -1.1224;    1.1983;   -0.4225;
    25;   -1.7910;   -1.1325;    1.1844;   -0.4257;
    26;   -1.7750;   -1.1517;    1.1667;   -0.4165;
    27;   -1.7717;   -1.1628;    1.1568;   -0.4290;
    28;   -1.7865;   -1.1773;    1.1621;   -0.4373;
    29;   -1.7906;   -1.1693;    1.1435;   -0.4353;
    30;   -1.8052;   -1.1767;    1.1416;   -0.4516;
    31;   -1.8207;   -1.1575;    1.1383;   -0.4484;
    32;   -1.8273;   -1.1409;    1.1428;   -0.4536;
    33;   -2.5791;   -1.0233;   -1.3058;   -0.5881;
    34;   -1.4147;   -0.9854;   -0.7732;   -0.2791;
    35;   -0.7248;   -0.9107;   -0.3150;   -0.1768;
    36;   -0.2232;   -0.8016;    0.0678;   -0.1235;
    37;    0.1534;   -0.6625;    0.3744;   -0.0889;
    38;    0.4263;   -0.4999;    0.6051;   -0.0623;
    39;    0.6065;   -0.3191;    0.7589;   -0.0405;
    40;    0.7019;   -0.1264;    0.8356;   -0.0210;
    41;    0.7212;    0.0698;    0.8355;   -0.0021;
    42;    0.6737;    0.2624;    0.7589;    0.0170;
    43;    0.5724;    0.4432;    0.6052;    0.0389;
    44;    0.4317;    0.6065;    0.3746;    0.0649;
    45;    0.2673;    0.7449;    0.0677;    0.0998;
    46;    0.0952;    0.8538;   -0.3158;    0.1531;
    47;   -0.0679;    0.9289;   -0.7736;    0.2554;
    48;   -0.2064;    0.9669;   -1.3063;    0.5651;
    49;   -1.8536;   -1.1319;    1.1249;   -0.4581;
    50;   -1.8399;   -1.1224;    1.1293;   -0.4609;
    51;   -1.8222;   -1.1114;    1.1342;   -0.4560;
    52;   -1.8205;   -1.1238;    1.1396;   -0.4735;
    53;   -1.8392;   -1.1308;    1.1440;   -0.4621;
    54;   -1.8448;   -1.1470;    1.1588;   -0.4553;
    55;   -1.8450;   -1.1618;    1.1425;   -0.4738;
    56;   -1.8589;   -1.1544;    1.1557;   -0.4713;
    57;   -1.8741;   -1.1454;    1.1753;   -0.4763;
    58;   -1.8556;   -1.1397;    1.1864;   -0.4806;
    59;   -1.8751;   -1.1557;    1.1868;   -0.4663;
    60;   -1.8914;   -1.1605;    1.1835;   -0.4556;
    61;   -1.9101;   -1.1678;    1.1726;   -0.4615;
    62;   -1.9114;   -1.1497;    1.1783;   -0.4515;
    63;   -1.8964;   -1.1428;    1.1840;   -0.4449;
    64;   -1.8918;   -1.1244;    1.1840;   -0.4367;
    65;   -1.8751;   -1.1143;    1.1684;   -0.4183;
    66;   -1.8855;   -1.1149;    1.1781;   -0.4034;
    67;   -1.8989;   -1.1278;    1.1720;   -0.4150;
    68;   -1.8934;   -1.1163;    1.1701;   -0.4193;
    69;   -1.8997;   -1.1231;    1.1713;   -0.4107;
    70;   -1.8908;   -1.1145;    1.1671;   -0.4072;
    71;   -1.8953;   -1.1242;    1.1512;   -0.4087;
    72;   -1.8835;   -1.1161;    1.1500;   -0.4055;
    73;   -1.8717;   -1.1183;    1.1491;   -0.4250;
    74;   -1.8691;   -1.1331;    1.1664;   -0.4380;
    75;   -1.8683;   -1.1210;    1.1798;   -0.4408;
    76;   -1.8869;   -1.1376;    1.1882;   -0.4411;
    77;   -1.9032;   -1.1546;    1.1733;   -0.4589;
    78;   -1.9045;   -1.1571;    1.1636;   -0.4467;
    79;   -1.9200;   -1.1552;    1.1799;   -0.4542;
    80;   -1.9057;   -1.1477;    1.1704;   -0.4708;
    81;   -1.9003;   -1.1354;    1.1693;   -0.4653;
    82;   -1.8806;   -1.1299;    1.1590;   -0.4830;
    83;   -1.8656;   -1.1453;    1.1416;   -0.4828;
    84;   -1.8778;   -1.1394;    1.1388;   -0.4731;
    85;   -1.8930;   -1.1572;    1.1223;   -0.4891;
    86;   -1.9067;   -1.1629;    1.1080;   -0.4891;
    87;   -1.9185;   -1.1634;    1.1254;   -0.4833;
