time;row_1;row_2;row_3;row_4;
     1;   -1.9090;   -1.5058;    0.8226;   -0.4895;
     2;   -1.9174;   -1.5141;    0.8343;   -0.5029;
     3;   -1.9307;   -1.4988;    0.8313;   -0.5150;
     4;   -1.9501;   -1.5172;    0.8340;   -0.4990;
     5;   -1.9531;   -1.5252;    0.8280;   -0.4960;
     6;   -1.9550;   -1.5210;    0.8409;   -0.4767;
     7;   -1.9577;   -1.5136;    0.8561;   -0.4822;
     8;   -1.9551;   -1.4955;    0.8471;   -0.4684;
     9;   -1.9702;   -1.4950;    0.8289;   -0.4620;
    10;   -1.9860;   -1.5001;    0.8437;   -0.4452;
    11;   -1.9814;   -1.4994;    0.8612;   -0.4466;
    12;   -1.9839;   -1.5183;    0.8616;   -0.4359;
    13;   -1.9917;   -1.5095;    0.8803;   -0.4262;
    14;   -1.9868;   -1.5179;    0.8624;   -0.4288;
    15;   -1.9811;   -1.5096;    0.8453;   -0.4166;
    16;   -1.9827;   -1.5178;    0.8565;   -0.4064;
    17;   -1.9887;   -1.5373;    0.8461;   -0.3912;
    18;   -1.9730;   -1.5469;    0.8528;   -0.3930;
    19;   -1.9905;   -1.5592;    0.8362;   -0.3760;
    20;   -1.9950;   -1.5433;    0.8266;   -0.3907;
    21;   -1.9859;   -1.5245;    0.8439;   -0.3916;
    22;   -1.9996;   -1.5302;    0.8582;   -0.3845;
    23;   -2.0053;   -1.5224;    0.8718;   -0.3880;
    24;   -1.9947;   -1.5254;    0.8872;   -0.3744;
    25;   -1.9779;   -1.5405;    0.8847;   -0.3751;
    26;   -1.9598;   -1.5591;    0.8877;   -0.3778;
    27;   -1.9685;   -1.5545;    0.8761;   -0.3943;
    28;   -1.9491;   -1.5372;    0.8686;   -0.3895;
    29;   -1.9505;   -1.5310;    0.8673;   -0.4079;
    30;   -1.9699;   -1.5489;    0.8684;   -0.4183;
    31;   -1.9851;   -1.5591;    0.8489;   -0.4070;
    32;   -1.9862;   -1.5663;    0.8465;   -0.4206;
    33;   -1.9917;   -1.5846;    0.8629;   -0.4363;
    34;   -1.9747;   -1.5875;    0.8631;   -0.4313;
    35;   -1.9715;   -1.5904;    0.8663;   -0.4397;
    36;   -1.9616;   -1.6020;    0.8538;   -0.4508;
    37;   -1.9451;   -1.6215;    0.8430;   -0.4585;
    38;   -1.9510;   -1.6036;    0.8465;   -0.4627;
    39;   -1.9527;   -1.6180;    0.8637;   -0.4558;
    40;   -1.9487;   -1.6142;    0.8502;   -0.4661;
    41;   -1.9547;   -1.6045;    0.8393;   -0.4681;
    42;   -1.9676;   -1.6042;    0.8398;   -0.4688;
    43;   -1.9864;   -1.5867;    0.8368;   -0.4526;
    44;   -1.9929;   -1.6021;    0.8461;   -0.4464;
    45;   -1.9819;   -1.6134;    0.8434;   -0.4614;
    46;   -1.9886;   -1.6251;    0.8342;   -0.4562;
    47;   -1.9991;   -1.6133;    0.8304;   -0.4731;
    48;   -1.9897;   -1.6258;    0.8239;   -0.4551;
    49;   -1.9778;   -1.6335;    0.8147;   -0.4419;
    50;   -1.9755;   -1.6519;    0.8237;   -0.4287;
    51;   -1.9623;   -1.6702;    0.8339;   -0.4414;
    52;   -1.9537;   -1.6704;    0.8337;   -0.4612;
    53;   -1.9597;   -1.6591;    0.8238;   -0.4684;
    54;   -1.9419;   -1.6559;    0.8378;   -0.4774;
    55;   -1.9604;   -1.6646;    0.8295;   -0.4722;
    56;   -1.9558;   -1.6504;    0.8432;   -0.4738;
    57;   -2.5242;   -1.0360;   -1.2948;   -0.5680;
    58;   -1.3357;   -0.9926;   -0.7315;   -0.2650;
    59;   -0.6334;   -0.9074;   -0.2537;   -0.1667;
    60;   -0.1283;   -0.7840;    0.1383;   -0.1152;
    61;    0.2419;   -0.6288;    0.4444;   -0.0809;
    62;    0.4993;   -0.4474;    0.6634;   -0.0548;
    63;    0.6549;   -0.2487;    0.7945;   -0.0326;
    64;    0.7174;   -0.0405;    0.8385;   -0.0125;
    65;    0.6980;    0.1678;    0.7944;    0.0080;
    66;    0.6112;    0.3661;    0.6624;    0.0296;
    67;    0.4737;    0.5467;    0.4439;    0.0551;
    68;    0.3033;    0.7022;    0.1377;    0.0895;
    69;    0.1202;    0.8251;   -0.2549;    0.1415;
    70;   -0.0556;    0.9099;   -0.7327;    0.2405;
    71;   -0.2052;    0.9533;   -1.2957;    0.5433;
    72;   -1.9396;   -1.6517;    0.8147;   -0.4937;
    73;   -1.9286;   -1.6356;    0.8235;   -0.5121;
    74;   -1.9288;   -1.6222;    0.8210;   -0.5107;
    75;   -1.9108;   -1.6178;    0.8118;   -0.4993;
    76;   -1.8913;   -1.6350;    0.8070;   -0.4927;
    77;   -1.8963;   -1.6453;    0.8072;   -0.4998;
    78;   -1.8772;   -1.6403;    0.7991;   -0.5160;
    79;   -1.8732;   -1.6492;    0.7929;   -0.5321;
    80;   -1.8927;   -1.6407;    0.7903;   -0.5376;
    81;   -1.8902;   -1.6224;    0.7981;   -0.5266;
    82;   -1.8827;   -1.6407;    0.8061;   -0.5249;
    83;   -1.8648;   -1.6552;    0.8001;   -0.5222;
    84;   -1.8703;   -1.6416;    0.8023;   -0.5071;
    85;   -1.8660;   -1.6402;    0.8098;   -0.5232;
    86;   -1.8644;   -1.6602;    0.8115;   -0.5289;
    87;   -1.8487;   -1.6470;    0.8312;   -0.5166;
    88;   -1.8548;   -1.6423;    0.8379;   -0.5132;
    89;   -1.8707;   -1.6449;    0.8341;   -0.5129;
    90;   -1.8557;   -1.6353;    0.8450;   -0.5149;
    91;   -1.8527;   -1.6278;    0.8453;   -0.5034;
    92;   -1.8587;   -1.6165;    0.8526;   -0.5015;
    93;   -1.8627;   -1.5983;    0.8663;   -0.5099;
    94;   -1.8487;   -1.6060;    0.8721;   -0.4963;
    95;   -1.8501;   -1.5876;    0.8647;   -0.4895;
    96;   -1.8568;   -1.6033;    0.8550;   -0.5055;
    97;   -1.8640;   -1.5852;    0.8395;   -0.5090;
    98;   -1.8452;   -1.5879;    0.8455;   -0.5084;
    99;   -1.8422;   -1.6028;    0.8537;   -0.5008;
   100;   -1.8248;   -1.5886;    0.8720;   -0.4974;
