time;row_1;row_2;row_3;row_4;
     1;   -1.7773;   -0.7510;    1.6095;   -0.7133;
     2;   -1.7678;   -0.7667;    1.6140;   -0.7322;
     3;   -1.7509;   -0.7555;    1.6299;   -0.7287;
     4;   -1.7519;   -0.7501;    1.6260;   -0.7455;
     5;   -1.7409;   -0.7636;    1.6107;   -0.7288;
     6;   -1.7570;   -0.7444;    1.6242;   -0.7425;
     7;   -1.7416;   -0.7331;    1.6350;   -0.7241;
     8;   -1.7411;   -0.7337;    1.6260;   -0.7438;
     9;   -1.7424;   -0.7414;    1.6393;   -0.7307;
    10;   -1.7357;   -0.7588;    1.6316;   -0.7199;
    11;   -1.7287;   -0.7565;    1.6362;   -0.7045;
    12;   -1.7208;   -0.7753;    1.6503;   -0.7144;
    13;   -1.7357;   -0.7785;    1.6681;   -0.6992;
    14;   -1.7355;   -0.7884;    1.6651;   -0.6817;
    15;   -1.7501;   -0.8071;    1.6747;   -0.6999;
    16;   -1.7405;   -0.8071;    1.6583;   -0.7017;
    17;   -1.7479;   -0.7960;    1.6668;   -0.7136;
    18;   -1.7613;   -0.7981;    1.6711;   -0.7104;
    19;   -1.7504;   -0.7874;    1.6721;   -0.7290;
    20;   -1.7386;   -0.7796;    1.6563;   -0.7250;
    21;   -1.7201;   -0.7764;    1.6461;   -0.7105;
    22;   -1.7145;   -0.7623;    1.6557;   -0.7061;
    23;   -1.7256;   -0.7455;    1.6405;   -0.7167;
    24;   -1.7237;   -0.7327;    1.6450;   -0.6999;
    25;   -2.5186;   -1.0129;   -1.2749;   -0.5733;
    26;   -1.3310;   -0.9692;   -0.7118;   -0.2697;
    27;   -0.6283;   -0.8843;   -0.2331;   -0.1708;
    28;   -0.1226;   -0.7610;    0.1597;   -0.1192;
    29;    0.2484;   -0.6053;    0.4660;   -0.0849;
    30;    0.5053;   -0.4238;    0.6850;   -0.0593;
    31;    0.6608;   -0.2252;    0.8164;   -0.0375;
    32;    0.7239;   -0.0173;    0.8600;   -0.0176;
    33;    0.7045;    0.1904;    0.8162;    0.0023;
    34;    0.6175;    0.3890;    0.6844;    0.0238;
    35;    0.4799;    0.5697;    0.4650;    0.0492;
    36;    0.3097;    0.7251;    0.1587;    0.0836;
    37;    0.1265;    0.8482;   -0.2339;    0.1358;
    38;   -0.0489;    0.9336;   -0.7121;    0.2339;
    39;   -0.1992;    0.9770;   -1.2754;    0.5369;
    40;   -1.6965;   -0.6819;    1.6028;   -0.7495;
    41;   -1.6840;   -0.6986;    1.5872;   -0.7451;
    42;   -1.6948;   -0.7135;    1.5826;   -0.7343;
    43;   -1.7082;   -0.7106;    1.5918;   -0.7365;
    44;   -1.6969;   -0.7297;    1.5807;   -0.7472;
    45;   -1.6788;   -0.7434;    1.5789;   -0.7331;
    46;   -1.6797;   -0.7576;    1.5770;   -0.7237;
    47;   -1.6638;   -0.7489;    1.5824;   -0.7118;
    48;   -1.6569;   -0.7531;    1.5901;   -0.7009;
    49;   -1.6715;   -0.7559;    1.5924;   -0.7113;
    50;   -1.6781;   -0.7405;    1.5884;   -0.7310;
    51;   -1.6612;   -0.7290;    1.5843;   -0.7181;
    52;   -1.6439;   -0.7376;    1.5717;   -0.7377;
    53;   -1.6551;   -0.7321;    1.5862;   -0.7430;
    54;   -1.6539;   -0.7418;    1.5981;   -0.7254;
    55;   -1.6708;   -0.7568;    1.6124;   -0.7148;
    56;   -1.6899;   -0.7382;    1.6129;   -0.7029;
    57;   -1.7069;   -0.7202;    1.6180;   -0.6935;
    58;   -1.7192;   -0.7311;    1.6152;   -0.6787;
    59;   -1.7236;   -0.7334;    1.6016;   -0.6986;
    60;   -1.7187;   -0.7428;    1.6028;   -0.7071;
    61;   -1.7001;   -0.7431;    1.5972;   -0.7029;
    62;   -1.7045;   -0.7302;    1.5789;   -0.7105;
    63;   -1.6943;   -0.7169;    1.5780;   -0.7158;
    64;   -1.7098;   -0.7136;    1.5745;   -0.7327;
    65;   -1.7278;   -0.7147;    1.5565;   -0.7134;
    66;   -1.7419;   -0.7042;    1.5560;   -0.7026;
    67;   -1.7378;   -0.7159;    1.5680;   -0.7167;
    68;   -1.7323;   -0.7329;    1.5790;   -0.7289;
    69;   -1.7361;   -0.7185;    1.5876;   -0.7214;
    70;   -1.7279;   -0.7076;    1.5952;   -0.7347;
    71;   -1.7155;   -0.7246;    1.6126;   -0.7287;
    72;   -1.7197;   -0.7348;    1.5981;   -0.7112;
    73;   -1.7116;   -0.7412;    1.6073;   -0.6920;
    74;   -1.7089;   -0.7245;    1.5962;   -0.6928;
    75;   -1.7264;   -0.7378;    1.5795;   -0.6968;
    76;   -1.7457;   -0.7312;    1.5991;   -0.6925;
    77;   -1.7404;   -0.7332;    1.5938;   -0.7054;
    78;   -1.7243;   -0.7452;    1.5795;   -0.6987;
    79;   -1.7084;   -0.7551;    1.5727;   -0.6869;
    80;   -1.7128;   -0.7635;    1.5619;   -0.6859;
    81;   -1.7236;   -0.7580;    1.5596;   -0.6793;
    82;   -1.7295;   -0.7576;    1.5786;   -0.6947;
    83;   -1.7406;   -0.7468;    1.5653;   -0.6904;
    84;   -1.7541;   -0.7361;    1.5601;   -0.6782;
    85;   -1.7730;   -0.7183;    1.5727;   -0.6711;
    86;   -1.7871;   -0.7096;    1.5838;   -0.6856;
    87;   -1.7842;   -0.7174;    1.5707;   -0.6910;
    88;   -1.7785;   -0.7172;    1.5730;   -0.6830;
    89;   -1.7689;   -0.6995;    1.5741;   -0.6939;
    90;   -1.7762;   -0.7111;    1.5592;   -0.7000;
    91;   -1.7581;   -0.6998;    1.5644;   -0.7038;
    92;   -1.7681;   -0.7128;    1.5621;   -0.7004;
    93;   -1.7562;   -0.7241;    1.5677;   -0.7035;
    94;   -1.7418;   -0.7360;    1.5618;   -0.7013;
    95;   -1.7318;   -0.7364;    1.5547;   -0.7148;
    96;   -1.7431;   -0.7560;    1.5709;   -0.7090;
    97;   -1.7463;   -0.7397;    1.5807;   -0.7042;
    98;   -1.7541;   -0.7418;    1.5794;   -0.7198;
    99;   -1.7404;   -0.7241;    1.5784;   -0.7198;
   100;   -1.7217;   -0.7386;    1.5754;   -0.7012;
