time;row_1;row_2;row_3;row_4;
1;-174.6;-155;211.972;-2.42924;
2;-158;-133.4;185.372;-2.4589;
3;-141.8;-107.4;156.716;-2.52245;
4;-127.6;-71.2;125.948;-2.6919;
5;-116.2;-36;103.882;-2.95229;
6;-107.4;-3.8;94.0807;3.0067;
7;-79.4;56.8;98.0832;2.2983;
8;-53;108.2;130.559;1.87275;
9;-28.8;149.8;166.894;1.65855;
10;-9.2;178.8;195.316;1.54533;
11;7;190.4;207.933;1.46879;
12;20.2;188.2;207.519;1.40439;
13;31.4;170.8;192.718;1.33206;
14;39.4;133.6;159.329;1.22787;
15;46;86;118.816;1.03974;
16;52;28.4;79.9419;0.595665;
17;57.2;-35.8;73.9498;-0.264715;
18;62.6;-97.2;111.42;-0.810621;
19;66.8;-155.4;160.821;-1.04315;
20;68.6;-173.4;177.438;-1.08547;
21;70.8;-198.8;201.175;-1.13472;
22;72.8;-232.6;232.99;-1.18824;
23;75.2;-269.4;268.273;-1.23116;
