time;row_1;row_2;row_3;row_4;
1;-62.5313;109.842;141.633;2.12641;
2;-51.8193;110.096;136.511;2.05871;
3;-39.8515;110.626;131.814;1.97653;
4;-23.059;111.711;127.175;1.85152;
5;6.57263;113.213;123.826;1.61605;
6;35.5704;114.762;127.414;1.38613;
7;30.6897;114.145;125.999;1.42332;
8;16.1714;111.65;122.202;1.53808;
9;-6.07586;104.668;116.591;1.72798;
10;-31.5029;94.2562;113.484;1.96587;
11;-54.7828;80.2427;112.761;2.20657;
12;-72.0044;63.3294;111.959;2.4217;
13;-67.734;45.4732;97.5543;2.53067;
14;-64.1661;27.5044;85.2712;2.67983;
15;-59.8505;12.8583;75.7138;2.82816;
16;-54.9227;2.16728;68.28;2.9552;
17;-47.9842;-3.47755;60.5657;3.02562;
18;-36.0879;-3.39143;48.7813;2.99564;
19;-20.2434;-0.184859;34.0154;2.83392;
20;-0.557969;4.15612;19.4039;2.28655;
21;19.9624;6.9592;19.1045;1.15093;
22;40.6089;7.04791;33.4058;0.552571;
23;59.75;4.02704;49.7397;0.296087;
24;76.6315;-4.3075;64.7523;0.0955629;
25;90.9208;-15.3343;78.8952;-0.061491;
26;101.676;-30.2232;91.6521;-0.217049;
27;109.614;-48.9111;104.742;-0.375625;
28;114.199;-69.9786;118.103;-0.527917;
29;115.269;-91.3234;131.008;-0.664978;
30;112.081;-110.45;141.33;-0.785688;
31;105.58;-127.54;149.754;-0.897293;
32;91.4927;-140.915;152.653;-1.02442;
33;71.927;-149.809;151.596;-1.16565;
34;47.5735;-155.318;149.096;-1.33108;
35;21.9164;-159.058;148.891;-1.50532;
36;-2.33278;-161.222;151.432;-1.66675;
37;-23.4046;-161.934;155.572;-1.80154;
38;-32.4141;-161.84;157.785;-1.85729;
39;-42.0689;-162.471;161.375;-1.91361;
