time;row_1;row_2;row_3;row_4;
1;-52.0208;123.763;131.493;2.02112;
2;-40.6305;125.267;128.355;1.93602;
3;-31.4162;125.936;125.999;1.86576;
4;-19.8831;127.001;124.185;1.77428;
5;1.56328;128.871;123.546;1.60033;
6;19.2201;130.469;125.873;1.45928;
7;14.7411;129.11;124.098;1.49393;
8;3.29931;123.827;118.464;1.58694;
9;-13.0459;114.387;110.527;1.73675;
10;-31.1183;99.9467;101.307;1.93758;
11;-48.0354;78.7751;90.6772;2.19841;
12;-62.0168;53.1746;82.4875;2.52356;
13;-64.8394;28.224;73.6825;2.82634;
14;-67.0369;6.21739;72.2537;3.12998;
15;-66.1137;-10.0386;72.9728;-2.92872;
16;-60.5373;-19.4409;70.2777;-2.78065;
17;-51.3612;-20.9979;62.4198;-2.70532;
18;-39.3037;-17.9905;50.2766;-2.65818;
19;-24.2134;-13.5456;34.9852;-2.57007;
20;-8.23303;-9.12169;19.7742;-2.31846;
21;7.88582;-6.84574;12.5131;-1.35545;
22;22.2608;-7.33822;21.2691;-0.640864;
23;36.7605;-11.1363;35.6096;-0.482245;
24;51.5715;-18.6585;52.2205;-0.478327;
25;64.802;-28.1968;68.3978;-0.513099;
26;76.4683;-39.4718;84.1963;-0.561771;
27;85.1166;-51.3889;98.0167;-0.617697;
28;91.1644;-62.9618;109.81;-0.671741;
29;92.9716;-73.8824;118.254;-0.734556;
30;88.7875;-83.8565;122.261;-0.818135;
31;79.6608;-92.4767;122.956;-0.920414;
32;65.1208;-99.0241;120.37;-1.04984;
33;46.8197;-103.442;116.503;-1.20559;
34;27.255;-106.362;113.894;-1.37603;
35;8.48314;-106.76;112.186;-1.54163;
36;0.4033;-106.742;112.224;-1.61366;
37;-11.7092;-106.29;112.943;-1.72118;
