time;row_1;row_2;row_3;row_4;
1;-136.646;109.651;150.844;2.4881;
2;-116.928;110.846;136.529;2.39321;
3;-95.9017;111.76;122.661;2.2708;
4;-72.0149;113.075;109.953;2.09604;
5;-31.5028;115.593;98.738;1.71943;
6;-6.22893;116.413;99.0434;1.46304;
7;7.1145;110.591;95.704;1.31736;
8;10.3314;96.5384;83.1722;1.23748;
9;6.65744;71.914;58.8799;1.15953;
10;0.452129;36.3678;25.2959;0.815891;
11;-3.38062;-3.87332;25.6565;-1.01667;
12;0.191561;-43.785;64.0463;-1.30097;
13;3.06903;-75.4303;95.4817;-1.3603;
14;-9.25524;-89.116;107.331;-1.49969;
15;-18.9597;-89.49;107.454;-1.59014;
16;-21.4652;-79.7112;97.7626;-1.6177;
17;-15.9132;-66.2766;84.226;-1.5593;
18;2.13205;-52.2966;72.7683;-1.30644;
19;27.1452;-41.118;73.6656;-0.930228;
20;43.4834;-38.4667;82.6198;-0.751551;
21;73.1161;-36.3641;105.114;-0.542946;
