time;row_1;row_2;row_3;row_4;
1;-98.9139;137.334;138.493;2.28511;
2;-88.0014;138.178;132.275;2.21855;
3;-75.3778;139.146;125.881;2.13384;
4;-60.5493;140.809;120.125;2.02183;
5;-31.0538;143.054;112.701;1.77511;
6;-3.58073;145.73;113.127;1.53007;
7;12.4103;138.649;107.936;1.37879;
8;20.8721;121.26;93.2088;1.25375;
9;23.0846;96.2246;70.8077;1.11337;
10;19.8733;64.6887;42.5545;0.850774;
11;11.6393;28.1519;20.3408;-0.225334;
12;3.07166;-12.315;46.3984;-1.32569;
13;-0.919186;-48.1933;81.2159;-1.48119;
14;-3.03388;-81.0908;113.904;-1.52554;
15;-17.2632;-89.7702;122.803;-1.64477;
16;-26.4105;-88.0955;122.159;-1.72053;
17;-26.8054;-77.4559;111.715;-1.73824;
18;-16.7498;-61.1426;94.2291;-1.66179;
19;6.83318;-42.9887;77.1614;-1.37488;
20;35.0979;-25.9063;72.8553;-0.934621;
21;51.4184;-24.6007;82.679;-0.765655;
22;84.2399;-22.3392;107.572;-0.537068;
