time;row_1;
1;-75.0;
2;-74.0;
3;-73.0;
4;-72.0;
5;-71.0;
6;-70.0;
7;-71.0;
8;-72.0;
9;-73.0;
10;-74.0;
11;-75.0;
12;-74.0;
13;-73.0;
14;-72.0;
15;-71.0;
16;-70.0;
17;-71.0;
18;-72.0;
19;-73.0;
20;-74.0;
21;-75.0;
22;-76.0;
23;-77.0;
24;-78.0;
25;-79.0;
26;-80.0;
27;-79.0;
28;-78.0;
29;-77.0;
30;-76.0;
31;-75.0;
32;-76.0;
33;-77.0;
34;-78.0;
35;-79.0;
36;-80.0;
37;-79.0;
38;-78.0;
39;-77.0;
40;-76.0;
41;-75.0;
42;-74.0;
43;-73.0;
44;-72.0;
45;-71.0;
46;-70.0;
47;-71.0;
48;-72.0;
49;-73.0;
50;-74.0;
51;-75.0;
52;-74.0;
53;-73.0;
54;-72.0;
55;-71.0;
56;-70.0;
57;-71.0;
58;-72.0;
59;-73.0;
60;-74.0;
61;-75.0;
62;-76.0;
63;-77.0;
64;-78.0;
65;-79.0;
66;-80.0;
67;-79.0;
68;-78.0;
69;-77.0;
70;-76.0;
71;-75.0;
72;-76.0;
73;-77.0;
74;-78.0;
75;-79.0;
76;-80.0;
77;-79.0;
78;-78.0;
79;-77.0;
80;-76.0;
81;-75.0;
82;-74.0;
83;-73.0;
84;-72.0;
85;-71.0;
86;-70.0;
87;-71.0;
88;-72.0;
89;-73.0;
90;-74.0;
91;-75.0;
92;-74.0;
93;-73.0;
94;-72.0;
95;-71.0;
96;-70.0;
97;-71.0;
98;-72.0;
99;-73.0;
100;-74.0;
101;-75.0;
