time;open;close;diff;volume;
   1;   45.0971;   44.2509;   -0.8568;4410962.8571;
   2;   45.5454;   45.2946;   -0.2435;3066228.5714;
   3;   45.7609;   45.8011;    0.0815;2240337.1429;
   4;   45.4634;   45.6437;    0.0889;2027314.2857;
   5;   45.6857;   45.5277;   -0.1395;2001465.7143;
   6;   46.2029;   45.9671;   -0.0589;1830034.2857;
   7;   45.9843;   46.4546;    0.3078;1675080.0000;
   8;   45.6114;   46.0323;    0.4016;2037831.4286;
   9;   45.6377;   45.6106;    0.0079;1858502.8571;
  10;   45.9591;   45.6669;   -0.2467;1878674.2857;
  11;   46.1551;   45.9531;   -0.2435;1953997.1429;
  12;   46.3714;   46.2563;   -0.0793;2090580.0000;
  13;   46.4289;   46.5220;    0.0954;1675782.8571;
  14;   46.4060;   46.5351;   -0.0045;1884371.4286;
  15;   46.7071;   46.3794;   -0.1823;2720380.0000;
  16;   46.7626;   46.7234;   -0.0201;3116494.2857;
  17;   46.1611;   46.6974;    0.5345;2843622.8571;
  18;   45.3509;   46.0689;    0.5156;2937748.5714;
  19;   45.4017;   45.2480;   -0.0254;2667237.1429;
  20;   45.9460;   45.5689;   -0.2291;2203840.0000;
  21;   45.9071;   46.1597;    0.0803;1817682.8571;
  22;   45.8123;   46.0254;    0.1955;2160457.1429;
  23;   45.9183;   45.9100;    0.0840;2139725.7143;
  24;   45.8011;   46.0823;    0.3471;2564797.1429;
  25;   45.2049;   45.9023;    0.5027;2415802.8571;
  26;   45.0649;   45.1517;    0.1507;2614477.1429;
  27;   45.5026;   45.0700;   -0.3258;2709534.2857;
  28;   45.9897;   45.5026;   -0.6880;3775294.2857;
  29;   46.9386;   45.9897;   -0.7881;4585634.2857;
  30;   47.2914;   46.9446;   -0.2518;6084002.8571;
  31;   46.3534;   47.2674;    0.8153;6705800.0000;
  32;   44.9994;   46.3194;    1.1391;5059617.1429;
  33;   44.4666;   44.9754;    0.6569;2890294.2857;
  34;   44.2437;   44.4726;    0.3130;2497828.5714;
  35;   43.7431;   44.2437;    0.4011;2970525.7143;
  36;   43.3217;   43.6849;    0.3354;2563411.4286;
  37;   43.5386;   43.5549;    0.0797;1527754.2857;
  38;   43.8860;   43.8689;   -0.0464;1617848.5714;
  39;   44.0729;   44.1191;    0.1150;2189802.8571;
  40;   43.6831;   44.0146;    0.2104;2619417.1429;
  41;   43.5217;   43.6831;    0.2598;2700511.4286;
  42;   43.2497;   43.5217;    0.2177;3261320.0000;
  43;   42.9986;   43.2497;    0.2982;3501214.2857;
  44;   42.6300;   42.9506;    0.2988;2703888.5714;
  45;   42.6686;   42.8220;    0.0692;1877182.8571;
  46;   43.2143;   42.8917;   -0.2156;2155108.5714;
  47;   43.8140;   43.6171;   -0.2104;3309480.0000;
  48;   43.8151;   44.0077;    0.2437;3645802.8571;
  49;   43.1509;   43.8169;    0.5466;2735268.5714;
  50;   42.4589;   42.9060;    0.4941;1969994.2857;
  51;   42.1174;   42.2703;    0.1192;2293737.1429;
  52;   42.3297;   42.1820;   -0.0409;2521154.2857;
  53;   42.4414;   42.4491;   -0.0876;2163354.2857;
  54;   42.7214;   42.5563;   -0.1319;2086940.0000;
  55;   43.1546;   42.8157;   -0.4558;2448842.8571;
  56;   43.9026;   43.3291;   -0.2905;2805665.7143;
  57;   43.6306;   44.0663;    0.2474;2748002.8571;
  58;   42.8700;   43.5629;    0.6769;2427108.5714;
  59;   42.3991;   42.7983;    0.3442;1885237.1429;
  60;   42.3866;   42.3289;    0.1059;1751874.2857;
  61;   42.0514;   42.4029;    0.3968;1666988.5714;
  62;   41.3040;   42.0514;    0.5060;2182271.4286;
  63;   41.5826;   41.3040;   -0.2376;3702908.5714;
  64;   42.9014;   41.5826;   -1.2481;4406557.1429;
  65;   44.3457;   42.9014;   -1.3198;3799731.4286;
  66;   44.9126;   44.3611;   -0.6784;2653551.4286;
  67;   44.8400;   44.8509;    0.0040;2708005.7143;
  68;   44.3774;   44.7526;    0.4528;2911302.8571;
  69;   43.5880;   44.3423;    0.6463;3414948.5714;
  70;   43.0423;   43.4971;    0.4649;3012520.0000;
  71;   42.8483;   42.8917;    0.0904;2830371.4286;
  72;   42.7731;   42.7420;    0.0241;2582125.7143;
  73;   42.6303;   42.7620;    0.0731;2551251.4286;
  74;   42.9931;   42.7811;   -0.3724;2152928.5714;
  75;   44.3291;   43.2069;   -0.9041;2211937.1429;
  76;   45.2674;   44.4800;   -0.8272;2868500.0000;
  77;   45.1706;   45.2297;    0.1573;4704737.1429;
  78;   44.0229;   45.1706;    1.0060;4886671.4286;
  79;   43.3754;   44.4383;    0.9218;5155185.7143;
  80;   42.8951;   42.9374;    0.1364;4947328.5714;
