time;row;
     1;  10.36270;
     2;  12.39148;
     3;  12.00747;
     4;  11.35688;
     5;   9.25063;
     6;  10.04302;
     7;  12.55121;
     8;  12.24236;
     9;  10.93692;
    10;  11.95198;
    11;  11.55537;
    12;  12.69679;
    13;  12.47659;
    14;  13.37813;
    15;  12.33104;
    16;  11.86132;
    17;  13.75698;
    18;  13.38994;
    19;  13.48080;
    20;  10.35055;
    21;  13.63575;
    22;  13.93670;
    23;  13.90663;
    24;  11.35673;
    25;  13.54148;
    26;  13.87288;
    27;  13.54768;
    28;  12.65904;
    29;  13.82625;
    30;  13.43432;
    31;  11.39962;
    32;  11.95844;
    33;  13.11241;
    34;  12.55802;
    35;   7.22603;
    36;   9.48174;
    37;  11.81176;
    38;  12.65233;
    39;  12.89930;
    40;  12.24337;
    41;  12.38688;
    42;  13.13741;
    43;  13.00094;
    44;  12.66169;
    45;  10.16775;
    46;  11.50370;
    47;  11.91406;
    48;  10.51289;
    49;  12.09526;
    50;  11.80217;
    51;  11.76345;
    52;  11.67687;
    53;  12.91300;
    54;  12.47635;
    55;  12.35541;
    56;   9.69317;
    57;  13.13413;
    58;  12.48118;
    59;  12.38347;
    60;  11.79648;
    61;  13.08329;
    62;  13.34024;
    63;  13.22940;
    64;  14.34815;
    65;  13.65392;
    66;  14.48317;
    67;  14.13229;
    68;  11.48092;
    69;  12.91489;
    70;  11.22439;
    71;  12.17165;
    72;  14.31047;
    73;  15.12839;
    74;  15.00463;
    75;  14.51674;
    76;  14.40213;
    77;  16.26964;
    78;  16.12493;
    79;  14.86608;
    80;  16.45125;
    81;  16.91486;
    82;  15.41569;
    83;  13.79996;
    84;  16.69478;
    85;  14.64377;
    86;  15.32203;
    87;  14.99264;
    88;  15.88058;
    89;  16.53779;
    90;  16.79490;
    91;  17.83238;
    92;  17.45457;
    93;  17.80725;
    94;  16.24222;
    95;  15.69411;
    96;  15.79222;
    97;  15.79355;
    98;  16.26751;
    99;  16.46610;
   100;  15.35930;
   101;  17.11104;
   102;  16.51011;
   103;  16.50578;
   104;  16.91864;
   105;  15.96132;
   106;  17.32056;
   107;  17.65853;
   108;  15.74220;
   109;  17.68426;
   110;  19.28757;
   111;  16.36106;
   112;  13.41472;
   113;  18.79209;
   114;  20.32387;
   115;  19.86182;
   116;  20.23301;
   117;  19.49364;
   118;  19.13775;
   119;  18.24885;
   120;  19.28183;
   121;  19.08374;
   122;  18.10703;
   123;  19.03497;
   124;  19.37731;
   125;  19.34099;
   126;  19.99751;
   127;  18.89237;
   128;  17.27136;
   129;  19.13662;
   130;  18.61569;
   131;  15.43934;
   132;  18.82161;
   133;  19.11738;
   134;  18.96098;
   135;  18.75329;
   136;  18.45461;
   137;  16.00994;
   138;  16.27384;
   139;  15.55684;
   140;  16.63426;
   141;  17.33995;
   142;  18.01540;
   143;  17.89285;
   144;  15.82696;
   145;  18.46976;
   146;  18.54216;
   147;  17.42896;
   148;  18.59854;
   149;  18.52364;
   150;  17.37293;
   151;  16.15444;
   152;  16.82415;
   153;  17.73173;
   154;  17.88236;
   155;  16.27502;
   156;  17.48016;
   157;  16.56943;
   158;  17.15084;
   159;  17.24551;
   160;  16.54647;
   161;  16.36331;
   162;  12.59086;
   163;  14.80853;
   164;  16.45336;
   165;  16.14388;
   166;  15.54449;
   167;  17.14798;
   168;  18.02698;
   169;  15.82279;
   170;  14.62031;
   171;  12.12012;
   172;  14.06520;
   173;  17.00137;
   174;  16.76109;
   175;  15.23337;
   176;  17.54332;
   177;  17.67946;
   178;  15.67533;
   179;  15.36889;
   180;  16.55456;
   181;  15.78074;
   182;  16.04756;
   183;  17.64729;
   184;  16.78626;
   185;  13.22327;
   186;  16.33487;
   187;  17.71224;
   188;  16.97364;
   189;  16.79806;
   190;  17.60799;
   191;  16.52477;
   192;  16.20822;
   193;  16.01433;
   194;  15.80044;
   195;  14.66890;
   196;  17.08533;
   197;  16.51721;
   198;  17.14164;
   199;  15.81069;
   200;  17.42294;
   201;  18.39661;
   202;  18.51292;
   203;  17.42953;
   204;  16.87050;
   205;  17.36626;
   206;  17.50171;
   207;  17.55972;
   208;  17.90523;
   209;  16.98579;
   210;  16.26005;
   211;  16.88070;
   212;  16.91493;
   213;  14.40652;
   214;  14.72140;
   215;  12.50155;
   216;  13.88876;
   217;  14.98256;
   218;  15.51731;
   219;  16.91120;
   220;  15.14889;
   221;  15.44548;
   222;  13.21209;
   223;  15.69993;
   224;  16.72287;
   225;  15.89650;
   226;  16.49356;
   227;  15.61080;
   228;  13.34453;
   229;  14.24554;
   230;  13.74425;
   231;  16.11673;
   232;  16.64413;
   233;  12.97851;
   234;  15.82678;
   235;  16.24865;
   236;  16.44900;
   237;  14.41708;
   238;  13.41827;
   239;  15.91540;
   240;  16.11089;
   241;  15.91495;
   242;  17.01363;
   243;  15.39099;
   244;  16.60006;
   245;  17.45961;
   246;  17.23130;
   247;  16.06241;
   248;  15.34479;
   249;  14.95451;
   250;  15.11639;
   251;  14.37399;
   252;  15.94901;
   253;  15.94953;
   254;  15.83948;
   255;  15.27459;
   256;  13.30439;
