time;row;
     1;   8.37329;
     2;   9.43940;
     3;  10.42710;
     4;   8.44034;
     5;   6.87859;
     6;  10.74773;
     7;  10.31466;
     8;   4.90803;
     9;  11.58362;
    10;  11.88493;
    11;  12.93690;
    12;  13.55115;
    13;  12.55320;
    14;  10.75101;
    15;  11.88437;
    16;  10.57172;
    17;  10.60598;
    18;  11.08379;
    19;  12.96054;
    20;  10.56189;
    21;  12.32007;
    22;  13.32076;
    23;  12.21895;
    24;  11.18135;
    25;   9.91740;
    26;  10.51397;
    27;   9.74828;
    28;   8.16234;
    29;  11.88804;
    30;  12.23085;
    31;  12.09937;
    32;  12.65669;
    33;  11.63092;
    34;  10.56363;
    35;  10.87152;
    36;  11.19839;
    37;   9.72537;
    38;  11.08721;
    39;  11.43743;
    40;  10.73099;
    41;  10.01977;
    42;  11.38481;
    43;  12.01978;
    44;  10.54920;
    45;  11.53081;
    46;  10.08667;
    47;  12.94003;
    48;  13.47587;
    49;  13.73123;
    50;  12.02604;
    51;  12.21005;
    52;  12.02789;
    53;  10.93405;
    54;  12.03821;
    55;  14.18650;
    56;  12.97569;
    57;  10.79640;
    58;  13.23263;
    59;  14.63250;
    60;  14.04702;
    61;  14.56314;
    62;  14.22658;
    63;  13.58442;
    64;  13.39178;
    65;  12.51941;
    66;  13.74153;
    67;  13.98898;
    68;  13.80436;
    69;  14.12116;
    70;  14.52774;
    71;  14.10410;
    72;  10.61074;
    73;  13.90854;
    74;  13.62004;
    75;  14.02267;
    76;  15.04323;
    77;  16.58173;
    78;  16.71576;
    79;  18.02289;
    80;  15.31498;
    81;  17.78289;
    82;  16.67750;
    83;  15.40071;
    84;  14.20298;
    85;  14.21083;
    86;  13.48302;
    87;  12.25062;
    88;  13.80659;
    89;  15.67317;
    90;  14.77576;
    91;  14.49933;
    92;  14.07711;
    93;  13.66045;
    94;  14.28886;
    95;  11.96454;
    96;  12.68443;
    97;  11.65827;
    98;  12.95188;
    99;  13.89659;
   100;  13.48679;
   101;  14.12690;
   102;  14.29930;
   103;  13.07385;
   104;  14.53290;
   105;  15.47116;
   106;  12.15638;
   107;  15.49049;
   108;  15.96853;
   109;  15.87576;
   110;  16.13820;
   111;  15.12219;
   112;  13.90052;
   113;  14.51112;
   114;  15.01345;
   115;  14.99897;
   116;  15.52860;
   117;  14.46405;
   118;  13.43350;
   119;  15.37510;
   120;  15.18097;
   121;  12.62709;
   122;  14.35573;
   123;  11.93623;
   124;  14.70419;
   125;  14.60129;
   126;  11.52635;
   127;  13.45262;
   128;  13.80365;
   129;  13.89195;
   130;  13.43224;
   131;  14.02209;
   132;  14.63035;
   133;  15.10707;
   134;  14.52080;
   135;  14.24329;
   136;  13.54646;
   137;  10.13441;
   138;  13.96243;
   139;  13.92012;
   140;  13.74522;
   141;  10.95265;
   142;  14.22464;
   143;  14.46373;
   144;  14.77388;
   145;  15.35637;
   146;  14.95161;
   147;  14.77838;
   148;  11.66309;
   149;  13.38723;
   150;  13.80367;
   151;  14.13802;
   152;  13.05339;
   153;  14.12319;
   154;  14.83627;
   155;  13.56382;
   156;  11.66636;
   157;  14.23904;
   158;  14.22938;
   159;  12.50966;
   160;  13.21402;
   161;  13.07406;
   162;  13.94243;
   163;  14.51620;
   164;  14.17656;
   165;  13.82249;
   166;  13.42230;
   167;  11.51217;
   168;  13.25382;
   169;  12.91055;
   170;  10.72741;
   171;  12.35001;
   172;  10.37079;
   173;  11.15439;
   174;  13.25135;
   175;  12.70736;
   176;  11.29521;
   177;  10.87282;
   178;  13.68407;
   179;  14.26262;
   180;  14.13864;
   181;  13.57598;
   182;  12.83208;
   183;  12.34183;
   184;  12.29829;
   185;   9.06251;
   186;  13.80814;
   187;  14.00002;
   188;  12.49190;
   189;  12.26572;
   190;  11.29162;
   191;  10.47927;
   192;   7.37790;
   193;  11.83130;
   194;  11.26596;
   195;  11.29852;
   196;  11.35275;
   197;  11.52543;
   198;  12.04116;
   199;  10.80454;
   200;  11.41141;
   201;  11.76821;
   202;   9.85677;
   203;  10.43100;
   204;  11.77656;
   205;   9.30043;
   206;  12.31512;
   207;  11.50012;
   208;  11.65575;
   209;  11.76402;
   210;  12.18191;
   211;  12.60226;
   212;  12.14945;
   213;   9.44689;
   214;  10.80068;
   215;  11.43820;
   216;  11.36367;
   217;   9.92320;
   218;  11.71560;
   219;  12.04519;
   220;  12.63917;
   221;  12.67865;
   222;  11.16386;
   223;  11.42326;
   224;   9.89779;
   225;   5.77573;
   226;  11.27091;
   227;  12.75483;
   228;  10.94385;
   229;  10.86381;
   230;  10.51496;
   231;  11.48593;
   232;  13.03433;
   233;  12.57548;
   234;  12.26320;
   235;  11.59621;
   236;  12.16257;
   237;  11.80888;
   238;   8.66794;
   239;   9.78562;
   240;  11.08654;
   241;  11.98834;
   242;  11.67949;
   243;  11.21422;
   244;  11.49384;
   245;   9.21637;
   246;  11.14727;
   247;  11.17884;
   248;  10.01521;
   249;  10.07492;
   250;   9.83956;
   251;   6.14529;
   252;  12.25317;
   253;  12.40339;
   254;  12.34380;
   255;  10.76546;
   256;   9.96498;
