time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3642;   -0.5201;    0.1998;   -0.5369;   -0.1386;   -0.4475;   -0.0756;    0.1768;   -0.0588;   -0.1323;   -0.2533;    0.1270;
   2;    1.3893;   -0.5647;    0.1480;   -0.5881;    0.0143;   -0.4810;   -0.1205;    0.2000;   -0.1187;   -0.1560;   -0.2691;    0.1873;
   3;    1.3939;   -0.5290;    0.1279;   -0.4892;    0.0857;   -0.5236;   -0.1026;    0.2145;   -0.1884;   -0.1161;   -0.2389;    0.1876;
   4;    1.4095;   -0.6353;    0.1296;   -0.3774;    0.0557;   -0.4990;   -0.0401;    0.2089;   -0.2084;   -0.0810;   -0.2041;    0.1567;
   5;    1.3941;   -0.6050;   -0.0144;   -0.4010;    0.1865;   -0.4814;   -0.0407;    0.1237;   -0.2851;   -0.1124;   -0.1932;    0.2374;
   6;    1.2708;   -0.5699;   -0.0108;   -0.3967;    0.2677;   -0.4468;   -0.0520;    0.0581;   -0.3175;   -0.1402;   -0.1803;    0.3129;
   7;    1.1859;   -0.5757;   -0.0129;   -0.3116;    0.2966;   -0.4272;   -0.0372;    0.0323;   -0.3318;   -0.1352;   -0.1901;    0.2969;
   8;    1.1237;   -0.5641;   -0.0595;   -0.2506;    0.3179;   -0.4317;   -0.0349;    0.0020;   -0.3252;   -0.1250;   -0.1761;    0.2831;
   9;    1.0423;   -0.5371;   -0.0741;   -0.2140;    0.3530;   -0.4262;   -0.0321;   -0.0356;   -0.3289;   -0.1145;   -0.1383;    0.2969;
  10;    0.9959;   -0.5045;   -0.0088;   -0.1847;    0.4132;   -0.4332;   -0.0783;   -0.0766;   -0.3024;   -0.0866;   -0.1132;    0.2823;
  11;    1.0462;   -0.5858;    0.0610;   -0.1234;    0.4705;   -0.3898;   -0.1342;   -0.1523;   -0.2894;   -0.0281;   -0.0877;    0.2424;
  12;    1.0253;   -0.6676;   -0.0339;   -0.0001;    0.5350;   -0.3829;   -0.2171;   -0.1463;   -0.2904;    0.0084;   -0.0549;    0.1404;
