time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3519;   -0.1451;    0.4254;   -0.5649;    0.0565;   -0.4593;    0.0766;    0.3902;   -0.2005;   -0.1215;   -0.1099;    0.0832;
   2;    1.2120;   -0.0739;    0.3369;   -0.4712;    0.0451;   -0.4674;    0.1177;    0.3649;   -0.1606;   -0.1179;   -0.1613;    0.0778;
   3;    1.2390;   -0.1362;    0.3268;   -0.5202;    0.0877;   -0.4408;    0.1094;    0.3586;   -0.1209;   -0.1825;   -0.1952;    0.1098;
   4;    1.2037;   -0.1651;    0.2751;   -0.5640;    0.1730;   -0.4015;    0.1091;    0.3614;   -0.1241;   -0.2577;   -0.1770;    0.1207;
   5;    1.1245;   -0.1428;    0.2076;   -0.4766;    0.2364;   -0.3399;    0.0853;    0.3241;   -0.1114;   -0.2977;   -0.1231;    0.0967;
   6;    1.0912;   -0.1710;    0.1654;   -0.4237;    0.2908;   -0.2370;    0.0419;    0.2945;   -0.1374;   -0.3451;   -0.1083;    0.0966;
   7;    1.1150;   -0.2213;    0.1560;   -0.4250;    0.3668;   -0.1981;    0.0111;    0.2930;   -0.2016;   -0.3346;   -0.1325;    0.0867;
   8;    1.1963;   -0.2923;    0.1843;   -0.4622;    0.4785;   -0.1913;   -0.0368;    0.2799;   -0.2617;   -0.2971;   -0.1539;    0.0945;
   9;    1.1574;   -0.3037;    0.2144;   -0.4532;    0.5923;   -0.1779;   -0.1245;    0.2129;   -0.2609;   -0.2458;   -0.1377;    0.0943;
  10;    1.1224;   -0.3714;    0.2129;   -0.3708;    0.6686;   -0.1481;   -0.1922;    0.1746;   -0.2576;   -0.2465;   -0.1324;    0.1040;
  11;    1.1425;   -0.4118;    0.2116;   -0.3503;    0.7027;   -0.0944;   -0.2275;    0.1414;   -0.2535;   -0.2448;   -0.0981;    0.0871;
  12;    1.0501;   -0.3331;    0.1432;   -0.3092;    0.7920;   -0.0699;   -0.2219;    0.0470;   -0.2201;   -0.1904;   -0.1122;    0.0592;
  13;    1.0146;   -0.3929;    0.1793;   -0.3278;    0.8856;   -0.0348;   -0.2793;    0.0403;   -0.2393;   -0.1227;   -0.1082;   -0.0088;
  14;    0.9409;   -0.5062;    0.2453;   -0.2904;    0.8579;    0.0108;   -0.3297;    0.0438;   -0.2550;   -0.1091;   -0.0740;   -0.0714;
  15;    0.9059;   -0.5317;    0.3043;   -0.2317;    0.7769;    0.0139;   -0.2818;   -0.0037;   -0.2593;   -0.0814;   -0.0446;   -0.0690;
  16;    0.8472;   -0.4937;    0.3375;   -0.2256;    0.7993;   -0.0176;   -0.2671;   -0.0130;   -0.2623;   -0.0705;   -0.0254;   -0.0546;
  17;    0.7936;   -0.5221;    0.3921;   -0.1668;    0.7990;   -0.1092;   -0.2218;    0.0509;   -0.2841;   -0.0935;    0.0011;   -0.0148;
  18;    0.7503;   -0.5401;    0.4272;   -0.1002;    0.8044;   -0.1365;   -0.2310;    0.0844;   -0.2597;   -0.1067;    0.0121;   -0.0132;
