time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.9683;   -0.3103;   -0.2946;   -0.3959;   -0.1203;   -0.3485;    0.1124;   -0.0097;    0.0163;   -0.3585;    0.0318;    0.2232;
   2;    1.0097;   -0.3125;   -0.3203;   -0.3838;   -0.0339;   -0.3477;    0.0104;   -0.0189;   -0.0296;   -0.3628;    0.0863;    0.2498;
   3;    1.0560;   -0.3893;   -0.3003;   -0.3530;    0.0308;   -0.3025;   -0.0631;   -0.0207;   -0.0917;   -0.3182;    0.0968;    0.2688;
   4;    1.0863;   -0.4467;   -0.2883;   -0.3131;    0.0964;   -0.2483;   -0.1740;   -0.0226;   -0.1175;   -0.2988;    0.0926;    0.2512;
   5;    1.1943;   -0.5766;   -0.2118;   -0.2322;    0.1237;   -0.1357;   -0.3461;   -0.0179;   -0.1602;   -0.2357;    0.1205;    0.1855;
   6;    1.4161;   -0.8927;    0.0072;   -0.1702;    0.2132;   -0.0721;   -0.4409;   -0.0836;   -0.1494;   -0.1968;    0.1179;    0.1344;
   7;    1.5058;   -1.0260;    0.1527;   -0.1622;    0.3710;   -0.0971;   -0.4843;   -0.1398;   -0.2007;   -0.0771;    0.0787;    0.0331;
   8;    1.4027;   -1.0170;    0.1540;   -0.0348;    0.4141;   -0.1569;   -0.4501;   -0.1562;   -0.2291;   -0.0148;    0.0488;   -0.0396;
   9;    1.3438;   -1.0633;    0.2315;    0.0532;    0.3959;   -0.1993;   -0.4422;   -0.1345;   -0.2065;   -0.0256;    0.0241;   -0.0732;
  10;    1.2020;   -1.0453;    0.3547;    0.1590;    0.3657;   -0.2276;   -0.4572;   -0.1140;   -0.1689;   -0.0529;    0.0069;   -0.0957;
  11;    1.0751;   -1.0248;    0.4416;    0.1732;    0.3635;   -0.2286;   -0.4620;   -0.1054;   -0.1444;   -0.0427;   -0.0229;   -0.1301;
