time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.4079;   -0.3105;    0.1398;   -0.4194;   -0.3750;   -0.2831;   -0.1112;    0.3416;   -0.0171;   -0.1398;    0.1608;    0.0802;
   2;    1.2238;   -0.3371;    0.0864;   -0.3333;   -0.2276;   -0.3166;   -0.1876;    0.3028;   -0.0942;   -0.1421;    0.1897;    0.1205;
   3;    1.0345;   -0.2967;    0.0507;   -0.3209;   -0.1725;   -0.3178;   -0.2576;    0.2349;   -0.1068;   -0.1660;    0.2359;    0.1472;
   4;    1.0315;   -0.1502;   -0.0508;   -0.3392;   -0.2146;   -0.2309;   -0.1218;    0.2280;   -0.1301;   -0.2544;    0.2320;    0.1762;
   5;    1.2586;   -0.3462;   -0.0741;   -0.2619;   -0.1222;   -0.2269;   -0.1110;    0.2602;   -0.1628;   -0.2103;    0.1539;    0.2007;
   6;    1.3799;   -0.5438;    0.0531;   -0.2645;   -0.0681;   -0.1309;   -0.1587;    0.2670;   -0.2084;   -0.2181;    0.1941;    0.1502;
   7;    1.3654;   -0.5579;    0.0776;   -0.2807;   -0.0007;   -0.0730;   -0.1697;    0.2494;   -0.2477;   -0.2414;    0.2082;    0.1249;
   8;    1.4276;   -0.5792;    0.0441;   -0.2535;    0.1038;   -0.0840;   -0.1700;    0.2362;   -0.3009;   -0.2608;    0.2289;    0.1292;
   9;    1.5053;   -0.7008;    0.0859;   -0.1744;    0.2372;   -0.1075;   -0.1943;    0.1653;   -0.3537;   -0.2049;    0.2406;    0.1161;
  10;    1.4788;   -0.8070;    0.1850;   -0.1588;    0.3057;   -0.1599;   -0.2219;    0.1337;   -0.3810;   -0.1878;    0.1864;    0.0910;
  11;    1.4721;   -0.7536;    0.1465;   -0.0687;    0.2982;   -0.1663;   -0.2396;    0.0813;   -0.3931;   -0.1960;    0.1762;    0.1019;
  12;    1.4580;   -0.6867;    0.0743;    0.1133;    0.1953;   -0.1108;   -0.2648;   -0.0051;   -0.3416;   -0.2003;    0.1809;    0.1302;
