time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3994;   -0.5260;   -0.6994;    0.0472;   -0.0429;   -0.3739;    0.0704;   -0.1440;   -0.0466;   -0.2537;    0.0786;    0.2237;
   2;    1.2225;   -0.6083;   -0.5438;    0.0024;   -0.0928;   -0.2698;    0.0187;   -0.2540;   -0.0104;   -0.2521;    0.0814;    0.2300;
   3;    1.1102;   -0.6201;   -0.4674;   -0.0443;    0.0179;   -0.2552;   -0.0746;   -0.2753;   -0.0122;   -0.2273;    0.0693;    0.2540;
   4;    1.0913;   -0.6112;   -0.4594;   -0.0087;    0.1471;   -0.2917;   -0.1419;   -0.2996;   -0.0260;   -0.1820;    0.0614;    0.2329;
   5;    1.1540;   -0.6118;   -0.4721;    0.0661;    0.1592;   -0.2300;   -0.2509;   -0.3446;    0.0101;   -0.1530;    0.0572;    0.1626;
   6;    1.2037;   -0.7024;   -0.3583;    0.1329;    0.1900;   -0.2024;   -0.3412;   -0.2966;   -0.0379;   -0.0984;    0.0250;    0.1314;
   7;    1.3246;   -0.8991;   -0.1408;    0.1351;    0.2509;   -0.1631;   -0.4470;   -0.2139;   -0.0934;   -0.0691;    0.0357;    0.0792;
   8;    1.2783;   -0.9012;   -0.0801;    0.1710;    0.2309;   -0.1430;   -0.4383;   -0.2559;   -0.0459;   -0.0690;   -0.0070;    0.0539;
   9;    1.3341;   -0.9335;   -0.0171;    0.2547;    0.2353;   -0.1878;   -0.3964;   -0.2463;   -0.0744;   -0.0574;   -0.0259;    0.0145;
  10;    1.1550;   -0.8274;   -0.0415;    0.3985;    0.1730;   -0.2162;   -0.3629;   -0.2396;   -0.0789;   -0.0721;   -0.0416;   -0.0191;
  11;    1.1935;   -0.8774;    0.0290;    0.4790;    0.1209;   -0.2492;   -0.3373;   -0.2583;   -0.0512;   -0.0733;   -0.0745;   -0.0526;
