time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.2310;   -0.6585;    0.2312;   -0.7262;    0.0012;   -0.4043;    0.0046;    0.2104;   -0.2706;   -0.2798;   -0.0116;    0.2127;
   2;    0.3561;   -0.7419;    0.1846;   -0.7156;    0.1163;   -0.3902;   -0.0677;    0.1881;   -0.2915;   -0.2993;   -0.0158;    0.2681;
   3;    0.4103;   -0.7210;    0.1552;   -0.6753;    0.2074;   -0.3678;   -0.1235;    0.1405;   -0.3100;   -0.3198;    0.0054;    0.3242;
   4;    0.6153;   -0.6486;    0.0698;   -0.5776;    0.2650;   -0.3302;   -0.1282;    0.0379;   -0.3216;   -0.3335;    0.0466;    0.3453;
   5;    0.7401;   -0.5896;    0.0127;   -0.4771;    0.3369;   -0.3129;   -0.1354;   -0.0295;   -0.3386;   -0.3425;    0.0378;    0.3261;
   6;    0.8379;   -0.6407;    0.0142;   -0.3918;    0.4241;   -0.3144;   -0.1665;   -0.0956;   -0.3810;   -0.2545;    0.0240;    0.2844;
   7;    0.8713;   -0.6886;    0.1024;   -0.2715;    0.4771;   -0.3079;   -0.2221;   -0.1317;   -0.4026;   -0.1587;    0.0385;    0.2032;
   8;    0.9165;   -0.7692;    0.1472;   -0.0703;    0.4870;   -0.3485;   -0.2174;   -0.1729;   -0.4258;   -0.0650;   -0.0098;    0.1200;
   9;    0.8408;   -0.8088;    0.2860;   -0.0859;    0.4838;   -0.3403;   -0.2952;   -0.1322;   -0.4001;   -0.0531;    0.0062;    0.0099;
  10;    0.7060;   -0.7193;    0.4129;   -0.0660;    0.5249;   -0.3622;   -0.3026;   -0.1084;   -0.3751;   -0.0076;   -0.0116;   -0.0885;
  11;    0.5766;   -0.6201;    0.5850;   -0.0575;    0.5580;   -0.3499;   -0.2520;   -0.0929;   -0.3636;    0.0650;   -0.0473;   -0.1757;
