time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.3336;   -0.7040;    0.3353;   -0.7842;   -0.1073;   -0.4309;   -0.0001;    0.2934;   -0.2209;   -0.1938;    0.0075;    0.1524;
   2;    0.2692;   -0.6782;    0.3106;   -0.7476;   -0.0437;   -0.4210;   -0.0282;    0.2575;   -0.2314;   -0.2364;   -0.0356;    0.2018;
   3;    0.2153;   -0.6342;    0.2881;   -0.7147;   -0.0051;   -0.4172;   -0.0466;    0.2220;   -0.2394;   -0.2658;   -0.0682;    0.2433;
   4;    0.2545;   -0.6529;    0.2596;   -0.6829;    0.0435;   -0.4018;   -0.0614;    0.1879;   -0.2450;   -0.2972;   -0.1014;    0.2813;
   5;    0.2410;   -0.6917;    0.2399;   -0.6311;    0.1056;   -0.3728;   -0.0843;    0.1294;   -0.2389;   -0.3245;   -0.1094;    0.3153;
   6;    0.3271;   -0.7695;    0.2177;   -0.5994;    0.1848;   -0.3415;   -0.1125;    0.0670;   -0.2706;   -0.3274;   -0.0856;    0.3566;
   7;    0.3884;   -0.8163;    0.1912;   -0.5738;    0.2711;   -0.3179;   -0.1617;    0.0018;   -0.2967;   -0.3027;   -0.0612;    0.3631;
   8;    0.3525;   -0.8042;    0.1617;   -0.5447;    0.3505;   -0.3155;   -0.1806;   -0.0246;   -0.3477;   -0.3064;   -0.0426;    0.3706;
   9;    0.3547;   -0.8784;    0.1873;   -0.5185;    0.4240;   -0.3399;   -0.2399;    0.0075;   -0.3908;   -0.2982;   -0.0078;    0.3370;
  10;    0.3564;   -0.9200;    0.2008;   -0.4587;    0.5057;   -0.3533;   -0.2844;    0.0059;   -0.4269;   -0.2586;    0.0373;    0.2746;
  11;    0.3303;   -0.9512;    0.2115;   -0.3910;    0.5749;   -0.3468;   -0.2939;   -0.0135;   -0.4565;   -0.2216;    0.0661;    0.2050;
  12;    0.2687;   -0.9669;    0.2607;   -0.3211;    0.6195;   -0.3638;   -0.3103;   -0.0332;   -0.4564;   -0.1813;    0.0465;    0.1363;
  13;    0.1983;   -0.9421;    0.2935;   -0.2595;    0.6620;   -0.3989;   -0.3383;   -0.0522;   -0.4492;   -0.1300;    0.0276;    0.0693;
  14;    0.1194;   -0.9215;    0.3146;   -0.2158;    0.6899;   -0.4364;   -0.3491;   -0.0623;   -0.4544;   -0.0894;    0.0152;    0.0230;
  15;    0.0576;   -0.9158;    0.3395;   -0.1897;    0.7037;   -0.4669;   -0.3439;   -0.0622;   -0.4621;   -0.0555;    0.0000;   -0.0184;
