time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.1788;   -0.2883;    0.0244;   -0.7560;    0.0519;   -0.6526;   -0.0244;    0.2892;   -0.1387;   -0.1446;   -0.0611;    0.1105;
   2;    0.1766;   -0.3372;    0.0131;   -0.7097;    0.0878;   -0.6111;   -0.0349;    0.2646;   -0.1700;   -0.1963;   -0.0535;    0.1269;
   3;    0.1393;   -0.3617;    0.0100;   -0.6508;    0.1177;   -0.5673;   -0.0391;    0.2101;   -0.1991;   -0.2521;   -0.0308;    0.1606;
   4;    0.1381;   -0.4000;   -0.0087;   -0.5989;    0.1720;   -0.5248;   -0.0555;    0.1481;   -0.2478;   -0.2967;    0.0057;    0.2105;
   5;    0.1464;   -0.4137;   -0.0243;   -0.5130;    0.2240;   -0.4863;   -0.0902;    0.0532;   -0.2655;   -0.3135;    0.0650;    0.2629;
   6;    0.1745;   -0.4281;   -0.0011;   -0.4115;    0.2802;   -0.4508;   -0.1173;   -0.0651;   -0.2548;   -0.2912;    0.1034;    0.3277;
   7;    0.1724;   -0.4536;    0.0067;   -0.2811;    0.2999;   -0.4147;   -0.0484;   -0.1740;   -0.2711;   -0.2225;    0.0541;    0.3434;
   8;    0.1084;   -0.4967;    0.0185;   -0.1682;    0.3666;   -0.4146;    0.0015;   -0.2191;   -0.3850;   -0.1441;    0.0209;    0.1973;
   9;   -0.0003;   -0.5477;    0.1210;   -0.0663;    0.4211;   -0.4228;   -0.0119;   -0.2526;   -0.4169;   -0.0897;    0.0225;    0.0867;
  10;   -0.0978;   -0.5901;    0.2453;    0.0107;    0.4614;   -0.4278;   -0.0405;   -0.2523;   -0.4015;   -0.0429;   -0.0186;   -0.0152;
