time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.2844;   -0.7574;    0.4611;   -0.4185;   -0.4331;   -0.2683;    0.1880;   -0.0114;   -0.3468;   -0.1440;   -0.0925;    0.0100;
   2;    1.3647;   -0.7934;    0.4867;   -0.4199;   -0.3680;   -0.2459;    0.1609;    0.0109;   -0.3846;   -0.1684;   -0.0824;    0.0273;
   3;    1.5145;   -0.8406;    0.5260;   -0.4500;   -0.2816;   -0.2386;    0.1441;    0.0280;   -0.4508;   -0.1662;   -0.0963;    0.0607;
   4;    1.4673;   -0.8125;    0.4850;   -0.3841;   -0.2011;   -0.2228;    0.1454;   -0.0096;   -0.4567;   -0.1880;   -0.1064;    0.1020;
   5;    1.4862;   -0.8380;    0.4399;   -0.3259;   -0.1200;   -0.2337;    0.1252;   -0.0345;   -0.5071;   -0.1875;   -0.0753;    0.1128;
   6;    1.3989;   -0.8436;    0.4197;   -0.2603;   -0.0748;   -0.2192;    0.0918;   -0.0658;   -0.5040;   -0.2189;   -0.0488;    0.1394;
   7;    1.5050;   -0.9801;    0.4915;   -0.2886;   -0.0890;   -0.1661;    0.0526;   -0.0855;   -0.5383;   -0.2053;   -0.0244;    0.1221;
   8;    1.5312;   -1.0271;    0.5184;   -0.2306;   -0.0758;   -0.1062;   -0.0025;   -0.1216;   -0.5292;   -0.2167;    0.0365;    0.1067;
   9;    1.4379;   -1.0058;    0.5326;   -0.1736;    0.0179;   -0.0644;   -0.0648;   -0.1645;   -0.4829;   -0.2003;    0.0336;    0.1211;
  10;    1.3318;   -0.9812;    0.5192;   -0.0724;    0.0453;   -0.0239;   -0.0645;   -0.2468;   -0.4252;   -0.1609;    0.0025;    0.1029;
  11;    1.2609;   -0.9978;    0.5514;   -0.0082;    0.0525;   -0.0055;   -0.0815;   -0.2707;   -0.4147;   -0.1378;    0.0162;    0.0352;
  12;    1.3186;   -1.1137;    0.6378;   -0.0195;    0.0419;   -0.0449;   -0.1037;   -0.2446;   -0.4429;   -0.1066;    0.0410;   -0.0285;
  13;    1.3316;   -1.2438;    0.6963;    0.0285;    0.0282;   -0.0531;   -0.1594;   -0.2317;   -0.4221;   -0.0915;    0.0599;   -0.1058;
  14;    1.0621;   -1.2240;    0.7249;    0.1035;    0.0997;   -0.0918;   -0.2127;   -0.2523;   -0.3820;   -0.0464;    0.0337;   -0.1549;
  15;    1.0395;   -1.3429;    0.7976;    0.0651;    0.1180;   -0.0779;   -0.2613;   -0.2487;   -0.3687;   -0.0033;    0.0144;   -0.2001;
