time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.2210;   -0.3867;    0.0519;   -0.1079;   -0.4536;   -0.1503;    0.0783;   -0.0807;    0.0590;   -0.2309;    0.0096;    0.2719;
   2;    1.1669;   -0.3865;    0.0009;   -0.1196;   -0.4212;   -0.0604;    0.0563;   -0.0488;    0.0290;   -0.2929;   -0.0089;    0.2398;
   3;    1.1827;   -0.4169;    0.1084;   -0.0516;   -0.3522;   -0.0185;   -0.0664;   -0.1065;   -0.0349;   -0.2174;    0.0150;    0.2089;
   4;    1.4067;   -0.5957;    0.1345;    0.0553;   -0.2278;   -0.0170;   -0.1175;   -0.1165;   -0.1748;   -0.1958;    0.0771;    0.1888;
   5;    1.6224;   -0.9022;    0.3327;   -0.0759;   -0.0933;   -0.0178;   -0.1623;   -0.1445;   -0.2297;   -0.2311;    0.1015;    0.2058;
   6;    1.6051;   -0.9614;    0.4670;   -0.1598;    0.0179;   -0.0528;   -0.2022;   -0.1555;   -0.2838;   -0.1912;    0.0961;    0.1932;
   7;    1.4008;   -0.8821;    0.4082;   -0.0343;    0.1279;   -0.0530;   -0.2392;   -0.1683;   -0.2712;   -0.1841;    0.1222;    0.1144;
   8;    1.1772;   -0.8238;    0.4517;    0.0583;    0.2041;   -0.0597;   -0.2574;   -0.1568;   -0.2514;   -0.1532;    0.1080;    0.0201;
   9;    0.9188;   -0.7772;    0.5087;    0.1998;    0.2406;   -0.0739;   -0.2501;   -0.1290;   -0.1937;   -0.1216;    0.0529;   -0.0999;
  10;    0.8983;   -0.8266;    0.5943;    0.2649;    0.2645;   -0.1180;   -0.2439;   -0.0868;   -0.1672;   -0.1006;   -0.0089;   -0.1937;
