time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.9044;   -0.5470;    0.3038;   -0.7691;   -0.0898;   -0.4300;   -0.0528;    0.3556;   -0.2667;   -0.2018;   -0.0374;    0.0585;
   2;    0.8323;   -0.5384;    0.2619;   -0.7259;   -0.0293;   -0.4020;   -0.0375;    0.3132;   -0.3130;   -0.2289;   -0.0372;    0.0938;
   3;    0.8410;   -0.5913;    0.2555;   -0.6858;    0.0354;   -0.3588;   -0.0480;    0.2576;   -0.3766;   -0.2519;   -0.0061;    0.1285;
   4;    0.7083;   -0.6008;    0.1726;   -0.5167;    0.0517;   -0.3314;   -0.0171;    0.1505;   -0.3799;   -0.3024;    0.0043;    0.1924;
   5;    0.6489;   -0.6088;    0.1262;   -0.4408;    0.0877;   -0.3284;    0.0230;    0.0099;   -0.3437;   -0.2969;   -0.0028;    0.2698;
   6;    0.5502;   -0.6162;    0.1277;   -0.3497;    0.1565;   -0.3449;    0.0407;   -0.1255;   -0.3604;   -0.1982;   -0.0083;    0.2860;
   7;    0.4141;   -0.6218;    0.1618;   -0.2680;    0.2511;   -0.3634;    0.0165;   -0.1873;   -0.4552;   -0.0662;    0.0430;    0.1854;
   8;    0.3571;   -0.7078;    0.2890;   -0.1084;    0.2918;   -0.3382;   -0.0236;   -0.2335;   -0.4736;   -0.0019;    0.0418;    0.1240;
   9;    0.2964;   -0.7690;    0.3646;    0.0221;    0.3082;   -0.3190;   -0.0319;   -0.2330;   -0.4543;    0.0142;    0.0143;    0.0226;
  10;    0.2209;   -0.7586;    0.4015;    0.1727;    0.3157;   -0.3192;   -0.0092;   -0.2450;   -0.3907;    0.0166;   -0.0322;   -0.0778;
  11;    0.1144;   -0.7261;    0.4419;    0.2556;    0.3665;   -0.3375;    0.0125;   -0.3068;   -0.3416;    0.0577;   -0.0900;   -0.1262;
