time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.2005;   -0.6323;   -0.2022;   -0.4035;   -0.0740;   -0.3225;   -0.1571;    0.2661;   -0.1254;   -0.1995;    0.0291;    0.1026;
   2;    1.3269;   -0.6335;   -0.2635;   -0.3549;    0.0062;   -0.3736;   -0.1795;    0.2715;   -0.2079;   -0.1639;    0.0271;    0.1104;
   3;    1.4305;   -0.7663;   -0.2363;   -0.3285;    0.0392;   -0.3313;   -0.1695;    0.2200;   -0.2304;   -0.1664;    0.0539;    0.1339;
   4;    1.4923;   -0.9142;   -0.1666;   -0.3019;    0.0745;   -0.3164;   -0.1530;    0.1408;   -0.2572;   -0.1509;    0.0648;    0.1685;
   5;    1.5893;   -1.1367;    0.0159;   -0.3278;    0.0818;   -0.2846;   -0.1616;    0.0069;   -0.2706;   -0.0787;    0.0076;    0.1992;
   6;    1.6816;   -1.3502;    0.1927;   -0.3317;    0.0248;   -0.0178;   -0.3992;   -0.0595;   -0.1284;   -0.2508;    0.1224;    0.2189;
   7;    1.4358;   -1.2171;    0.1371;   -0.1822;    0.0903;   -0.0016;   -0.4310;   -0.1103;   -0.1268;   -0.2426;    0.1448;    0.1947;
   8;    1.4889;   -1.3309;    0.2714;   -0.1973;    0.1657;   -0.0045;   -0.4854;   -0.1274;   -0.1433;   -0.1993;    0.1323;    0.1173;
   9;    1.4697;   -1.3518;    0.3450;   -0.1395;    0.2155;   -0.0460;   -0.4886;   -0.1297;   -0.1731;   -0.1466;    0.1049;    0.0343;
  10;    1.2979;   -1.2751;    0.3736;   -0.0465;    0.2652;   -0.0851;   -0.4819;   -0.1271;   -0.1689;   -0.1236;    0.0715;   -0.0080;
  11;    1.1856;   -1.2336;    0.4031;    0.0459;    0.2758;   -0.0939;   -0.4805;   -0.1273;   -0.1628;   -0.1290;    0.0673;   -0.0453;
  12;    1.3680;   -1.4310;    0.5807;    0.0474;    0.2270;   -0.0793;   -0.5025;   -0.0995;   -0.1554;   -0.1435;    0.0563;   -0.1038;
