time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.6216;   -0.3142;   -0.0143;   -0.6349;    0.1244;   -0.4768;   -0.1368;    0.2320;   -0.1268;   -0.2460;   -0.0862;    0.1211;
   2;    0.6727;   -0.3300;   -0.0140;   -0.6233;    0.1236;   -0.4090;   -0.1468;    0.2105;   -0.1415;   -0.2665;   -0.0778;    0.1157;
   3;    0.8878;   -0.4144;    0.0033;   -0.5833;    0.1545;   -0.3178;   -0.1924;    0.1853;   -0.1734;   -0.2907;   -0.0577;    0.1096;
   4;    0.9846;   -0.4289;    0.0013;   -0.5477;    0.2086;   -0.2785;   -0.1949;    0.1389;   -0.2223;   -0.3080;   -0.0378;    0.1259;
   5;    1.0572;   -0.4862;    0.0376;   -0.4727;    0.2573;   -0.2422;   -0.1881;    0.0699;   -0.2290;   -0.2985;   -0.0549;    0.1584;
   6;    0.8882;   -0.4908;    0.0920;   -0.3872;    0.3591;   -0.2352;   -0.1947;   -0.0215;   -0.2713;   -0.2483;   -0.0712;    0.1688;
   7;    0.7489;   -0.5244;    0.1176;   -0.3310;    0.3912;   -0.2000;   -0.2205;   -0.0974;   -0.3211;   -0.2062;   -0.0199;    0.1237;
   8;    0.6015;   -0.5171;    0.1375;   -0.2591;    0.3877;   -0.1715;   -0.2065;   -0.1527;   -0.3379;   -0.1993;    0.0158;    0.0899;
   9;    0.3807;   -0.5485;    0.3277;   -0.1186;    0.3730;   -0.2364;   -0.1975;   -0.1622;   -0.3052;   -0.1384;    0.0151;    0.0249;
  10;    0.3312;   -0.6749;    0.4404;    0.0173;    0.4000;   -0.2607;   -0.2094;   -0.1249;   -0.2585;   -0.1142;   -0.0162;   -0.0128;
  11;    0.3622;   -0.7155;    0.5029;    0.1264;    0.4178;   -0.2515;   -0.2077;   -0.0902;   -0.2197;   -0.1191;   -0.0500;   -0.0732;
  12;    0.3565;   -0.7698;    0.6501;    0.1623;    0.4402;   -0.2798;   -0.2434;   -0.0284;   -0.1951;   -0.1212;   -0.0870;   -0.1402;
  13;    0.2631;   -0.7440;    0.7481;    0.2204;    0.4270;   -0.3233;   -0.2457;   -0.0204;   -0.1758;   -0.1136;   -0.1287;   -0.1752;
